#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        d033 69.9384069435 -63.0682522198    0.03621     0.5260     0.5248    23:25:24.047   -09:26:00.659
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py d033.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=52800 --zeroMJDmin=53200 --fwhmlimit=8
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/16 19:51:26 EDT
# Redshift information 
#       zgal   =     0.5260 
#       zsn    =     0.5300 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa6.021008_0003.042_10.diff.fits_CTIO4m_MOSAIC_II    52555.004900   R4m        -0.0736000000   1.1650000000   1.1650000000
waa6.021014_0041.055_10.diff.fits_CTIO4m_MOSAIC_II    52561.031500   R4m        -0.7647000000   1.3485000000   1.3485000000
waa6.021105_0010.039_10.diff.fits_CTIO4m_MOSAIC_II    52583.009000   R4m         0.3299000000   1.1742000000   1.1742000000
waa6.021128_0047.033_10.diff.fits_CTIO4m_MOSAIC_II    52606.033800   R4m         0.5794000000   0.9040000000   0.9040000000
waa6.021206_0043.040_10.diff.fits_CTIO4m_MOSAIC_II    52614.031700   R4m        -2.5828000000   1.7017000000   1.7017000000
waa6.031019_0016.039_10.diff.fits_CTIO4m_MOSAIC_II    52931.012300   R4m         7.5805000000   0.5406000000   0.5406000000
waa6.031022_0004.043_10.diff.fits_CTIO4m_MOSAIC_II    52934.004000   R4m         7.8571000000   0.5362000000   0.5362000000
waa6.031028_0036.037_10.diff.fits_CTIO4m_MOSAIC_II    52940.026600   R4m         6.7547000000   0.4952000000   0.4952000000
waa6.031101_0007.044_10.diff.fits_CTIO4m_MOSAIC_II    52944.006700   R4m         3.8508000000   1.2190000000   1.2190000000
waa6.031115_0031.035_10.diff.fits_CTIO4m_MOSAIC_II    52958.024100   R4m         4.0123000000   0.6442000000   0.6442000000
waa6.031119_0034.043_10.diff.fits_CTIO4m_MOSAIC_II    52962.024500   R4m         4.0136000000   0.7952000000   0.7952000000
waa6.031123_0047.044_10.diff.fits_CTIO4m_MOSAIC_II    52966.034400   R4m         3.9763000000   0.6547000000   0.6547000000
waa6.031127_0141.178_10.diff.fits_CTIO4m_MOSAIC_II    52970.071900   R4m         1.9606000000   0.6115000000   0.6115000000
waa6.031129_0058.282_10.diff.fits_CTIO4m_MOSAIC_II    52972.041400   R4m         1.9194000000   0.6191000000   0.6191000000
waa6.031203_0046.173_10.diff.fits_CTIO4m_MOSAIC_II    52976.033400   R4m         1.1084000000   0.8530000000   0.8530000000
waa6.031213_0041.040_10.diff.fits_CTIO4m_MOSAIC_II    52986.029600   R4m         1.2035000000   0.9715000000   0.9715000000
waa6.031217_0049.041_10.diff.fits_CTIO4m_MOSAIC_II    52990.035300   R4m         1.2424000000   0.6521000000   0.6521000000
waa6.031221_0055.035_10.diff.fits_CTIO4m_MOSAIC_II    52994.039800   R4m         0.8164000000   0.5813000000   0.5813000000
waa6.040918_0314.015_10.diff.fits_CTIO4m_MOSAIC_II    53266.136400   R4m         0.7857000000   0.7156000000   0.7156000000
waa6.040920_0131.020_10.diff.fits_CTIO4m_MOSAIC_II    53268.064600   R4m        -0.1319000000   0.9707000000   0.9707000000
waa6.041005_0200.1055_10.diff.fits_CTIO4m_MOSAIC_II   53283.085000   R4m         0.5575000000   0.8504000000   0.8504000000
waa6.041009_0355.1077_10.diff.fits_CTIO4m_MOSAIC_II   53287.164900   R4m         0.3362000000   0.6452000000   0.6452000000
waa6.041011_0006.1049_10.diff.fits_CTIO4m_MOSAIC_II   53289.007200   R4m        -0.2139000000   0.6901000000   0.6901000000
waa6.041011_0057.1056_10.diff.fits_CTIO4m_MOSAIC_II   53289.041700   R4m        -0.2789000000   0.6886000000   0.6886000000
waa6.041018_2355.033_10.diff.fits_CTIO4m_MOSAIC_II    53296.998700   R4m        -0.2435000000   0.9046000000   0.9046000000
waa6.041106_0033.037_10.diff.fits_CTIO4m_MOSAIC_II    53315.023600   R4m        -0.0042000000   0.7710000000   0.7710000000
waa6.041114_0039.057_10.diff.fits_CTIO4m_MOSAIC_II    53323.028300   R4m        -1.0233000000   0.6264000000   0.6264000000
waa6.041122_0047.165_10.diff.fits_CTIO4m_MOSAIC_II    53331.033400   R4m         0.0601000000   0.5990000000   0.5990000000
waa6.041203_0036.057_10.diff.fits_CTIO4m_MOSAIC_II    53342.026900   R4m        -0.1085000000   0.8995000000   0.8995000000
waa6.050925_2347.065_10.diff.fits_CTIO4m_MOSAIC_II    53638.993200   R4m        -0.4667000000   0.5506000000   0.5506000000
waa6.050928_0015.071_10.diff.fits_CTIO4m_MOSAIC_II    53641.011800   R4m         0.0721000000   0.4601000000   0.4601000000
waa6.051006_0041.065_10.diff.fits_CTIO4m_MOSAIC_II    53649.029700   R4m         1.1622000000   1.0750000000   1.0750000000
waa6.051008_2353.067_10.diff.fits_CTIO4m_MOSAIC_II    53651.996400   R4m         0.4562000000   1.0371000000   1.0371000000
waa6.051011_0031.067_10.diff.fits_CTIO4m_MOSAIC_II    53654.022600   R4m        -0.3174000000   0.7792000000   0.7792000000
waa6.051108_0030.050_10.diff.fits_CTIO4m_MOSAIC_II    53682.022400   R4m         0.5469000000   0.8641000000   0.8641000000
waa6.051122_0050.050_10.diff.fits_CTIO4m_MOSAIC_II    53696.036300   R4m         0.8593000000   0.5350000000   0.5350000000
waa6.051126_0156.234_10.diff.fits_CTIO4m_MOSAIC_II    53700.082000   R4m        -1.0258000000   0.8367000000   0.8367000000
waa6.051128_0116.062_10.sw.fits_CTIO4m_MOSAIC_II      53702.054300   R4m        -0.1683000000   0.5688000000   0.5688000000
waa6.021004_0003.042_10.diff.fits_CTIO4m_MOSAIC_II    52551.003000   I4m        -0.2115000000   3.1945000000   3.1945000000
waa6.021006_0029.064_10.diff.fits_CTIO4m_MOSAIC_II    52553.021500   I4m         0.6490000000   2.9986000000   2.9986000000
waa6.021105_0020.041_10.diff.fits_CTIO4m_MOSAIC_II    52583.015500   I4m         2.4222000000   1.3605000000   1.3605000000
waa6.021115_0047.047_10.diff.fits_CTIO4m_MOSAIC_II    52593.033700   I4m        -5.2938000000   2.4613000000   2.4613000000
waa6.021128_0056.035_10.diff.fits_CTIO4m_MOSAIC_II    52606.040400   I4m         0.3888000000   1.1360000000   1.1360000000
waa6.021204_0055.040_10.diff.fits_CTIO4m_MOSAIC_II    52612.039300   I4m         1.3229000000   2.7340000000   2.7340000000
waa6.021206_0053.042_10.diff.fits_CTIO4m_MOSAIC_II    52614.038700   I4m         3.6603000000   2.6479000000   2.6479000000
waa6.031019_0038.043_10.diff.fits_CTIO4m_MOSAIC_II    52931.027800   I4m        10.3641000000   0.7139000000   0.7139000000
waa6.031022_0025.047_10.diff.fits_CTIO4m_MOSAIC_II    52934.018700   I4m         9.7346000000   0.7020000000   0.7020000000
waa6.031028_0104.041_10.diff.fits_CTIO4m_MOSAIC_II    52940.045400   I4m         9.2966000000   0.6447000000   0.6447000000
waa6.031115_0056.039_10.diff.fits_CTIO4m_MOSAIC_II    52958.040200   I4m         7.0976000000   1.2400000000   1.2400000000
waa6.031119_0101.047_10.diff.fits_CTIO4m_MOSAIC_II    52962.043500   I4m         4.9858000000   2.4088000000   2.4088000000
waa6.031123_0109.048_10.diff.fits_CTIO4m_MOSAIC_II    52966.049200   I4m         5.2173000000   1.3717000000   1.3717000000
waa6.031127_0207.182_10.diff.fits_CTIO4m_MOSAIC_II    52970.090000   I4m         5.5786000000   1.0475000000   1.0475000000
waa6.031129_0125.286_10.diff.fits_CTIO4m_MOSAIC_II    52972.060300   I4m         3.7092000000   0.9490000000   0.9490000000
waa6.031203_0117.177_10.diff.fits_CTIO4m_MOSAIC_II    52976.055100   I4m         3.0530000000   1.1089000000   1.1089000000
waa6.031213_0107.044_10.diff.fits_CTIO4m_MOSAIC_II    52986.047400   I4m         2.6325000000   1.0376000000   1.0376000000
waa6.031217_0059.043_10.diff.fits_CTIO4m_MOSAIC_II    52990.042600   I4m         2.9219000000   1.0162000000   1.0162000000
waa6.031221_0109.037_10.diff.fits_CTIO4m_MOSAIC_II    52994.049800   I4m         2.1900000000   0.9405000000   0.9405000000
waa6.040918_0325.017_10.diff.fits_CTIO4m_MOSAIC_II    53266.143400   I4m         0.5439000000   0.9408000000   0.9408000000
waa6.040920_0136.021_10.diff.fits_CTIO4m_MOSAIC_II    53268.068100   I4m         1.0572000000   1.1339000000   1.1339000000
waa6.041005_0250.1062_10.diff.fits_CTIO4m_MOSAIC_II   53283.119100   I4m         1.7186000000   1.1142000000   1.1142000000
waa6.041011_0030.1053_10.diff.fits_CTIO4m_MOSAIC_II   53289.022200   I4m         0.4888000000   1.1878000000   1.1878000000
waa6.041015_0011.180_10.diff.fits_CTIO4m_MOSAIC_II    53293.009400   I4m        -0.2550000000   1.4147000000   1.4147000000
waa6.041019_0040.038_10.diff.fits_CTIO4m_MOSAIC_II    53297.029100   I4m        -0.9979000000   1.1789000000   1.1789000000
