#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        z203 164.35837734 -60.0729046308    0.02317     0.2500     0.2491    02:08:41.591   -03:34:10.527
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py z203.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:57:12 EDT
# Redshift information 
#       zgal   =     0.2500 
#       zsn    =        --- 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc2.040920_0411.043_15.diff.fits_CTIO4m_MOSAIC_II    53268.175100   R4m         0.2769000000   0.7844000000   0.7844000000
wcc2.041017_0209.1042_15.diff.fits_CTIO4m_MOSAIC_II   53295.090900   R4m        -0.2559000000   0.5629000000   0.5629000000
wcc2.041021_0220.066_15.diff.fits_CTIO4m_MOSAIC_II    53299.098600   R4m        -0.6681000000   0.4856000000   0.4856000000
wcc2.041112_0222.174_15.diff.fits_CTIO4m_MOSAIC_II    53321.100100   R4m         0.0696000000   0.4627000000   0.4627000000
wcc2.041116_0222.084_15.diff.fits_CTIO4m_MOSAIC_II    53325.100000   R4m         0.1833000000   0.3972000000   0.3972000000
wcc2.041120_0240.081_15.diff.fits_CTIO4m_MOSAIC_II    53329.112300   R4m        -0.3714000000   0.5523000000   0.5523000000
wcc2.041205_0305.075_15.diff.fits_CTIO4m_MOSAIC_II    53344.130000   R4m        -0.2306000000   0.5024000000   0.5024000000
wcc2.041209_0233.072_15.diff.fits_CTIO4m_MOSAIC_II    53348.107800   R4m        -0.5110000000   0.3697000000   0.3697000000
wcc2.050928_0251.092_15.diff.fits_CTIO4m_MOSAIC_II    53641.119700   R4m         0.2011000000   0.6959000000   0.6959000000
wcc2.051006_0232.081_15.diff.fits_CTIO4m_MOSAIC_II    53649.107200   R4m        -1.8566000000   0.9593000000   0.9593000000
wcc2.051108_0250.074_15.diff.fits_CTIO4m_MOSAIC_II    53682.119600   R4m         1.3106000000   0.8715000000   0.8715000000
wcc2.051124_0222.067_15.diff.fits_CTIO4m_MOSAIC_II    53698.100200   R4m         0.4316000000   0.5699000000   0.5699000000
wcc2.051130_0251.071_15.diff.fits_CTIO4m_MOSAIC_II    53704.120300   R4m         0.3145000000   0.3373000000   0.3373000000
wcc2.051202_0236.074_15.diff.fits_CTIO4m_MOSAIC_II    53706.110000   R4m         0.0435000000   0.3615000000   0.3615000000
wcc2.051204_0247.029_15.diff.fits_CTIO4m_MOSAIC_II    53708.117700   R4m        -0.1672000000   0.3785000000   0.3785000000
wcc2.051208_0253.070_15.diff.fits_CTIO4m_MOSAIC_II    53712.122000   R4m        -0.1472000000   0.4429000000   0.4429000000
wcc2.051210_0054.048_15.diff.fits_CTIO4m_MOSAIC_II    53714.038400   R4m        -0.7040000000   0.7504000000   0.7504000000
wcc2.051224_0221.066_15.diff.fits_CTIO4m_MOSAIC_II    53728.099300   R4m        -0.5896000000   0.5403000000   0.5403000000
wcc2.051227_0234.057_15.diff.fits_CTIO4m_MOSAIC_II    53731.107700   R4m        -0.0893000000   0.4628000000   0.4628000000
wcc2.051229_0132.080_15.diff.fits_CTIO4m_MOSAIC_II    53733.065400   R4m         0.1807000000   0.3762000000   0.3762000000
wcc2.060103_0140.068_15.diff.fits_CTIO4m_MOSAIC_II    53738.071000   R4m         0.4799000000   0.4035000000   0.4035000000
wcc2.060916_0630.141_15.diff.fits_CTIO4m_MOSAIC_II    53994.271800   R4m         0.7993000000   0.3638000000   0.3638000000
wcc2.060925_0634.390_15.diff.fits_CTIO4m_MOSAIC_II    54003.274900   R4m         0.1856000000   0.5598000000   0.5598000000
wcc2.060928_0644.445_15.diff.fits_CTIO4m_MOSAIC_II    54006.282200   R4m        -0.0579000000   0.4426000000   0.4426000000
