#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        y136 179.27920928 -60.2883999265    0.03794     0.5200     0.5192    02:30:07.153   -08:43:09.354
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py y136.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:52 EDT
# Redshift information 
#       zgal   =     0.5200 
#       zsn    =        --- 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd8.060914_0819.023_8.diff.fits_CTIO4m_MOSAIC_II    53992.347600   R4m        -0.9105000000   0.9897000000   0.9897000000
wdd8.060916_0911.162_8.diff.fits_CTIO4m_MOSAIC_II    53994.384200   R4m        -1.6440000000   0.5725000000   0.5725000000
wdd8.060925_0836.409_8.diff.fits_CTIO4m_MOSAIC_II    54003.359700   R4m        -0.6238000000   0.7551000000   0.7551000000
wdd8.060928_0922.454_8.diff.fits_CTIO4m_MOSAIC_II    54006.391700   R4m         0.0036000000   0.5939000000   0.5939000000
wdd8.061013_0726.115_8.diff.fits_CTIO4m_MOSAIC_II    54021.311000   R4m         1.2178000000   1.2728000000   1.2728000000
wdd8.061015_0904.286_8.diff.fits_CTIO4m_MOSAIC_II    54023.378900   R4m        -0.0320000000   1.2141000000   1.2141000000
wdd8.061017_0747.155_8.diff.fits_CTIO4m_MOSAIC_II    54025.325800   R4m        -0.5094000000   2.0070000000   2.0070000000
wdd8.061021_0844.170_8.diff.fits_CTIO4m_MOSAIC_II    54029.365400   R4m        -0.2541000000   0.6319000000   0.6319000000
wdd8.061023_0810.155_8.diff.fits_CTIO4m_MOSAIC_II    54031.341600   R4m         0.3616000000   0.6072000000   0.6072000000
wdd8.061025_0805.141_8.diff.fits_CTIO4m_MOSAIC_II    54033.338000   R4m         0.8467000000   1.2075000000   1.2075000000
wdd8.061029_0821.126_8.diff.fits_CTIO4m_MOSAIC_II    54037.349200   R4m         0.0278000000   0.6921000000   0.6921000000
wdd8.061031_0744.130_8.diff.fits_CTIO4m_MOSAIC_II    54039.323900   R4m        -2.0255000000   1.0916000000   1.0916000000
wdd8.061112_0337.086_8.diff.fits_CTIO4m_MOSAIC_II    54051.152300   R4m         0.2142000000   0.5096000000   0.5096000000
wdd8.061116_0629.110_8.diff.fits_CTIO4m_MOSAIC_II    54055.271600   R4m         0.9176000000   0.8540000000   0.8540000000
wdd8.061120_0655.116_8.diff.fits_CTIO4m_MOSAIC_II    54059.289500   R4m         0.4943000000   0.6906000000   0.6906000000
wdd8.061124_0734.129_8.diff.fits_CTIO4m_MOSAIC_II    54063.316800   R4m        -1.1107000000   0.6264000000   0.6264000000
wdd8.061130_0700.083_8.diff.fits_CTIO4m_MOSAIC_II    54069.293300   R4m         0.1991000000   0.7035000000   0.7035000000
wdd8.061213_0343.102_8.diff.fits_CTIO4m_MOSAIC_II    54082.156300   R4m         0.8791000000   0.6277000000   0.6277000000
wdd8.061217_0324.116_8.diff.fits_CTIO4m_MOSAIC_II    54086.143200   R4m         0.8094000000   0.5515000000   0.5515000000
wdd8.061227_0404.033_8.diff.fits_CTIO4m_MOSAIC_II    54096.170600   R4m         0.4947000000   0.9421000000   0.9421000000
wdd8.061229_0415.026_8.diff.fits_CTIO4m_MOSAIC_II    54098.178100   R4m        -1.8724000000   1.7687000000   1.7687000000
wdd8.061230_0250.123_8.diff.fits_CTIO4m_MOSAIC_II    54099.119600   R4m         1.5235000000   2.3215000000   2.3215000000
wdd8.070114_0338.136_8.diff.fits_CTIO4m_MOSAIC_II    54114.153100   R4m         1.0335000000   0.8854000000   0.8854000000
wdd8.070908_0839.073_8.diff.fits_CTIO4m_MOSAIC_II    54351.362000   R4m         1.3520000000   0.5802000000   0.5802000000
wdd8.070911_0906.073_8.diff.fits_CTIO4m_MOSAIC_II    54354.380300   R4m         0.5624000000   0.4685000000   0.4685000000
wdd8.070917_0820.054_8.diff.fits_CTIO4m_MOSAIC_II    54360.348300   R4m         1.3267000000   0.6048000000   0.6048000000
wdd8.071008_0750.064_8.diff.fits_CTIO4m_MOSAIC_II    54381.328200   R4m         0.7759000000   0.5894000000   0.5894000000
wdd8.071010_0812.058_8.diff.fits_CTIO4m_MOSAIC_II    54383.343300   R4m        -0.6726000000   0.4318000000   0.4318000000
wdd8.071012_0821.083_8.diff.fits_CTIO4m_MOSAIC_II    54385.349600   R4m         0.6492000000   0.7898000000   0.7898000000
wdd8.071014_0806.057_8.diff.fits_CTIO4m_MOSAIC_II    54387.338700   R4m        -0.8014000000   0.5974000000   0.5974000000
wdd8.071016_0728.053_8.diff.fits_CTIO4m_MOSAIC_II    54389.312500   R4m         0.5244000000   0.9613000000   0.9613000000
wdd8.071018_0616.052_8.diff.fits_CTIO4m_MOSAIC_II    54391.262500   R4m         1.1702000000   0.6539000000   0.6539000000
wdd8.071018_0841.072_8.diff.fits_CTIO4m_MOSAIC_II    54391.363400   R4m         0.4796000000   0.5372000000   0.5372000000
wdd8.071020_0734.066_8.diff.fits_CTIO4m_MOSAIC_II    54393.317200   R4m         1.4985000000   0.4802000000   0.4802000000
wdd8.071103_0755.027_8.diff.fits_CTIO4m_MOSAIC_II    54407.331100   R4m         5.9666000000   1.2740000000   1.2740000000
wdd8.071105_0731.069_8.diff.fits_CTIO4m_MOSAIC_II    54409.314400   R4m         5.6483000000   0.5850000000   0.5850000000
wdd8.071107_0823.082_8.diff.fits_CTIO4m_MOSAIC_II    54411.350500   R4m         6.7242000000   0.7472000000   0.7472000000
wdd8.071109_0350.086_8.diff.fits_CTIO4m_MOSAIC_II    54413.161300   R4m         5.3742000000   0.6793000000   0.6793000000
wdd8.071111_0330.060_8.diff.fits_CTIO4m_MOSAIC_II    54415.147000   R4m         4.7142000000   0.4875000000   0.4875000000
wdd8.071113_0419.032_8.diff.fits_CTIO4m_MOSAIC_II    54417.181000   R4m         4.8163000000   0.3985000000   0.3985000000
wdd8.071115_0345.089_8.diff.fits_CTIO4m_MOSAIC_II    54419.158600   R4m         4.4772000000   0.3856000000   0.3856000000
wdd8.071117_0312.070_8.diff.fits_CTIO4m_MOSAIC_II    54421.134900   R4m         4.2763000000   0.4726000000   0.4726000000
wdd8.071119_0658.100_8.diff.fits_CTIO4m_MOSAIC_II    54423.291600   R4m         4.9777000000   0.6727000000   0.6727000000
wdd8.071201_0521.096_8.diff.fits_CTIO4m_MOSAIC_II    54435.224500   R4m         1.0684000000   0.9031000000   0.9031000000
wdd8.071205_0323.081_8.diff.fits_CTIO4m_MOSAIC_II    54439.142100   R4m         2.8515000000   0.3972000000   0.3972000000
wdd8.071207_0402.086_8.diff.fits_CTIO4m_MOSAIC_II    54441.169600   R4m         1.4605000000   0.4754000000   0.4754000000
wdd8.071209_0405.090_8.diff.fits_CTIO4m_MOSAIC_II    54443.171900   R4m         1.4489000000   0.5750000000   0.5750000000
wdd8.071211_0303.083_8.diff.fits_CTIO4m_MOSAIC_II    54445.128600   R4m         2.4194000000   0.3834000000   0.3834000000
wdd8.071213_0410.077_8.diff.fits_CTIO4m_MOSAIC_II    54447.175100   R4m         1.6409000000   0.4207000000   0.4207000000
wdd8.071215_0355.080_8.diff.fits_CTIO4m_MOSAIC_II    54449.165300   R4m         1.3823000000   0.4917000000   0.4917000000
wdd8.071217_0411.063_8.diff.fits_CTIO4m_MOSAIC_II    54451.175900   R4m         2.3735000000   0.9595000000   0.9595000000
wdd8.071219_0411.079_8.diff.fits_CTIO4m_MOSAIC_II    54453.175300   R4m         1.4081000000   1.4058000000   1.4058000000
wdd8.071230_0357.080_8.diff.fits_CTIO4m_MOSAIC_II    54464.166100   R4m         1.2304000000   0.5892000000   0.5892000000
wdd8.080104_0259.1032_8.diff.fits_CTIO4m_MOSAIC_II   54469.125800   R4m         0.5093000000   0.3541000000   0.3541000000
wdd8.080107_0427.1095_8.diff.fits_CTIO4m_MOSAIC_II   54472.187300   R4m         0.6120000000   0.6683000000   0.6683000000
