#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        n258 164.516104193 -61.0170827022    0.02257     0.5190     0.5181    02:06:42.346   -04:22:36.982
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py n258.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53525 --zeroMJDmin=53900
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:20 EDT
# Redshift information 
#       zgal   =     0.5190 
#       zsn    =     0.5250 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc5.040918_0349.020_4.diff.fits_CTIO4m_MOSAIC_II    53266.160400   R4m         0.4257000000   0.8779000000   0.8779000000
wcc5.041005_0436.1067_4.diff.fits_CTIO4m_MOSAIC_II   53283.192900   R4m         1.0564000000   0.8428000000   0.8428000000
wcc5.041011_0208.1066_4.diff.fits_CTIO4m_MOSAIC_II   53289.090400   R4m         1.1458000000   0.8515000000   0.8515000000
wcc5.041015_0144.192_4.diff.fits_CTIO4m_MOSAIC_II    53293.073800   R4m         0.8408000000   0.7829000000   0.7829000000
wcc5.041019_0220.050_4.diff.fits_CTIO4m_MOSAIC_II    53297.098700   R4m         0.5355000000   0.6721000000   0.6721000000
wcc5.041106_0234.046_4.diff.fits_CTIO4m_MOSAIC_II    53315.108500   R4m         0.9670000000   0.5035000000   0.5035000000
wcc5.041114_0248.068_4.diff.fits_CTIO4m_MOSAIC_II    53323.120600   R4m         0.1818000000   0.6520000000   0.6520000000
wcc5.041118_0402.042_4.diff.fits_CTIO4m_MOSAIC_II    53327.169700   R4m         0.7263000000   0.9210000000   0.9210000000
wcc5.041120_0140.072_4.diff.fits_CTIO4m_MOSAIC_II    53329.071200   R4m        -1.4669000000   0.5972000000   0.5972000000
wcc5.041203_0245.074_4.diff.fits_CTIO4m_MOSAIC_II    53342.116200   R4m        -0.0396000000   0.3962000000   0.3962000000
wcc5.041207_0236.070_4.diff.fits_CTIO4m_MOSAIC_II    53346.110000   R4m        -0.1763000000   0.5037000000   0.5037000000
wcc5.041211_0208.069_4.diff.fits_CTIO4m_MOSAIC_II    53350.090300   R4m         0.0591000000   0.5143000000   0.5143000000
wcc5.041215_0200.069_4.diff.fits_CTIO4m_MOSAIC_II    53354.085000   R4m         0.1650000000   0.3713000000   0.3713000000
wcc5.050113_0112.060_4.diff.fits_CTIO4m_MOSAIC_II    53383.051600   R4m        -0.0735000000   0.4545000000   0.4545000000
wcc5.050117_0115.060_4.diff.fits_CTIO4m_MOSAIC_II    53387.053100   R4m         0.0345000000   1.2810000000   1.2810000000
wcc5.050926_0250.089_4.diff.fits_CTIO4m_MOSAIC_II    53639.118700   R4m         0.6014000000   0.5893000000   0.5893000000
wcc5.050930_0259.083_4.diff.fits_CTIO4m_MOSAIC_II    53643.125700   R4m         1.4461000000   1.1193000000   1.1193000000
wcc5.051006_0238.082_4.diff.fits_CTIO4m_MOSAIC_II    53649.110700   R4m         1.0865000000   1.1880000000   1.1880000000
wcc5.051009_0207.068_4.diff.fits_CTIO4m_MOSAIC_II    53652.089300   R4m         1.1075000000   0.8728000000   0.8728000000
wcc5.051011_0214.082_4.diff.fits_CTIO4m_MOSAIC_II    53654.093900   R4m         1.1601000000   0.6659000000   0.6659000000
wcc5.051108_0225.069_4.diff.fits_CTIO4m_MOSAIC_II    53682.102000   R4m         2.5550000000   0.8715000000   0.8715000000
wcc5.051122_0239.066_4.diff.fits_CTIO4m_MOSAIC_II    53696.111700   R4m         8.9780000000   0.3293000000   0.3293000000
wcc5.051126_0526.277_4.diff.fits_CTIO4m_MOSAIC_II    53700.227600   R4m         8.3529000000   0.4440000000   0.4440000000
wcc5.051128_0322.075_4.diff.fits_CTIO4m_MOSAIC_II    53702.141900   R4m         8.3891000000   0.3430000000   0.3430000000
wcc5.051202_0247.076_4.diff.fits_CTIO4m_MOSAIC_II    53706.117000   R4m        10.0033000000   0.3506000000   0.3506000000
wcc5.051204_0258.031_4.diff.fits_CTIO4m_MOSAIC_II    53708.125400   R4m         5.9449000000   0.4152000000   0.4152000000
wcc5.051208_0305.072_4.diff.fits_CTIO4m_MOSAIC_II    53712.130300   R4m         4.6968000000   0.4570000000   0.4570000000
wcc5.051210_0103.050_4.diff.fits_CTIO4m_MOSAIC_II    53714.045400   R4m         3.8930000000   0.8022000000   0.8022000000
wcc5.051224_0121.057_4.diff.fits_CTIO4m_MOSAIC_II    53728.057000   R4m         1.7873000000   0.5105000000   0.5105000000
wcc5.051227_0127.048_4.diff.fits_CTIO4m_MOSAIC_II    53731.063300   R4m         1.8201000000   0.4739000000   0.4739000000
wcc5.051229_0143.082_4.diff.fits_CTIO4m_MOSAIC_II    53733.073000   R4m         1.3081000000   0.4082000000   0.4082000000
wcc5.051231_0159.067_4.diff.fits_CTIO4m_MOSAIC_II    53735.083900   R4m         1.1303000000   0.4043000000   0.4043000000
wcc5.060914_0737.015_4.diff.fits_CTIO4m_MOSAIC_II    53992.318500   R4m         0.9938000000   1.2478000000   1.2478000000
wcc5.060916_0707.145_4.diff.fits_CTIO4m_MOSAIC_II    53994.298100   R4m        -0.5750000000   0.3594000000   0.3594000000
wcc5.060925_0649.393_4.diff.fits_CTIO4m_MOSAIC_II    54003.285400   R4m         0.8857000000   0.6995000000   0.6995000000
wcc5.061013_0620.105_4.diff.fits_CTIO4m_MOSAIC_II    54021.265300   R4m        -0.0146000000   1.0039000000   1.0039000000
wcc5.061015_0829.280_4.diff.fits_CTIO4m_MOSAIC_II    54023.354600   R4m        -1.3279000000   1.0078000000   1.0078000000
wcc5.061017_0624.142_4.diff.fits_CTIO4m_MOSAIC_II    54025.268300   R4m         0.4764000000   0.4642000000   0.4642000000
wcc5.061021_0650.154_4.diff.fits_CTIO4m_MOSAIC_II    54029.285800   R4m         0.4143000000   0.5969000000   0.5969000000
wcc5.061031_0645.120_4.diff.fits_CTIO4m_MOSAIC_II    54039.282800   R4m         1.4105000000   0.8178000000   0.8178000000
