#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        h342 179.87559238 -59.9300840404    0.02867     0.4210     0.4202    02:32:00.143   -08:42:23.852
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py h342.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:51 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.4210 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                 MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.020930_0250.087_9.diff.fits_CTIO4m_MOSAIC_II   52547.119300   R4m        -4.4553000000   1.8202000000   1.8202000000
wdd5.021004_0413.047_9.diff.fits_CTIO4m_MOSAIC_II   52551.177200   R4m         2.1855000000   2.0791000000   2.0791000000
wdd5.021014_0324.078_9.diff.fits_CTIO4m_MOSAIC_II   52561.142800   R4m        -1.5291000000   0.8922000000   0.8922000000
wdd5.021105_0410.072_9.diff.fits_CTIO4m_MOSAIC_II   52583.174600   R4m         0.3076000000   0.5607000000   0.5607000000
wdd5.021111_0329.075_9.diff.fits_CTIO4m_MOSAIC_II   52589.146600   R4m        -0.1962000000   0.4340000000   0.4340000000
wdd5.021115_0344.068_9.diff.fits_CTIO4m_MOSAIC_II   52593.157100   R4m        -1.0831000000   1.2955000000   1.2955000000
wdd5.021128_0408.053_9.diff.fits_CTIO4m_MOSAIC_II   52606.173300   R4m        -0.1121000000   0.3812000000   0.3812000000
wdd5.021206_0419.070_9.diff.fits_CTIO4m_MOSAIC_II   52614.181200   R4m         0.2125000000   0.5537000000   0.5537000000
wdd5.021210_0258.054_9.diff.fits_CTIO4m_MOSAIC_II   52618.125200   R4m         0.8084000000   0.6321000000   0.6321000000
wdd5.021214_0246.058_9.diff.fits_CTIO4m_MOSAIC_II   52622.116300   R4m         0.8573000000   0.7960000000   0.7960000000
wdd5.021229_0321.057_9.diff.fits_CTIO4m_MOSAIC_II   52637.141200   R4m        -0.1431000000   0.3779000000   0.3779000000
wdd5.030103_0311.054_9.sw.fits_CTIO4m_MOSAIC_II     52642.134200   R4m         0.3029000000   0.4148000000   0.4148000000
wdd5.020930_0235.081_9.diff.fits_CTIO4m_MOSAIC_II   52547.109100   I4m         0.8875000000   4.0552000000   4.0552000000
wdd5.020930_0303.090_9.diff.fits_CTIO4m_MOSAIC_II   52547.128000   I4m         0.9208000000   2.0669000000   2.0669000000
wdd5.021105_0416.073_9.diff.fits_CTIO4m_MOSAIC_II   52583.179200   I4m        -1.1947000000   1.0178000000   1.0178000000
wdd5.021111_0336.076_9.diff.fits_CTIO4m_MOSAIC_II   52589.151300   I4m        -0.3470000000   0.7139000000   0.7139000000
wdd5.021115_0351.069_9.diff.fits_CTIO4m_MOSAIC_II   52593.161700   I4m         2.8468000000   1.5386000000   1.5386000000
wdd5.021115_0401.070_9.diff.fits_CTIO4m_MOSAIC_II   52593.168700   I4m         1.0057000000   1.5686000000   1.5686000000
wdd5.021128_0414.054_9.diff.fits_CTIO4m_MOSAIC_II   52606.178000   I4m        -0.2633000000   0.6064000000   0.6064000000
wdd5.021206_0424.071_9.diff.fits_CTIO4m_MOSAIC_II   52614.185100   I4m         0.9204000000   0.8427000000   0.8427000000
wdd5.021210_0305.055_9.diff.fits_CTIO4m_MOSAIC_II   52618.129800   I4m         0.5008000000   0.8444000000   0.8444000000
wdd5.021214_0253.059_9.diff.fits_CTIO4m_MOSAIC_II   52622.121100   I4m         2.6461000000   1.6149000000   1.6149000000
wdd5.021229_0328.058_9.diff.fits_CTIO4m_MOSAIC_II   52637.145900   I4m        -2.5581000000   1.0108000000   1.0108000000
wdd5.021229_0337.059_9.diff.fits_CTIO4m_MOSAIC_II   52637.151100   I4m         0.0688000000   0.7435000000   0.7435000000
wdd5.061230_0329.132_9.sw.fits_CTIO4m_MOSAIC_II     54099.146300   I4m         0.2811000000   2.7919000000   2.7919000000
