#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        q002 163.026947756 -60.6436283124    0.02326     0.3470     0.3461    02:05:12.945   -03:39:00.723
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py q002.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:37 EDT
# Redshift information 
#       zgal   =     0.3470 
#       zsn    =     0.3500 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband             Flux     Fluxerr_lo     Fluxerr_hi
wcc3.050928_0256.093_6.diff.fits_CTIO4m_MOSAIC_II    53641.123200   R4m         -1.2367000000   0.7756000000   0.7756000000
wcc3.051006_0248.084_6.diff.fits_CTIO4m_MOSAIC_II    53649.117900   R4m         -1.4209000000   1.0240000000   1.0240000000
wcc3.051124_0227.068_6.diff.fits_CTIO4m_MOSAIC_II    53698.103900   R4m         -0.4006000000   0.7731000000   0.7731000000
wcc3.051130_0256.072_6.diff.fits_CTIO4m_MOSAIC_II    53704.123800   R4m         -0.6563000000   0.4638000000   0.4638000000
wcc3.051224_0226.067_6.diff.fits_CTIO4m_MOSAIC_II    53728.103200   R4m         -0.0427000000   0.8563000000   0.8563000000
wcc3.051229_0255.092_6.diff.fits_CTIO4m_MOSAIC_II    53733.123300   R4m         -0.3347000000   0.5496000000   0.5496000000
wcc3.051231_0145.065_6.diff.fits_CTIO4m_MOSAIC_II    53735.074500   R4m         -1.1834000000   0.5103000000   0.5103000000
wcc3.060103_0145.069_6.diff.fits_CTIO4m_MOSAIC_II    53738.074500   R4m         -0.1466000000   0.5807000000   0.5807000000
wcc3.060916_0656.143_6.diff.fits_CTIO4m_MOSAIC_II    53994.290900   R4m          8.4645000000   0.5092000000   0.5092000000
wcc3.060925_0639.391_6.diff.fits_CTIO4m_MOSAIC_II    54003.278500   R4m         10.5113000000   0.8352000000   0.8352000000
wcc3.060928_0607.440_6.diff.fits_CTIO4m_MOSAIC_II    54006.256400   R4m         11.1690000000   0.6598000000   0.6598000000
wcc3.061013_0821.123_6.diff.fits_CTIO4m_MOSAIC_II    54021.349200   R4m          5.5462000000   1.0724000000   1.0724000000
wcc3.061015_0633.264_6.diff.fits_CTIO4m_MOSAIC_II    54023.274100   R4m          4.4147000000   0.6374000000   0.6374000000
wcc3.061019_0709.116_6.diff.fits_CTIO4m_MOSAIC_II    54027.299200   R4m          1.7400000000   0.6702000000   0.6702000000
wcc3.061023_0730.149_6.diff.fits_CTIO4m_MOSAIC_II    54031.313700   R4m          1.2798000000   0.6221000000   0.6221000000
wcc3.061029_0704.114_6.diff.fits_CTIO4m_MOSAIC_II    54037.295700   R4m          3.1214000000   0.8264000000   0.8264000000
wcc3.061031_0640.119_6.diff.fits_CTIO4m_MOSAIC_II    54039.279300   R4m          0.4817000000   0.9159000000   0.9159000000
wcc3.061114_0213.093_6.diff.fits_CTIO4m_MOSAIC_II    54053.093600   R4m          1.6447000000   0.5641000000   0.5641000000
