#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        b013 179.507511424 -59.9845611133    0.03112     0.4270     0.4262    02:31:20.745   -08:36:13.414
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py b013.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29   --zeroMJDmin=52800 --fwhmlimit=7.5
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:10 EDT
# Redshift information 
#       zgal   =     0.4270 
#       zsn    =     0.4270 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.021008_0226.088_10.diff.fits_CTIO4m_MOSAIC_II    52555.102600   R4m        -0.5586000000   1.1360000000   1.1360000000
wdd5.021008_0255.044_10.diff.fits_CTIO4m_MOSAIC_II    52555.123200   R4m        -0.7951000000   0.7965000000   0.7965000000
wdd5.021012_0242.074_10.diff.fits_CTIO4m_MOSAIC_II    52559.113500   R4m         0.1025000000   1.0670000000   1.0670000000
wdd5.021014_0324.078_10.diff.fits_CTIO4m_MOSAIC_II    52561.142800   R4m        -0.5095000000   0.8376000000   0.8376000000
wdd5.021105_0410.072_10.diff.fits_CTIO4m_MOSAIC_II    52583.174600   R4m        12.9288000000   0.5017000000   0.5017000000
wdd5.021111_0329.075_10.diff.fits_CTIO4m_MOSAIC_II    52589.146600   R4m        13.9040000000   0.3446000000   0.3446000000
wdd5.021115_0344.068_10.diff.fits_CTIO4m_MOSAIC_II    52593.157100   R4m        13.6587000000   0.9811000000   0.9811000000
wdd5.021128_0408.053_10.diff.fits_CTIO4m_MOSAIC_II    52606.173300   R4m         6.9794000000   0.3460000000   0.3460000000
wdd5.021206_0419.070_10.diff.fits_CTIO4m_MOSAIC_II    52614.181200   R4m         4.0879000000   0.4384000000   0.4384000000
wdd5.021210_0258.054_10.diff.fits_CTIO4m_MOSAIC_II    52618.125200   R4m         3.0214000000   0.6029000000   0.6029000000
wdd5.021214_0246.058_10.diff.fits_CTIO4m_MOSAIC_II    52622.116300   R4m         2.1714000000   0.7859000000   0.7859000000
wdd5.021216_0311.057_10.diff.fits_CTIO4m_MOSAIC_II    52624.133900   R4m         2.6927000000   1.1386000000   1.1386000000
wdd5.021229_0321.057_10.diff.fits_CTIO4m_MOSAIC_II    52637.141200   R4m         1.0919000000   0.3401000000   0.3401000000
wdd5.030103_0311.054_10.diff.fits_CTIO4m_MOSAIC_II    52642.134200   R4m         1.2124000000   0.3035000000   0.3035000000
wdd5.031019_0429.073_10.diff.fits_CTIO4m_MOSAIC_II    52931.188500   R4m         0.5425000000   0.3265000000   0.3265000000
wdd5.031024_0331.070_10.diff.fits_CTIO4m_MOSAIC_II    52936.148300   R4m         0.7824000000   0.5482000000   0.5482000000
wdd5.031030_0337.094_10.diff.fits_CTIO4m_MOSAIC_II    52942.152100   R4m         0.2826000000   0.4768000000   0.4768000000
wdd5.031101_0246.059_10.diff.fits_CTIO4m_MOSAIC_II    52944.116300   R4m        -0.0473000000   0.5581000000   0.5581000000
wdd5.031117_0351.069_10.diff.fits_CTIO4m_MOSAIC_II    52960.161900   R4m        -0.2952000000   0.7093000000   0.7093000000
wdd5.031121_0357.082_10.diff.fits_CTIO4m_MOSAIC_II    52964.165900   R4m         0.5744000000   0.6322000000   0.6322000000
wdd5.031125_0349.077_10.diff.fits_CTIO4m_MOSAIC_II    52968.160200   R4m         0.4532000000   0.7470000000   0.7470000000
wdd5.031127_0354.196_10.diff.fits_CTIO4m_MOSAIC_II    52970.163900   R4m        -0.2522000000   0.4061000000   0.4061000000
wdd5.031127_0410.186_10.diff.fits_CTIO4m_MOSAIC_II    52970.174300   R4m        -0.1746000000   0.3326000000   0.3326000000
wdd5.031129_0356.306_10.diff.fits_CTIO4m_MOSAIC_II    52972.165700   R4m         0.2802000000   0.3891000000   0.3891000000
wdd5.031201_0234.055_10.diff.fits_CTIO4m_MOSAIC_II    52974.108300   R4m         0.5155000000   0.4213000000   0.4213000000
