#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        s370 178.144703672 -59.8385071624    0.03015     0.4400     0.4392    02:29:56.534   -07:59:50.850
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py s370.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:23 EDT
# Redshift information 
#       zgal   =     0.4400 
#       zsn    =     0.4390 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd2.050928_0351.101_2.diff.fits_CTIO4m_MOSAIC_II    53641.161500   R4m         0.2392000000   0.5767000000   0.5767000000
wdd2.051002_0424.073_2.diff.fits_CTIO4m_MOSAIC_II    53645.184800   R4m        -3.1575000000   1.7413000000   1.7413000000
wdd2.051006_0358.094_2.diff.fits_CTIO4m_MOSAIC_II    53649.166500   R4m         0.0417000000   0.7580000000   0.7580000000
wdd2.051108_0347.084_2.diff.fits_CTIO4m_MOSAIC_II    53682.159200   R4m        -0.4632000000   0.7919000000   0.7919000000
wdd2.051124_0325.076_2.diff.fits_CTIO4m_MOSAIC_II    53698.143700   R4m        -1.0471000000   0.9228000000   0.9228000000
wdd2.051130_0351.080_2.diff.fits_CTIO4m_MOSAIC_II    53704.161500   R4m        -0.3279000000   0.3563000000   0.3563000000
wdd2.060916_0832.158_2.diff.fits_CTIO4m_MOSAIC_II    53994.356700   R4m         0.7273000000   1.3192000000   1.3192000000
wdd2.060925_0815.405_2.diff.fits_CTIO4m_MOSAIC_II    54003.345500   R4m        -0.5528000000   0.6617000000   0.6617000000
wdd2.060928_0906.451_2.diff.fits_CTIO4m_MOSAIC_II    54006.380700   R4m         1.5143000000   2.1883000000   2.1883000000
wdd2.061013_0843.127_2.diff.fits_CTIO4m_MOSAIC_II    54021.364300   R4m        -0.8738000000   1.2743000000   1.2743000000
wdd2.061015_0742.274_2.diff.fits_CTIO4m_MOSAIC_II    54023.322200   R4m         1.7498000000   0.7726000000   0.7726000000
wdd2.061019_0842.130_2.diff.fits_CTIO4m_MOSAIC_II    54027.363600   R4m         0.4697000000   0.7965000000   0.7965000000
wdd2.061023_0843.159_2.diff.fits_CTIO4m_MOSAIC_II    54031.364300   R4m         0.2195000000   0.8038000000   0.8038000000
wdd2.061031_0739.129_2.diff.fits_CTIO4m_MOSAIC_II    54039.320100   R4m         2.1366000000   0.9562000000   0.9562000000
wdd2.061118_0631.092_2.diff.fits_CTIO4m_MOSAIC_II    54057.272500   R4m         1.1841000000   1.1093000000   1.1093000000
wdd2.061130_0640.079_2.diff.fits_CTIO4m_MOSAIC_II    54069.279100   R4m        -0.1110000000   0.6633000000   0.6633000000
wdd2.061215_0337.093_2.diff.fits_CTIO4m_MOSAIC_II    54084.152200   R4m         9.6925000000   1.1771000000   1.1771000000
wdd2.061219_0348.080_2.diff.fits_CTIO4m_MOSAIC_II    54088.159600   R4m        11.5820000000   0.5494000000   0.5494000000
wdd2.061223_0350.074_2.diff.fits_CTIO4m_MOSAIC_II    54092.161100   R4m        13.6420000000   0.3980000000   0.3980000000
wdd2.061225_0405.262_2.diff.fits_CTIO4m_MOSAIC_II    54094.173200   R4m        14.5148000000   0.4842000000   0.4842000000
wdd2.061226_0340.403_2.diff.fits_CTIO4m_MOSAIC_II    54095.155800   R4m        13.1332000000   0.7861000000   0.7861000000
wdd2.061227_0409.034_2.diff.fits_CTIO4m_MOSAIC_II    54096.174100   R4m        15.6696000000   0.9768000000   0.9768000000
wdd2.061229_0420.027_2.diff.fits_CTIO4m_MOSAIC_II    54098.181600   R4m        12.6070000000   2.2535000000   2.2535000000
wdd2.061230_0314.129_2.diff.fits_CTIO4m_MOSAIC_II    54099.137600   R4m        11.2242000000   2.6799000000   2.6799000000
wdd2.070111_0347.077_2.diff.fits_CTIO4m_MOSAIC_II    54111.159000   R4m         9.3580000000   0.6535000000   0.6535000000
wdd2.070113_0317.122_2.diff.fits_CTIO4m_MOSAIC_II    54113.138200   R4m         8.0621000000   0.5318000000   0.5318000000
wdd2.070908_0815.069_2.diff.fits_CTIO4m_MOSAIC_II    54351.345200   R4m         0.2012000000   0.5697000000   0.5697000000
wdd2.070911_0845.069_2.diff.fits_CTIO4m_MOSAIC_II    54354.365800   R4m         0.6258000000   0.5499000000   0.5499000000
wdd2.070917_0757.050_2.diff.fits_CTIO4m_MOSAIC_II    54360.332600   R4m         0.5953000000   0.8657000000   0.8657000000
wdd2.070920_0923.063_2.diff.fits_CTIO4m_MOSAIC_II    54363.392200   R4m        -0.7609000000   0.6796000000   0.6796000000
wdd2.071004_0801.059_2.diff.fits_CTIO4m_MOSAIC_II    54377.335300   R4m         0.9622000000   0.6652000000   0.6652000000
wdd2.071010_0914.064_2.diff.fits_CTIO4m_MOSAIC_II    54383.386000   R4m         0.2282000000   1.3208000000   1.3208000000
wdd2.071016_0716.051_2.diff.fits_CTIO4m_MOSAIC_II    54389.304200   R4m        -0.0516000000   0.9437000000   0.9437000000
wdd2.071020_0723.064_2.diff.fits_CTIO4m_MOSAIC_II    54393.309300   R4m        -1.1605000000   0.4558000000   0.4558000000
wdd2.071103_0709.021_2.diff.fits_CTIO4m_MOSAIC_II    54407.299500   R4m        -0.0081000000   0.9800000000   0.9800000000
wdd2.071107_0723.074_2.diff.fits_CTIO4m_MOSAIC_II    54411.309400   R4m         0.1922000000   0.4646000000   0.4646000000
wdd2.071113_0403.029_2.diff.fits_CTIO4m_MOSAIC_II    54417.170500   R4m         0.5084000000   0.3506000000   0.3506000000
wdd2.071117_0333.074_2.diff.fits_CTIO4m_MOSAIC_II    54421.149500   R4m        -0.0743000000   0.4071000000   0.4071000000
wdd2.071119_0718.104_2.diff.fits_CTIO4m_MOSAIC_II    54423.305700   R4m        -0.5802000000   0.8420000000   0.8420000000
wdd2.071203_0516.102_2.diff.fits_CTIO4m_MOSAIC_II    54437.220300   R4m         0.7280000000   0.6613000000   0.6613000000
