#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        z205 180.112049523 -60.5569181099    0.03042     0.4060     0.4052    02:30:23.642   -09:12:20.022
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py z205.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:57:13 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.4060 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd8.060914_0819.023_2.diff.fits_CTIO4m_MOSAIC_II    53992.347600   R4m         1.5329000000   0.9049000000   0.9049000000
wdd8.060916_0911.162_2.diff.fits_CTIO4m_MOSAIC_II    53994.384200   R4m        -0.2467000000   0.5492000000   0.5492000000
wdd8.060925_0836.409_2.diff.fits_CTIO4m_MOSAIC_II    54003.359700   R4m         0.9448000000   0.7501000000   0.7501000000
wdd8.060928_0922.454_2.diff.fits_CTIO4m_MOSAIC_II    54006.391700   R4m         0.7780000000   0.5909000000   0.5909000000
wdd8.061013_0726.115_2.diff.fits_CTIO4m_MOSAIC_II    54021.311000   R4m         3.2922000000   1.1896000000   1.1896000000
wdd8.061015_0904.286_2.diff.fits_CTIO4m_MOSAIC_II    54023.378900   R4m         1.1356000000   1.2770000000   1.2770000000
wdd8.061017_0747.155_2.diff.fits_CTIO4m_MOSAIC_II    54025.325800   R4m        -1.7578000000   1.8502000000   1.8502000000
wdd8.061021_0844.170_2.diff.fits_CTIO4m_MOSAIC_II    54029.365400   R4m         0.3402000000   0.6718000000   0.6718000000
wdd8.061023_0810.155_2.diff.fits_CTIO4m_MOSAIC_II    54031.341600   R4m         0.0622000000   0.5280000000   0.5280000000
wdd8.061025_0805.141_2.diff.fits_CTIO4m_MOSAIC_II    54033.338000   R4m        -1.6325000000   1.2088000000   1.2088000000
wdd8.061029_0821.126_2.diff.fits_CTIO4m_MOSAIC_II    54037.349200   R4m         0.0162000000   0.7402000000   0.7402000000
wdd8.061031_0744.130_2.diff.fits_CTIO4m_MOSAIC_II    54039.323900   R4m        -1.3691000000   0.9651000000   0.9651000000
wdd8.061112_0337.086_2.diff.fits_CTIO4m_MOSAIC_II    54051.152300   R4m         0.6453000000   0.5669000000   0.5669000000
wdd8.061116_0629.110_2.diff.fits_CTIO4m_MOSAIC_II    54055.271600   R4m        -2.1595000000   0.9683000000   0.9683000000
wdd8.061120_0655.116_2.diff.fits_CTIO4m_MOSAIC_II    54059.289500   R4m        -0.7606000000   0.7160000000   0.7160000000
wdd8.061124_0734.129_2.diff.fits_CTIO4m_MOSAIC_II    54063.316800   R4m         0.2810000000   0.6318000000   0.6318000000
wdd8.061130_0700.083_2.diff.fits_CTIO4m_MOSAIC_II    54069.293300   R4m         0.6549000000   0.7002000000   0.7002000000
wdd8.061213_0343.102_2.diff.fits_CTIO4m_MOSAIC_II    54082.156300   R4m        -1.6769000000   0.6624000000   0.6624000000
wdd8.061217_0324.116_2.diff.fits_CTIO4m_MOSAIC_II    54086.143200   R4m        -1.1318000000   0.5732000000   0.5732000000
wdd8.061227_0404.033_2.diff.fits_CTIO4m_MOSAIC_II    54096.170600   R4m        -0.7732000000   1.0091000000   1.0091000000
wdd8.061229_0415.026_2.diff.fits_CTIO4m_MOSAIC_II    54098.178100   R4m         1.2709000000   2.1786000000   2.1786000000
wdd8.061230_0250.123_2.diff.fits_CTIO4m_MOSAIC_II    54099.119600   R4m         3.0561000000   2.1740000000   2.1740000000
wdd8.070114_0338.136_2.diff.fits_CTIO4m_MOSAIC_II    54114.153100   R4m         0.7762000000   0.8985000000   0.8985000000
wdd8.070908_0839.073_2.diff.fits_CTIO4m_MOSAIC_II    54351.362000   R4m        -0.1696000000   0.5990000000   0.5990000000
wdd8.070911_0906.073_2.diff.fits_CTIO4m_MOSAIC_II    54354.380300   R4m        -0.3081000000   0.4911000000   0.4911000000
wdd8.070917_0820.054_2.diff.fits_CTIO4m_MOSAIC_II    54360.348300   R4m        -0.7309000000   0.5600000000   0.5600000000
wdd8.071008_0750.064_2.diff.fits_CTIO4m_MOSAIC_II    54381.328200   R4m        -1.1742000000   0.6086000000   0.6086000000
wdd8.071010_0812.058_2.diff.fits_CTIO4m_MOSAIC_II    54383.343300   R4m         0.0299000000   0.4569000000   0.4569000000
wdd8.071012_0821.083_2.diff.fits_CTIO4m_MOSAIC_II    54385.349600   R4m        -0.4544000000   0.8466000000   0.8466000000
wdd8.071014_0806.057_2.diff.fits_CTIO4m_MOSAIC_II    54387.338700   R4m         0.7152000000   0.5569000000   0.5569000000
wdd8.071016_0728.053_2.diff.fits_CTIO4m_MOSAIC_II    54389.312500   R4m        -1.4020000000   0.9966000000   0.9966000000
wdd8.071018_0616.052_2.diff.fits_CTIO4m_MOSAIC_II    54391.262500   R4m        -0.3994000000   0.5807000000   0.5807000000
wdd8.071018_0841.072_2.diff.fits_CTIO4m_MOSAIC_II    54391.363400   R4m        -1.3688000000   0.5120000000   0.5120000000
wdd8.071020_0734.066_2.diff.fits_CTIO4m_MOSAIC_II    54393.317200   R4m        -0.1492000000   0.4747000000   0.4747000000
wdd8.071103_0755.027_2.diff.fits_CTIO4m_MOSAIC_II    54407.331100   R4m        -0.4830000000   1.0990000000   1.0990000000
wdd8.071105_0731.069_2.diff.fits_CTIO4m_MOSAIC_II    54409.314400   R4m         0.1333000000   0.5086000000   0.5086000000
wdd8.071107_0823.082_2.diff.fits_CTIO4m_MOSAIC_II    54411.350500   R4m         0.1056000000   0.6939000000   0.6939000000
wdd8.071109_0350.086_2.diff.fits_CTIO4m_MOSAIC_II    54413.161300   R4m        -1.4175000000   0.6893000000   0.6893000000
wdd8.071111_0330.060_2.diff.fits_CTIO4m_MOSAIC_II    54415.147000   R4m         0.8087000000   0.4109000000   0.4109000000
wdd8.071113_0419.032_2.diff.fits_CTIO4m_MOSAIC_II    54417.181000   R4m        -0.4553000000   0.3636000000   0.3636000000
wdd8.071115_0345.089_2.diff.fits_CTIO4m_MOSAIC_II    54419.158600   R4m        -0.1798000000   0.3602000000   0.3602000000
wdd8.071117_0312.070_2.diff.fits_CTIO4m_MOSAIC_II    54421.134900   R4m         0.2299000000   0.4887000000   0.4887000000
wdd8.071119_0658.100_2.diff.fits_CTIO4m_MOSAIC_II    54423.291600   R4m        -0.7777000000   0.6477000000   0.6477000000
