#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        n322 179.411874468 -60.7116645307    0.02713     0.7700     0.7692    02:29:00.487   -09:02:52.992
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py n322.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53525 --zeroMJDmin=53900
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:24 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.7700 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd9.030928_0424.070_12.diff.fits_CTIO4m_MOSAIC_II    52910.183800   R4m         0.6774000000   0.6230000000   0.6230000000
wdd9.031019_0335.065_12.diff.fits_CTIO4m_MOSAIC_II    52931.150900   R4m        -0.0519000000   0.3423000000   0.3423000000
wdd9.031022_0318.069_12.diff.fits_CTIO4m_MOSAIC_II    52934.138700   R4m         0.4902000000   0.5788000000   0.5788000000
wdd9.031028_0354.054_12.diff.fits_CTIO4m_MOSAIC_II    52940.164200   R4m        -0.2017000000   0.3813000000   0.3813000000
wdd9.031101_0301.062_12.diff.fits_CTIO4m_MOSAIC_II    52944.127200   R4m        -0.2755000000   0.7398000000   0.7398000000
wdd9.031115_0341.062_12.diff.fits_CTIO4m_MOSAIC_II    52958.154600   R4m        -0.3144000000   0.8006000000   0.8006000000
wdd9.031119_0352.071_12.diff.fits_CTIO4m_MOSAIC_II    52962.162700   R4m         0.4257000000   0.5653000000   0.5653000000
wdd9.031123_0402.071_12.diff.fits_CTIO4m_MOSAIC_II    52966.169800   R4m        -0.3497000000   0.5720000000   0.5720000000
wdd9.031129_0407.308_12.diff.fits_CTIO4m_MOSAIC_II    52972.173000   R4m         0.1487000000   0.4422000000   0.4422000000
wdd9.031201_0244.057_12.diff.fits_CTIO4m_MOSAIC_II    52974.115200   R4m         0.1773000000   0.4655000000   0.4655000000
