#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        k430 134.667295551 -61.7461076781    0.02719     0.5760     0.5749    01:13:32.382   +00:37:15.455
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py k430.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:57 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.5760 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb1.031020_0055.028_2.diff.fits_CTIO4m_MOSAIC_II    52932.040200   R4m         0.7455000000   0.4920000000   0.4920000000
wbb1.031024_0107.051_2.diff.fits_CTIO4m_MOSAIC_II    52936.048500   R4m         1.8946000000   1.4278000000   1.4278000000
wbb1.031030_0112.072_2.diff.fits_CTIO4m_MOSAIC_II    52942.052300   R4m         0.1587000000   0.5902000000   0.5902000000
wbb1.031117_0143.050_2.diff.fits_CTIO4m_MOSAIC_II    52960.073400   R4m        -0.2457000000   0.6983000000   0.6983000000
wbb1.031121_0149.063_2.diff.fits_CTIO4m_MOSAIC_II    52964.077800   R4m        -0.5623000000   0.4748000000   0.4748000000
wbb1.031125_0031.049_2.diff.fits_CTIO4m_MOSAIC_II    52968.022700   R4m         0.0877000000   0.5838000000   0.5838000000
wbb1.031215_0151.047_2.diff.fits_CTIO4m_MOSAIC_II    52988.079000   R4m        -0.2779000000   0.4522000000   0.4522000000
wbb1.040920_0204.025_2.diff.fits_CTIO4m_MOSAIC_II    53268.088400   R4m         0.7778000000   0.9479000000   0.9479000000
wbb1.041009_0105.1053_2.diff.fits_CTIO4m_MOSAIC_II   53287.046300   R4m        -0.6303000000   0.9262000000   0.9262000000
wbb1.041013_0101.041_2.diff.fits_CTIO4m_MOSAIC_II    53291.044400   R4m        -1.2684000000   1.1324000000   1.1324000000
wbb1.041017_0100.1042_2.diff.fits_CTIO4m_MOSAIC_II   53295.043400   R4m         0.0680000000   0.6520000000   0.6520000000
wbb1.041021_0115.057_2.diff.fits_CTIO4m_MOSAIC_II    53299.053800   R4m         0.0950000000   0.5894000000   0.5894000000
wbb1.041023_0124.050_2.diff.fits_CTIO4m_MOSAIC_II    53301.060500   R4m         0.2323000000   1.1880000000   1.1880000000
wbb1.041112_0117.165_2.diff.fits_CTIO4m_MOSAIC_II    53321.055200   R4m        -0.6877000000   0.4866000000   0.4866000000
