#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        q106 179.273255509 -60.2321627505    0.03976     0.4750     0.4742    02:30:16.911   -08:40:47.345
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py q106.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:50 EDT
# Redshift information 
#       zgal   =     0.4750 
#       zsn    =     0.4770 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                 MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd5.051002_0429.074_1.diff.fits_CTIO4m_MOSAIC_II   53645.189600   R4m         1.1391000000   1.1841000000   1.1841000000
wdd5.051108_0352.085_1.diff.fits_CTIO4m_MOSAIC_II   53682.162700   R4m         0.3444000000   0.9731000000   0.9731000000
wdd5.051124_0330.077_1.diff.fits_CTIO4m_MOSAIC_II   53698.147200   R4m        -0.4404000000   0.7615000000   0.7615000000
wdd5.051130_0356.081_1.diff.fits_CTIO4m_MOSAIC_II   53704.165000   R4m        -0.1280000000   0.3454000000   0.3454000000
wdd5.060916_0853.159_1.diff.fits_CTIO4m_MOSAIC_II   53994.371300   R4m         0.7081000000   0.1918000000   0.1918000000
wdd5.060925_0821.406_1.diff.fits_CTIO4m_MOSAIC_II   54003.348900   R4m         0.7079000000   0.6730000000   0.6730000000
wdd5.060928_0829.462_1.diff.fits_CTIO4m_MOSAIC_II   54006.355600   R4m         0.3512000000   0.4391000000   0.4391000000
wdd5.061015_0747.275_1.diff.fits_CTIO4m_MOSAIC_II   54023.325900   R4m         7.4938000000   0.6577000000   0.6577000000
wdd5.061019_0847.131_1.diff.fits_CTIO4m_MOSAIC_II   54027.367100   R4m        10.4907000000   0.7741000000   0.7741000000
wdd5.061023_0800.153_1.diff.fits_CTIO4m_MOSAIC_II   54031.334600   R4m        11.8771000000   0.5890000000   0.5890000000
wdd5.061029_0809.124_1.diff.fits_CTIO4m_MOSAIC_II   54037.342100   R4m        12.9511000000   0.8044000000   0.8044000000
wdd5.061031_0734.128_1.diff.fits_CTIO4m_MOSAIC_II   54039.316600   R4m        14.7126000000   0.8396000000   0.8396000000
wdd5.061114_0335.107_1.diff.fits_CTIO4m_MOSAIC_II   54053.150700   R4m         7.4652000000   0.3777000000   0.3777000000
wdd5.061116_0713.116_1.diff.fits_CTIO4m_MOSAIC_II   54055.302200   R4m         5.6972000000   1.0104000000   1.0104000000
wdd5.061118_0636.093_1.diff.fits_CTIO4m_MOSAIC_II   54057.276000   R4m         5.7604000000   0.9276000000   0.9276000000
wdd5.061124_0729.128_1.diff.fits_CTIO4m_MOSAIC_II   54063.313200   R4m         4.1999000000   0.6124000000   0.6124000000
wdd5.061130_0645.080_1.diff.fits_CTIO4m_MOSAIC_II   54069.282600   R4m         2.6823000000   0.6330000000   0.6330000000
wdd5.061215_0342.094_1.diff.fits_CTIO4m_MOSAIC_II   54084.155700   R4m         2.3343000000   1.3980000000   1.3980000000
wdd5.061217_0340.119_1.diff.fits_CTIO4m_MOSAIC_II   54086.154200   R4m         2.8108000000   0.7053000000   0.7053000000
wdd5.061219_0353.081_1.diff.fits_CTIO4m_MOSAIC_II   54088.163100   R4m         1.9231000000   0.5097000000   0.5097000000
wdd5.061226_0351.405_1.diff.fits_CTIO4m_MOSAIC_II   54095.161900   R4m         0.0598000000   0.6469000000   0.6469000000
wdd5.061229_0425.028_1.diff.fits_CTIO4m_MOSAIC_II   54098.185100   R4m         3.0736000000   2.2600000000   2.2600000000
wdd5.061230_0325.131_1.diff.fits_CTIO4m_MOSAIC_II   54099.143700   R4m         3.0505000000   1.9869000000   1.9869000000
wdd5.070908_0820.070_1.diff.fits_CTIO4m_MOSAIC_II   54351.348700   R4m         0.7493000000   0.5711000000   0.5711000000
wdd5.070911_0850.070_1.diff.fits_CTIO4m_MOSAIC_II   54354.369300   R4m        -1.5063000000   0.6730000000   0.6730000000
wdd5.070917_0802.051_1.diff.fits_CTIO4m_MOSAIC_II   54360.337400   R4m         0.4488000000   0.6375000000   0.6375000000
wdd5.071004_0806.060_1.diff.fits_CTIO4m_MOSAIC_II   54377.338900   R4m         0.5600000000   0.8084000000   0.8084000000
wdd5.071008_0907.074_1.diff.fits_CTIO4m_MOSAIC_II   54381.381800   R4m        -0.3220000000   0.7424000000   0.7424000000
wdd5.071010_0858.061_1.diff.fits_CTIO4m_MOSAIC_II   54383.374900   R4m        -0.0235000000   0.1150000000   0.1150000000
wdd5.071014_0740.053_1.diff.fits_CTIO4m_MOSAIC_II   54387.321000   R4m        -1.0599000000   1.1813000000   1.1813000000
wdd5.071020_0729.065_1.diff.fits_CTIO4m_MOSAIC_II   54393.313300   R4m        -0.2666000000   0.5402000000   0.5402000000
wdd5.071103_0714.022_1.diff.fits_CTIO4m_MOSAIC_II   54407.304100   R4m         1.5261000000   0.9143000000   0.9143000000
wdd5.071105_0821.075_1.diff.fits_CTIO4m_MOSAIC_II   54409.348900   R4m        -0.3225000000   0.6716000000   0.6716000000
wdd5.071107_0729.075_1.diff.fits_CTIO4m_MOSAIC_II   54411.313100   R4m        -0.1906000000   0.5174000000   0.5174000000
wdd5.071113_0409.030_1.diff.fits_CTIO4m_MOSAIC_II   54417.174000   R4m        -0.1258000000   0.3561000000   0.3561000000
wdd5.071115_0402.092_1.diff.fits_CTIO4m_MOSAIC_II   54419.169700   R4m        -0.0029000000   0.4150000000   0.4150000000
wdd5.071117_0338.075_1.diff.fits_CTIO4m_MOSAIC_II   54421.153000   R4m         0.0587000000   0.4289000000   0.4289000000
