#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        r186 164.087061904 -60.8163308459    0.02101     0.3130     0.3121    02:06:30.312   -04:05:30.553
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py r186.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:58 EDT
# Redshift information 
#       zgal   =     0.3130 
#       zsn    =     0.3130 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                 MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc5.050926_0250.089_8.diff.fits_CTIO4m_MOSAIC_II   53639.118700   R4m         0.6065000000   0.6987000000   0.6987000000
wcc5.050930_0259.083_8.diff.fits_CTIO4m_MOSAIC_II   53643.125700   R4m        -1.9076000000   1.0537000000   1.0537000000
wcc5.051006_0238.082_8.diff.fits_CTIO4m_MOSAIC_II   53649.110700   R4m        -0.3973000000   1.1561000000   1.1561000000
wcc5.051009_0207.068_8.diff.fits_CTIO4m_MOSAIC_II   53652.089300   R4m        -0.3420000000   0.8909000000   0.8909000000
wcc5.051011_0214.082_8.diff.fits_CTIO4m_MOSAIC_II   53654.093900   R4m         0.5753000000   0.7029000000   0.7029000000
wcc5.051108_0225.069_8.diff.fits_CTIO4m_MOSAIC_II   53682.102000   R4m        -0.0990000000   0.9641000000   0.9641000000
wcc5.051122_0239.066_8.diff.fits_CTIO4m_MOSAIC_II   53696.111700   R4m        -0.1128000000   0.3383000000   0.3383000000
wcc5.051128_0322.075_8.diff.fits_CTIO4m_MOSAIC_II   53702.141900   R4m         0.0436000000   0.3580000000   0.3580000000
wcc5.051202_0247.076_8.diff.fits_CTIO4m_MOSAIC_II   53706.117000   R4m        -0.1205000000   0.3703000000   0.3703000000
wcc5.051204_0258.031_8.diff.fits_CTIO4m_MOSAIC_II   53708.125400   R4m        -0.3271000000   0.3945000000   0.3945000000
wcc5.051208_0305.072_8.diff.fits_CTIO4m_MOSAIC_II   53712.130300   R4m         0.5546000000   0.5078000000   0.5078000000
wcc5.051210_0103.050_8.diff.fits_CTIO4m_MOSAIC_II   53714.045400   R4m         0.0785000000   0.8601000000   0.8601000000
wcc5.051224_0121.057_8.diff.fits_CTIO4m_MOSAIC_II   53728.057000   R4m         0.5588000000   0.4412000000   0.4412000000
wcc5.051227_0127.048_8.diff.fits_CTIO4m_MOSAIC_II   53731.063300   R4m        -0.7549000000   0.5017000000   0.5017000000
wcc5.051229_0143.082_8.diff.fits_CTIO4m_MOSAIC_II   53733.073000   R4m         0.5826000000   0.4203000000   0.4203000000
