#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        s340 132.470179179 -61.8270605255    0.02953     0.5310     0.5299    01:09:23.284   +00:42:42.313
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py s340.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:15 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.5310 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                 MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb3.051006_0142.074_4.diff.fits_CTIO4m_MOSAIC_II   53649.072500   R4m        -0.3986000000   0.6281000000   0.6281000000
wbb3.051009_0104.077_4.diff.fits_CTIO4m_MOSAIC_II   53652.045800   R4m         0.5434000000   1.1012000000   1.1012000000
wbb3.051011_0101.071_4.diff.fits_CTIO4m_MOSAIC_II   53654.044000   R4m         1.0810000000   0.7714000000   0.7714000000
wbb3.051108_0200.065_4.diff.fits_CTIO4m_MOSAIC_II   53682.085100   R4m        -0.7039000000   0.8548000000   0.8548000000
wbb3.051124_0127.059_4.diff.fits_CTIO4m_MOSAIC_II   53698.061500   R4m         0.3554000000   0.6773000000   0.6773000000
wbb3.051126_0340.239_4.diff.fits_CTIO4m_MOSAIC_II   53700.153300   R4m         0.5546000000   0.4510000000   0.4510000000
wbb3.051130_0157.063_4.diff.fits_CTIO4m_MOSAIC_II   53704.082800   R4m        -0.5933000000   0.3641000000   0.3641000000
wbb3.060916_0449.125_4.diff.fits_CTIO4m_MOSAIC_II   53994.201800   R4m        -0.1386000000   0.5250000000   0.5250000000
wbb3.060925_0446.375_4.diff.fits_CTIO4m_MOSAIC_II   54003.199900   R4m         0.1653000000   0.4671000000   0.4671000000
wbb3.061015_0524.253_4.diff.fits_CTIO4m_MOSAIC_II   54023.226300   R4m        -1.0800000000   0.8376000000   0.8376000000
wbb3.061019_0549.103_4.diff.fits_CTIO4m_MOSAIC_II   54027.244000   R4m        -0.6941000000   0.5975000000   0.5975000000
wbb3.061023_0525.135_4.diff.fits_CTIO4m_MOSAIC_II   54031.226800   R4m        -0.6260000000   0.5106000000   0.5106000000
wbb3.061031_0501.102_4.diff.fits_CTIO4m_MOSAIC_II   54039.209800   R4m        -1.3138000000   0.8561000000   0.8561000000
wbb3.061114_0054.079_4.diff.fits_CTIO4m_MOSAIC_II   54053.039300   R4m         3.6948000000   0.4442000000   0.4442000000
wbb3.061130_0423.055_4.diff.fits_CTIO4m_MOSAIC_II   54069.183900   R4m         9.7054000000   1.6546000000   1.6546000000
wbb3.061213_0144.083_4.diff.fits_CTIO4m_MOSAIC_II   54082.073600   R4m         7.0223000000   0.5747000000   0.5747000000
wbb3.061217_0120.097_4.diff.fits_CTIO4m_MOSAIC_II   54086.056800   R4m         5.8609000000   0.4694000000   0.4694000000
wbb3.061221_0109.093_4.diff.fits_CTIO4m_MOSAIC_II   54090.050500   R4m         5.1306000000   0.3790000000   0.3790000000
wbb3.061223_0114.057_4.diff.fits_CTIO4m_MOSAIC_II   54092.052600   R4m         4.2658000000   0.3664000000   0.3664000000
wbb3.061225_0116.236_4.diff.fits_CTIO4m_MOSAIC_II   54094.054500   R4m         4.0733000000   0.5680000000   0.5680000000
wbb3.061226_0138.369_4.diff.fits_CTIO4m_MOSAIC_II   54095.069200   R4m         5.4404000000   0.8905000000   0.8905000000
wbb3.061227_0213.016_4.diff.fits_CTIO4m_MOSAIC_II   54096.093700   R4m         0.7812000000   1.9106000000   1.9106000000
wbb3.061229_0108.007_4.diff.fits_CTIO4m_MOSAIC_II   54098.048400   R4m         5.1004000000   1.7733000000   1.7733000000
wbb3.070109_0115.277_4.diff.fits_CTIO4m_MOSAIC_II   54109.053000   R4m         4.2642000000   2.2030000000   2.2030000000
wbb3.070109_0130.278_4.diff.fits_CTIO4m_MOSAIC_II   54109.069100   R4m         4.6241000000   1.8505000000   1.8505000000
wbb3.070112_0104.080_4.diff.fits_CTIO4m_MOSAIC_II   54112.045400   R4m         5.0270000000   1.7556000000   1.7556000000
