#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        g050 70.9784402374 -64.3171005477    0.02444     0.6050     0.6038    23:30:20.114   -09:58:30.698
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py g050.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:39 EDT
# Redshift information 
#       zgal   =     0.6050 
#       zsn    =     0.6160 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa7.020909_0205.122_10.diff.fits_CTIO4m_MOSAIC_II    52526.087300   R4m         0.9576000000   1.7742000000   1.7742000000
waa7.020909_0243.137_10.diff.fits_CTIO4m_MOSAIC_II    52526.114700   R4m        -2.4566000000   1.9521000000   1.9521000000
waa7.020929_2342.035_10.diff.fits_CTIO4m_MOSAIC_II    52546.989100   R4m        -1.8896000000   2.9839000000   2.9839000000
waa7.021003_2354.038_10.diff.fits_CTIO4m_MOSAIC_II    52550.997400   R4m        -1.6752000000   2.0289000000   2.0289000000
waa7.021101_0023.046_10.diff.fits_CTIO4m_MOSAIC_II    52579.017000   R4m        -1.2314000000   1.4033000000   1.4033000000
waa7.021109_0025.044_10.diff.fits_CTIO4m_MOSAIC_II    52587.019400   R4m         0.1526000000   0.7947000000   0.7947000000
waa7.021113_0040.046_10.diff.fits_CTIO4m_MOSAIC_II    52591.029100   R4m         0.7068000000   1.3099000000   1.3099000000
waa7.021130_0048.041_10.diff.fits_CTIO4m_MOSAIC_II    52608.035900   R4m         0.7097000000   1.3718000000   1.3718000000
waa7.021202_0030.048_10.diff.fits_CTIO4m_MOSAIC_II    52610.024200   R4m        -0.4534000000   1.4198000000   1.4198000000
waa7.021210_0042.039_10.diff.fits_CTIO4m_MOSAIC_II    52618.033600   R4m         0.5109000000   1.8826000000   1.8826000000
waa7.021216_0050.042_10.diff.fits_CTIO4m_MOSAIC_II    52624.036700   R4m        -0.4821000000   1.3166000000   1.3166000000
waa7.021229_0054.046_10.diff.fits_CTIO4m_MOSAIC_II    52637.039600   R4m        -0.2133000000   0.6933000000   0.6933000000
waa7.030103_0119.044_10.diff.fits_CTIO4m_MOSAIC_II    52642.055600   R4m        -1.8068000000   1.1240000000   1.1240000000
waa7.031019_0022.040_10.diff.fits_CTIO4m_MOSAIC_II    52931.016400   R4m        -0.2397000000   0.4568000000   0.4568000000
waa7.031022_0009.044_10.diff.fits_CTIO4m_MOSAIC_II    52934.007700   R4m         0.1865000000   0.5639000000   0.5639000000
waa7.031028_0041.038_10.diff.fits_CTIO4m_MOSAIC_II    52940.030100   R4m        -0.2382000000   0.4520000000   0.4520000000
waa7.031101_0013.045_10.diff.fits_CTIO4m_MOSAIC_II    52944.010400   R4m        -1.0014000000   1.2994000000   1.2994000000
waa7.031115_0041.036_10.diff.fits_CTIO4m_MOSAIC_II    52958.029500   R4m        -1.2745000000   0.8984000000   0.8984000000
waa7.031119_0040.044_10.diff.fits_CTIO4m_MOSAIC_II    52962.029600   R4m        -1.5171000000   0.7941000000   0.7941000000
waa7.031123_0053.045_10.diff.fits_CTIO4m_MOSAIC_II    52966.038000   R4m        -2.0089000000   0.8983000000   0.8983000000
waa7.031127_0147.179_10.diff.fits_CTIO4m_MOSAIC_II    52970.075900   R4m        -0.2778000000   0.5782000000   0.5782000000
waa7.031127_0158.180_10.diff.fits_CTIO4m_MOSAIC_II    52970.082500   R4m         0.1571000000   0.4433000000   0.4433000000
waa7.031129_0103.283_10.diff.fits_CTIO4m_MOSAIC_II    52972.045000   R4m        -0.2347000000   0.5186000000   0.5186000000
waa7.031203_0053.174_10.diff.fits_CTIO4m_MOSAIC_II    52976.038200   R4m         0.4979000000   0.7880000000   0.7880000000
waa7.031213_0046.041_10.diff.fits_CTIO4m_MOSAIC_II    52986.033100   R4m         0.2816000000   0.7992000000   0.7992000000
waa7.031217_0054.042_10.diff.fits_CTIO4m_MOSAIC_II    52990.038800   R4m        -0.3224000000   0.5942000000   0.5942000000
waa7.040918_0320.016_10.diff.fits_CTIO4m_MOSAIC_II    53266.139900   R4m         0.0898000000   0.5763000000   0.5763000000
waa7.040920_0145.022_10.diff.fits_CTIO4m_MOSAIC_II    53268.074000   R4m         0.5846000000   0.7413000000   0.7413000000
waa7.041005_0059.1048_10.diff.fits_CTIO4m_MOSAIC_II   53283.041700   R4m         2.5319000000   0.8202000000   0.8202000000
waa7.041009_0401.1078_10.diff.fits_CTIO4m_MOSAIC_II   53287.168400   R4m         4.6104000000   1.5048000000   1.5048000000
waa7.041011_0014.1050_10.diff.fits_CTIO4m_MOSAIC_II   53289.011200   R4m         5.1791000000   0.6187000000   0.6187000000
waa7.041019_0001.034_10.diff.fits_CTIO4m_MOSAIC_II    53297.002200   R4m         9.2816000000   0.6367000000   0.6367000000
waa7.041023_0016.041_10.diff.fits_CTIO4m_MOSAIC_II    53301.012800   R4m         9.3703000000   3.4214000000   3.4214000000
waa7.041106_0038.038_10.diff.fits_CTIO4m_MOSAIC_II    53315.027400   R4m         5.8916000000   0.4885000000   0.4885000000
waa7.041114_0044.058_10.diff.fits_CTIO4m_MOSAIC_II    53323.032100   R4m         4.0093000000   0.3984000000   0.3984000000
waa7.041122_0051.166_10.diff.fits_CTIO4m_MOSAIC_II    53331.036900   R4m         1.0918000000   1.4564000000   1.4564000000
waa7.050925_2353.066_10.diff.fits_CTIO4m_MOSAIC_II    53638.997100   R4m         0.8737000000   0.6875000000   0.6875000000
waa7.050928_0020.072_10.diff.fits_CTIO4m_MOSAIC_II    53641.015300   R4m        -0.3141000000   0.7788000000   0.7788000000
waa7.051006_0002.060_10.diff.fits_CTIO4m_MOSAIC_II    53649.002600   R4m        -0.0113000000   0.7234000000   0.7234000000
waa7.051008_2358.068_10.diff.fits_CTIO4m_MOSAIC_II    53651.999900   R4m         0.7787000000   0.7570000000   0.7570000000
waa7.051122_0055.051_10.diff.fits_CTIO4m_MOSAIC_II    53696.039800   R4m         0.1432000000   0.3728000000   0.3728000000
waa7.051126_0201.235_10.diff.fits_CTIO4m_MOSAIC_II    53700.085700   R4m         0.2099000000   0.4062000000   0.4062000000
