#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        b020 164.642050472 -61.9473152668    0.02457     0.4260     0.4251    02:04:41.039   -05:09:40.727
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py b020.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29   --zeroMJDmin=52800
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:12 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.4260 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc9.021012_0340.084_1.diff.fits_CTIO4m_MOSAIC_II    52559.154100   R4m        -0.1813000000   0.9798000000   0.9798000000
wcc9.021014_0713.114_1.diff.fits_CTIO4m_MOSAIC_II    52561.302300   R4m        -0.2445000000   0.5643000000   0.5643000000
wcc9.021101_0315.071_1.diff.fits_CTIO4m_MOSAIC_II    52579.136500   R4m         1.0162000000   0.4379000000   0.4379000000
wcc9.021107_0328.106_1.diff.fits_CTIO4m_MOSAIC_II    52585.145400   R4m         4.7137000000   0.4249000000   0.4249000000
wcc9.021109_0318.069_1.diff.fits_CTIO4m_MOSAIC_II    52587.139000   R4m         7.1057000000   0.4810000000   0.4810000000
wcc9.021113_0326.062_1.diff.fits_CTIO4m_MOSAIC_II    52591.144400   R4m         9.7271000000   0.5027000000   0.5027000000
wcc9.021202_0314.073_1.diff.fits_CTIO4m_MOSAIC_II    52610.136300   R4m        12.3206000000   0.5005000000   0.5005000000
wcc9.021214_0208.053_1.diff.fits_CTIO4m_MOSAIC_II    52622.090500   R4m         5.6878000000   1.2243000000   1.2243000000
wcc9.031019_0240.057_1.diff.fits_CTIO4m_MOSAIC_II    52931.112500   R4m         0.7237000000   0.4460000000   0.4460000000
wcc9.031022_0219.062_1.diff.fits_CTIO4m_MOSAIC_II    52934.098000   R4m         0.0791000000   0.4526000000   0.4526000000
wcc9.031028_0250.054_1.diff.fits_CTIO4m_MOSAIC_II    52940.121500   R4m         0.2173000000   0.4334000000   0.4334000000
wcc9.031101_0350.069_1.diff.fits_CTIO4m_MOSAIC_II    52944.161800   R4m        -0.5835000000   0.5474000000   0.5474000000
