#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        g120 134.650455258 -61.7812611357    0.02855     0.5060     0.5049    01:13:28.975   +00:35:16.179
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py g120.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:42 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.5060 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb1.031020_0055.028_1.diff.fits_CTIO4m_MOSAIC_II    52932.040200   R4m        -0.1033000000   0.5210000000   0.5210000000
wbb1.031024_0107.051_1.diff.fits_CTIO4m_MOSAIC_II    52936.048500   R4m         0.9080000000   1.4121000000   1.4121000000
wbb1.031030_0112.072_1.diff.fits_CTIO4m_MOSAIC_II    52942.052300   R4m        -0.6042000000   0.5739000000   0.5739000000
wbb1.031117_0143.050_1.diff.fits_CTIO4m_MOSAIC_II    52960.073400   R4m        -0.0855000000   0.6839000000   0.6839000000
wbb1.031121_0149.063_1.diff.fits_CTIO4m_MOSAIC_II    52964.077800   R4m        -0.1378000000   0.4755000000   0.4755000000
wbb1.031125_0031.049_1.diff.fits_CTIO4m_MOSAIC_II    52968.022700   R4m        -0.3622000000   0.5776000000   0.5776000000
wbb1.031215_0151.047_1.diff.fits_CTIO4m_MOSAIC_II    52988.079000   R4m         1.0188000000   0.4528000000   0.4528000000
wbb1.040920_0204.025_1.diff.fits_CTIO4m_MOSAIC_II    53268.088400   R4m        -1.5803000000   0.9782000000   0.9782000000
wbb1.041009_0105.1053_1.diff.fits_CTIO4m_MOSAIC_II   53287.046300   R4m         8.1737000000   0.9336000000   0.9336000000
wbb1.041013_0101.041_1.diff.fits_CTIO4m_MOSAIC_II    53291.044400   R4m        12.3220000000   1.2048000000   1.2048000000
wbb1.041017_0100.1042_1.diff.fits_CTIO4m_MOSAIC_II   53295.043400   R4m        12.8198000000   0.5881000000   0.5881000000
wbb1.041021_0115.057_1.diff.fits_CTIO4m_MOSAIC_II    53299.053800   R4m        12.8810000000   0.5887000000   0.5887000000
wbb1.041023_0124.050_1.diff.fits_CTIO4m_MOSAIC_II    53301.060500   R4m        11.2502000000   1.1518000000   1.1518000000
wbb1.041112_0117.165_1.diff.fits_CTIO4m_MOSAIC_II    53321.055200   R4m         5.1260000000   0.5147000000   0.5147000000
wbb1.041116_0121.075_1.diff.fits_CTIO4m_MOSAIC_II    53325.058500   R4m         3.7443000000   0.4874000000   0.4874000000
wbb1.041122_0244.186_1.diff.fits_CTIO4m_MOSAIC_II    53331.116200   R4m         4.0930000000   1.5837000000   1.5837000000
wbb1.041205_0157.065_1.diff.fits_CTIO4m_MOSAIC_II    53344.083700   R4m         1.1360000000   0.4854000000   0.4854000000
wbb1.041209_0132.063_1.diff.fits_CTIO4m_MOSAIC_II    53348.066200   R4m         0.3064000000   0.4439000000   0.4439000000
wbb1.041213_0056.059_1.diff.fits_CTIO4m_MOSAIC_II    53352.040500   R4m         0.5858000000   0.4689000000   0.4689000000
wbb1.041217_0145.064_1.diff.fits_CTIO4m_MOSAIC_II    53356.074900   R4m         0.2830000000   0.5480000000   0.5480000000
wbb1.041219_0045.059_1.diff.fits_CTIO4m_MOSAIC_II    53358.032400   R4m         1.3210000000   0.8399000000   0.8399000000
wbb1.041221_0124.062_1.diff.fits_CTIO4m_MOSAIC_II    53360.060400   R4m         1.3064000000   1.3247000000   1.3247000000
wbb1.050109_0113.078_1.diff.fits_CTIO4m_MOSAIC_II    53379.051900   R4m         0.6789000000   0.4896000000   0.4896000000
wbb1.051006_0136.073_1.diff.fits_CTIO4m_MOSAIC_II    53649.068700   R4m        -0.3529000000   1.0281000000   1.0281000000
wbb1.051011_0112.073_1.diff.fits_CTIO4m_MOSAIC_II    53654.051100   R4m         0.1768000000   0.6980000000   0.6980000000
