#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        h283 164.188998759 -61.7546208078    0.02678     0.4950     0.4941    02:04:27.005   -04:52:46.192
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py h283.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53150 --zeroMJDmin=53525
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:47 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.4950 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc9.040920_0421.045_5.diff.fits_CTIO4m_MOSAIC_II    53268.182400   R4m        -0.5441000000   0.6869000000   0.6869000000
wcc9.041005_0452.1070_5.diff.fits_CTIO4m_MOSAIC_II   53283.203900   R4m         1.0777000000   0.7630000000   0.7630000000
wcc9.041011_0226.1069_5.diff.fits_CTIO4m_MOSAIC_II   53289.102800   R4m         0.3095000000   0.7447000000   0.7447000000
wcc9.041015_0200.195_5.diff.fits_CTIO4m_MOSAIC_II    53293.088500   R4m         1.5444000000   0.6503000000   0.6503000000
wcc9.041019_0236.053_5.diff.fits_CTIO4m_MOSAIC_II    53297.109900   R4m        -0.3035000000   0.6060000000   0.6060000000
wcc9.041106_0250.049_5.diff.fits_CTIO4m_MOSAIC_II    53315.119200   R4m         7.6866000000   0.4776000000   0.4776000000
wcc9.041112_0412.189_5.diff.fits_CTIO4m_MOSAIC_II    53321.176200   R4m         9.1996000000   1.6565000000   1.6565000000
wcc9.041114_0307.071_5.diff.fits_CTIO4m_MOSAIC_II    53323.131500   R4m         8.1483000000   0.4609000000   0.4609000000
wcc9.041118_0417.045_5.diff.fits_CTIO4m_MOSAIC_II    53327.179600   R4m         7.4472000000   0.7436000000   0.7436000000
wcc9.041120_0156.075_5.diff.fits_CTIO4m_MOSAIC_II    53329.081700   R4m         5.5135000000   0.6323000000   0.6323000000
