#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        b016 71.5452983106 -64.0105547492    0.03442     0.3250     0.3238    23:30:09.685   -09:35:01.809
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py b016.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29   --zeroMJDmin=52800
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:11 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.3250 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
waa7.021101_0023.046_15.diff.fits_CTIO4m_MOSAIC_II    52579.017000   R4m        10.0441000000   1.5510000000   1.5510000000
waa7.021109_0025.044_15.diff.fits_CTIO4m_MOSAIC_II    52587.019400   R4m        15.2353000000   0.8525000000   0.8525000000
waa7.021113_0040.046_15.diff.fits_CTIO4m_MOSAIC_II    52591.029100   R4m        14.4885000000   1.5456000000   1.5456000000
waa7.021130_0048.041_15.diff.fits_CTIO4m_MOSAIC_II    52608.035900   R4m         5.4057000000   1.4866000000   1.4866000000
waa7.021202_0030.048_15.diff.fits_CTIO4m_MOSAIC_II    52610.024200   R4m         6.0415000000   1.6320000000   1.6320000000
waa7.021210_0042.039_15.diff.fits_CTIO4m_MOSAIC_II    52618.033600   R4m         2.6989000000   1.8520000000   1.8520000000
waa7.021216_0050.042_15.diff.fits_CTIO4m_MOSAIC_II    52624.036700   R4m         2.9354000000   1.4820000000   1.4820000000
waa7.021229_0054.046_15.diff.fits_CTIO4m_MOSAIC_II    52637.039600   R4m         2.7224000000   0.7846000000   0.7846000000
waa7.030103_0119.044_15.diff.fits_CTIO4m_MOSAIC_II    52642.055600   R4m         2.6502000000   1.3256000000   1.3256000000
waa7.031019_0022.040_15.diff.fits_CTIO4m_MOSAIC_II    52931.016400   R4m         0.2086000000   0.4786000000   0.4786000000
waa7.031022_0009.044_15.diff.fits_CTIO4m_MOSAIC_II    52934.007700   R4m         0.3877000000   0.6092000000   0.6092000000
waa7.031028_0041.038_15.diff.fits_CTIO4m_MOSAIC_II    52940.030100   R4m        -0.5942000000   0.5080000000   0.5080000000
waa7.031101_0013.045_15.diff.fits_CTIO4m_MOSAIC_II    52944.010400   R4m         2.4808000000   1.5491000000   1.5491000000
waa7.031115_0041.036_15.diff.fits_CTIO4m_MOSAIC_II    52958.029500   R4m         0.9707000000   0.9439000000   0.9439000000
waa7.031119_0040.044_15.diff.fits_CTIO4m_MOSAIC_II    52962.029600   R4m         0.0948000000   0.8543000000   0.8543000000
waa7.031123_0053.045_15.diff.fits_CTIO4m_MOSAIC_II    52966.038000   R4m        -0.1499000000   0.9214000000   0.9214000000
waa7.031127_0147.179_15.diff.fits_CTIO4m_MOSAIC_II    52970.075900   R4m        -0.9305000000   0.5805000000   0.5805000000
waa7.031127_0158.180_15.diff.fits_CTIO4m_MOSAIC_II    52970.082500   R4m         0.8402000000   0.4362000000   0.4362000000
waa7.031129_0103.283_15.diff.fits_CTIO4m_MOSAIC_II    52972.045000   R4m        -0.2041000000   0.5254000000   0.5254000000
waa7.031203_0053.174_15.diff.fits_CTIO4m_MOSAIC_II    52976.038200   R4m        -1.0263000000   0.8843000000   0.8843000000
waa7.031213_0046.041_15.diff.fits_CTIO4m_MOSAIC_II    52986.033100   R4m        -0.0935000000   0.8251000000   0.8251000000
waa7.031217_0054.042_15.diff.fits_CTIO4m_MOSAIC_II    52990.038800   R4m        -0.5465000000   0.6941000000   0.6941000000
waa7.040918_0320.016_15.diff.fits_CTIO4m_MOSAIC_II    53266.139900   R4m         0.2437000000   0.6166000000   0.6166000000
waa7.040920_0145.022_15.diff.fits_CTIO4m_MOSAIC_II    53268.074000   R4m        -0.4483000000   0.9530000000   0.9530000000
waa7.041005_0059.1048_15.diff.fits_CTIO4m_MOSAIC_II   53283.041700   R4m         0.6866000000   0.7828000000   0.7828000000
waa7.041009_0401.1078_15.diff.fits_CTIO4m_MOSAIC_II   53287.168400   R4m        -0.8312000000   1.5126000000   1.5126000000
waa7.041011_0014.1050_15.diff.fits_CTIO4m_MOSAIC_II   53289.011200   R4m         0.4957000000   0.6778000000   0.6778000000
waa7.041019_0001.034_15.diff.fits_CTIO4m_MOSAIC_II    53297.002200   R4m         1.2268000000   0.7228000000   0.7228000000
waa7.041106_0038.038_15.diff.fits_CTIO4m_MOSAIC_II    53315.027400   R4m         0.0075000000   0.5387000000   0.5387000000
waa7.041114_0044.058_15.diff.fits_CTIO4m_MOSAIC_II    53323.032100   R4m        -0.5498000000   0.4396000000   0.4396000000
waa7.041122_0051.166_15.sw.fits_CTIO4m_MOSAIC_II      53331.036900   R4m        -2.7515000000   1.3700000000   1.3700000000
waa7.020909_0148.117_15.diff.fits_CTIO4m_MOSAIC_II    52526.075800   I4m         1.7669000000   2.8629000000   2.8629000000
waa7.020909_0229.132_15.diff.fits_CTIO4m_MOSAIC_II    52526.105000   I4m         0.3990000000   3.2989000000   3.2989000000
waa7.021002_0002.039_15.sw.fits_CTIO4m_MOSAIC_II      52545.821500   I4m        -4.3922000000   5.0243000000   5.0243000000
waa7.020929_2355.040_15.diff.fits_CTIO4m_MOSAIC_II    52546.997600   I4m         0.4068000000   3.3267000000   3.3267000000
waa7.021004_0005.043_15.diff.fits_CTIO4m_MOSAIC_II    52551.004900   I4m        -3.3140000000   3.3635000000   3.3635000000
waa7.021010_0330.090_15.diff.fits_CTIO4m_MOSAIC_II    52553.965400   I4m        -0.5470000000   1.5123000000   1.5123000000
waa7.021101_0034.048_15.diff.fits_CTIO4m_MOSAIC_II    52579.024700   I4m        19.5971000000   1.5549000000   1.5549000000
waa7.021109_0036.046_15.diff.fits_CTIO4m_MOSAIC_II    52587.026200   I4m        20.2111000000   1.1339000000   1.1339000000
waa7.021113_0050.048_15.diff.fits_CTIO4m_MOSAIC_II    52591.035900   I4m        16.2645000000   1.7432000000   1.7432000000
waa7.021130_0059.043_15.diff.fits_CTIO4m_MOSAIC_II    52608.042400   I4m         9.0221000000   1.7633000000   1.7633000000
waa7.021202_0042.050_15.diff.fits_CTIO4m_MOSAIC_II    52610.030900   I4m        12.5408000000   2.2718000000   2.2718000000
waa7.021210_0049.040_15.diff.fits_CTIO4m_MOSAIC_II    52618.036700   I4m         7.6002000000   1.8902000000   1.8902000000
waa7.021216_0055.043_15.diff.fits_CTIO4m_MOSAIC_II    52624.039600   I4m         9.3462000000   1.7919000000   1.7919000000
waa7.021229_0102.047_15.diff.fits_CTIO4m_MOSAIC_II    52637.044200   I4m         4.9936000000   1.2292000000   1.2292000000
waa7.031019_0047.044_15.diff.fits_CTIO4m_MOSAIC_II    52931.033600   I4m         1.3812000000   0.7840000000   0.7840000000
waa7.031022_0034.048_15.diff.fits_CTIO4m_MOSAIC_II    52934.024600   I4m        -0.0412000000   0.9224000000   0.9224000000
waa7.031028_0112.042_15.diff.fits_CTIO4m_MOSAIC_II    52940.051300   I4m        -0.5959000000   0.6586000000   0.6586000000
waa7.031115_0105.040_15.diff.fits_CTIO4m_MOSAIC_II    52958.046100   I4m        -0.2776000000   1.5738000000   1.5738000000
waa7.031119_0109.048_15.diff.fits_CTIO4m_MOSAIC_II    52962.049400   I4m        -3.8582000000   3.7166000000   3.7166000000
waa7.031123_0117.049_15.diff.fits_CTIO4m_MOSAIC_II    52966.055200   I4m         0.5387000000   1.1871000000   1.1871000000
waa7.031127_0216.183_15.diff.fits_CTIO4m_MOSAIC_II    52970.095900   I4m         0.3536000000   0.9507000000   0.9507000000
waa7.031129_0133.287_15.diff.fits_CTIO4m_MOSAIC_II    52972.066200   I4m        -0.1352000000   0.9839000000   0.9839000000
waa7.031203_0126.178_15.diff.fits_CTIO4m_MOSAIC_II    52976.061000   I4m        -5.6561000000   1.3404000000   1.3404000000
waa7.031213_0115.045_15.diff.fits_CTIO4m_MOSAIC_II    52986.053300   I4m        -1.1569000000   0.9550000000   0.9550000000
waa7.031217_0108.044_15.diff.fits_CTIO4m_MOSAIC_II    52990.048400   I4m        -0.4981000000   1.1615000000   1.1615000000
waa7.040918_0333.018_15.diff.fits_CTIO4m_MOSAIC_II    53266.149400   I4m        -0.2115000000   1.0665000000   1.0665000000
waa7.040920_0149.023_15.diff.fits_CTIO4m_MOSAIC_II    53268.077500   I4m        -0.8544000000   0.9596000000   0.9596000000
waa7.041005_0206.1056_15.diff.fits_CTIO4m_MOSAIC_II   53283.090600   I4m         2.1044000000   1.3203000000   1.3203000000
waa7.041011_0038.1054_15.diff.fits_CTIO4m_MOSAIC_II   53289.028100   I4m        -0.5415000000   1.0728000000   1.0728000000
waa7.041015_0020.181_15.diff.fits_CTIO4m_MOSAIC_II    53293.015200   I4m         0.9426000000   2.1897000000   2.1897000000
waa7.041019_0048.039_15.diff.fits_CTIO4m_MOSAIC_II    53297.034900   I4m        -0.5156000000   0.9603000000   0.9603000000
waa7.041023_0059.047_15.diff.fits_CTIO4m_MOSAIC_II    53301.042300   I4m        -0.3161000000   2.5313000000   2.5313000000
waa7.041106_0102.042_15.diff.fits_CTIO4m_MOSAIC_II    53315.045100   I4m         0.8962000000   0.8420000000   0.8420000000
waa7.041114_0126.057_15.diff.fits_CTIO4m_MOSAIC_II    53323.060600   I4m         0.5612000000   0.8586000000   0.8586000000
waa7.041122_0118.170_15.diff.fits_CTIO4m_MOSAIC_II    53331.054800   I4m        -4.8171000000   2.6897000000   2.6897000000
