#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        f096 70.618992643 -62.428717809    0.04193     0.4080     0.4068    23:24:25.501   -08:45:50.834
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py f096.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=52800 --zeroMJDmin=53200
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:54:32 EDT
# Redshift information 
#       zgal   =     0.4080 
#       zsn    =     0.4130 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband             Flux      Fluxerr_lo      Fluxerr_hi
waa3.031020_0011.022_3.diff.fits_CTIO4m_MOSAIC_II    52932.008800   R4m          9.2118000000   13.6690000000   13.6690000000
waa3.031024_0018.045_3.diff.fits_CTIO4m_MOSAIC_II    52936.014000   R4m        -27.7769000000   16.6024000000   16.6024000000
waa3.031030_0017.065_3.diff.fits_CTIO4m_MOSAIC_II    52942.013600   R4m          8.9723000000   12.8676000000   12.8676000000
waa3.031121_0041.055_3.diff.fits_CTIO4m_MOSAIC_II    52964.030200   R4m          4.9210000000   12.8659000000   12.8659000000
waa3.031123_0253.062_3.diff.fits_CTIO4m_MOSAIC_II    52966.122500   R4m          4.2513000000   14.0001000000   14.0001000000
waa3.031127_0055.172_3.diff.fits_CTIO4m_MOSAIC_II    52970.040100   R4m          2.7449000000   14.2979000000   14.2979000000
waa3.031215_0108.041_3.diff.fits_CTIO4m_MOSAIC_II    52988.048200   R4m         17.0226000000   13.7303000000   13.7303000000
waa3.031223_0107.035_3.diff.fits_CTIO4m_MOSAIC_II    52996.048100   R4m         21.6403000000   14.2413000000   14.2413000000
waa3.031225_0059.030_3.diff.fits_CTIO4m_MOSAIC_II    52998.042800   R4m          1.3546000000   17.9649000000   17.9649000000
waa3.031227_0058.030_3.diff.fits_CTIO4m_MOSAIC_II    53000.041900   R4m         19.2492000000   15.1322000000   15.1322000000
waa3.031231_0124.033_3.diff.fits_CTIO4m_MOSAIC_II    53004.059600   R4m        -26.3683000000   31.6203000000   31.6203000000
waa3.040918_0227.009_3.diff.fits_CTIO4m_MOSAIC_II    53266.103300   R4m        -38.9496000000   16.7404000000   16.7404000000
waa3.040920_0104.016_3.diff.fits_CTIO4m_MOSAIC_II    53268.045800   R4m          1.8282000000   14.3088000000   14.3088000000
waa3.041007_0019.049_3.diff.fits_CTIO4m_MOSAIC_II    53285.015000   R4m        -35.7603000000   16.9246000000   16.9246000000
waa3.041009_0015.1047_3.diff.fits_CTIO4m_MOSAIC_II   53287.012600   R4m        -26.7547000000   16.7791000000   16.7791000000
waa3.041013_0017.035_3.diff.fits_CTIO4m_MOSAIC_II    53291.013100   R4m        -40.0989000000   18.5757000000   18.5757000000
waa3.041017_0015.1036_3.diff.fits_CTIO4m_MOSAIC_II   53295.011900   R4m          1.9842000000   14.2573000000   14.2573000000
waa3.041021_0031.051_3.diff.fits_CTIO4m_MOSAIC_II    53299.022700   R4m          9.4208000000   14.3472000000   14.3472000000
waa3.041112_0030.159_3.diff.fits_CTIO4m_MOSAIC_II    53321.022000   R4m          7.4298000000   14.2947000000   14.2947000000
waa3.041116_0037.069_3.diff.fits_CTIO4m_MOSAIC_II    53325.027300   R4m         15.2995000000   12.7732000000   12.7732000000
waa3.041205_0104.059_3.diff.fits_CTIO4m_MOSAIC_II    53344.048000   R4m         13.4040000000   12.7155000000   12.7155000000
waa3.041215_0041.057_3.diff.fits_CTIO4m_MOSAIC_II    53354.029400   R4m          6.2526000000   19.3257000000   19.3257000000
waa3.041217_0110.059_3.diff.fits_CTIO4m_MOSAIC_II    53356.049800   R4m          7.6910000000   16.2039000000   16.2039000000
waa3.041221_0059.059_3.diff.fits_CTIO4m_MOSAIC_II    53360.042700   R4m         -0.7701000000   18.8429000000   18.8429000000
waa3.050926_0107.075_3.diff.fits_CTIO4m_MOSAIC_II    53639.049100   R4m          7.7270000000   13.7036000000   13.7036000000
waa3.050928_0005.069_3.diff.fits_CTIO4m_MOSAIC_II    53641.004800   R4m        -20.4543000000   18.4822000000   18.4822000000
waa3.051005_2350.058_3.diff.fits_CTIO4m_MOSAIC_II    53648.994800   R4m        -11.2869000000   15.9649000000   15.9649000000
waa3.051009_0010.070_3.diff.fits_CTIO4m_MOSAIC_II    53652.008500   R4m        -13.6113000000   17.6084000000   17.6084000000
waa3.051011_0013.064_3.diff.fits_CTIO4m_MOSAIC_II    53654.010400   R4m          7.9450000000   14.9775000000   14.9775000000
waa3.051108_0058.055_3.diff.fits_CTIO4m_MOSAIC_II    53682.041800   R4m          0.9969000000   15.7210000000   15.7210000000
waa3.051124_0037.052_3.diff.fits_CTIO4m_MOSAIC_II    53698.027300   R4m        -22.5265000000   15.4594000000   15.4594000000
waa3.051126_0233.241_3.diff.fits_CTIO4m_MOSAIC_II    53700.097500   R4m         -1.7488000000   30.2719000000   30.2719000000
waa3.051126_0256.235_3.diff.fits_CTIO4m_MOSAIC_II    53700.123400   R4m         10.4833000000   34.2977000000   34.2977000000
waa3.051130_0100.060_3.diff.fits_CTIO4m_MOSAIC_II    53704.042700   R4m          8.6454000000   12.4613000000   12.4613000000
waa3.051202_0048.059_3.diff.fits_CTIO4m_MOSAIC_II    53706.034700   R4m         -3.5456000000   30.4895000000   30.4895000000
waa3.051204_0056.013_3.diff.fits_CTIO4m_MOSAIC_II    53708.040000   R4m          1.9752000000   12.7163000000   12.7163000000
waa3.051229_0119.078_3.diff.fits_CTIO4m_MOSAIC_II    53733.058000   R4m         -1.6585000000   15.4498000000   15.4498000000
waa3.060103_0111.063_3.diff.fits_CTIO4m_MOSAIC_II    53738.050400   R4m          6.9208000000   14.8997000000   14.8997000000
waa3.070908_0552.043_3.diff.fits_CTIO4m_MOSAIC_II    54351.246500   R4m        -16.2204000000   13.7058000000   13.7058000000
waa3.070911_0617.043_3.diff.fits_CTIO4m_MOSAIC_II    54354.263100   R4m         -3.6003000000   13.9754000000   13.9754000000
waa3.070920_0518.041_3.sw.fits_CTIO4m_MOSAIC_II      54363.221900   R4m        -11.7767000000   15.4374000000   15.4374000000
waa3.031020_0038.026_3.diff.fits_CTIO4m_MOSAIC_II    52932.028000   I4m          0.9222000000    0.7665000000    0.7665000000
waa3.031024_0049.049_3.diff.fits_CTIO4m_MOSAIC_II    52936.035900   I4m          4.6158000000    2.3410000000    2.3410000000
waa3.031030_0046.069_3.diff.fits_CTIO4m_MOSAIC_II    52942.033400   I4m         -0.3521000000    0.7787000000    0.7787000000
waa3.031117_0123.048_3.diff.fits_CTIO4m_MOSAIC_II    52960.059000   I4m         -0.5782000000    1.3418000000    1.3418000000
waa3.031121_0132.061_3.diff.fits_CTIO4m_MOSAIC_II    52964.065500   I4m          0.5157000000    1.1909000000    1.1909000000
waa3.031123_0322.066_3.diff.fits_CTIO4m_MOSAIC_II    52966.141600   I4m          0.3273000000    1.0951000000    1.0951000000
waa3.031127_0124.176_3.diff.fits_CTIO4m_MOSAIC_II    52970.059800   I4m          3.0632000000    1.0613000000    1.0613000000
waa3.031215_0134.045_3.diff.fits_CTIO4m_MOSAIC_II    52988.066900   I4m         13.3027000000    0.9606000000    0.9606000000
waa3.031223_0122.037_3.diff.fits_CTIO4m_MOSAIC_II    52996.058000   I4m         14.3535000000    0.9041000000    0.9041000000
waa3.031225_0114.032_3.diff.fits_CTIO4m_MOSAIC_II    52998.052700   I4m         16.1035000000    1.5496000000    1.5496000000
