#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        r225 164.945493107 -61.4642053332    0.02228     0.4150     0.4141    02:06:18.251   -04:51:33.148
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py r225.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53900 --zeroMJDmin=54250
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:56:09 EDT
# Redshift information 
#       zgal   =     0.4150 
#       zsn    =     0.4150 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wcc9.050926_0304.092_13.diff.fits_CTIO4m_MOSAIC_II   53639.129200   R4m        -0.7901000000   0.5990000000   0.5990000000
wcc9.050930_0316.086_13.diff.fits_CTIO4m_MOSAIC_II   53643.137300   R4m         0.1646000000   1.0338000000   1.0338000000
wcc9.051009_0217.070_13.diff.fits_CTIO4m_MOSAIC_II   53652.096800   R4m        -0.0082000000   0.7579000000   0.7579000000
wcc9.051011_0224.084_13.diff.fits_CTIO4m_MOSAIC_II   53654.102000   R4m         0.5104000000   0.6823000000   0.6823000000
wcc9.051108_0240.072_13.diff.fits_CTIO4m_MOSAIC_II   53682.112600   R4m        -0.4863000000   0.7444000000   0.7444000000
wcc9.051122_0307.070_13.diff.fits_CTIO4m_MOSAIC_II   53696.131000   R4m        -0.0109000000   0.3376000000   0.3376000000
wcc9.051126_0556.280_13.diff.fits_CTIO4m_MOSAIC_II   53700.248600   R4m        -0.0146000000   0.4728000000   0.4728000000
wcc9.051128_0338.078_13.diff.fits_CTIO4m_MOSAIC_II   53702.152500   R4m         0.5268000000   0.3895000000   0.3895000000
wcc9.051204_0304.032_13.diff.fits_CTIO4m_MOSAIC_II   53708.129000   R4m         1.1934000000   0.4244000000   0.4244000000
wcc9.051208_0311.073_13.diff.fits_CTIO4m_MOSAIC_II   53712.133800   R4m         0.3659000000   0.5018000000   0.5018000000
wcc9.051210_0109.051_13.diff.fits_CTIO4m_MOSAIC_II   53714.048900   R4m        -1.0869000000   0.7970000000   0.7970000000
wcc9.051224_0136.060_13.diff.fits_CTIO4m_MOSAIC_II   53728.068500   R4m        -0.8201000000   0.5075000000   0.5075000000
wcc9.051227_0145.051_13.diff.fits_CTIO4m_MOSAIC_II   53731.074200   R4m        -0.6822000000   0.4701000000   0.4701000000
wcc9.051229_0156.084_13.diff.fits_CTIO4m_MOSAIC_II   53733.081000   R4m        -0.4139000000   0.4734000000   0.4734000000
wcc9.060103_0204.072_13.diff.fits_CTIO4m_MOSAIC_II   53738.087500   R4m        -0.2602000000   0.4039000000   0.4039000000
