#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        m070 179.605737649 -59.226650937    0.03753     0.2120     0.2112    02:33:46.821   -08:08:26.888
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py m070.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=53525 --zeroMJDmin=53900
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:55:12 EDT
# Redshift information 
#       zgal   =     0.2120 
#       zsn    =     0.2140 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                  MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wdd4.031019_0414.070_7.diff.fits_CTIO4m_MOSAIC_II    52931.178000   R4m        -1.0522000000   0.3528000000   0.3528000000
wdd4.031024_0308.067_7.diff.fits_CTIO4m_MOSAIC_II    52936.132100   R4m        -1.7288000000   1.4175000000   1.4175000000
wdd4.031030_0320.091_7.diff.fits_CTIO4m_MOSAIC_II    52942.141500   R4m        -0.8375000000   0.5238000000   0.5238000000
wdd4.031121_0341.079_7.diff.fits_CTIO4m_MOSAIC_II    52964.155100   R4m        -1.1123000000   0.5156000000   0.5156000000
wdd4.031125_0331.074_7.diff.fits_CTIO4m_MOSAIC_II    52968.147700   R4m        -2.1145000000   1.2717000000   1.2717000000
wdd4.031129_0351.305_7.diff.fits_CTIO4m_MOSAIC_II    52972.162000   R4m        -0.7705000000   0.6924000000   0.6924000000
wdd4.031201_0229.054_7.diff.fits_CTIO4m_MOSAIC_II    52974.104700   R4m        -1.1423000000   0.5197000000   0.5197000000
wdd4.031203_0237.187_7.diff.fits_CTIO4m_MOSAIC_II    52976.110300   R4m        -1.4488000000   0.6287000000   0.6287000000
wdd4.031215_0341.063_7.diff.fits_CTIO4m_MOSAIC_II    52988.154700   R4m        -0.5011000000   0.6449000000   0.6449000000
wdd4.031219_0338.020_7.diff.fits_CTIO4m_MOSAIC_II    52992.153000   R4m        -0.9815000000   0.4783000000   0.4783000000
wdd4.031223_0342.044_7.diff.fits_CTIO4m_MOSAIC_II    52996.155500   R4m        -0.3841000000   0.4720000000   0.4720000000
wdd4.031229_0256.047_7.diff.fits_CTIO4m_MOSAIC_II    53002.123900   R4m        -1.1917000000   0.6677000000   0.6677000000
wdd4.031231_0341.050_7.diff.fits_CTIO4m_MOSAIC_II    53004.154800   R4m        -0.3503000000   1.0756000000   1.0756000000
wdd4.040920_0437.048_7.diff.fits_CTIO4m_MOSAIC_II    53268.193800   R4m        -0.8220000000   0.4798000000   0.4798000000
wdd4.041009_0255.1069_7.diff.fits_CTIO4m_MOSAIC_II   53287.122800   R4m        -0.1458000000   0.9349000000   0.9349000000
wdd4.041017_0258.1049_7.diff.fits_CTIO4m_MOSAIC_II   53295.125200   R4m        -0.8766000000   0.4459000000   0.4459000000
wdd4.041021_0309.073_7.diff.fits_CTIO4m_MOSAIC_II    53299.132500   R4m        -0.7313000000   0.4842000000   0.4842000000
wdd4.041023_0241.061_7.diff.fits_CTIO4m_MOSAIC_II    53301.113500   R4m        -1.7012000000   0.9765000000   0.9765000000
wdd4.041112_0314.181_7.diff.fits_CTIO4m_MOSAIC_II    53321.136300   R4m         0.3643000000   1.4927000000   1.4927000000
wdd4.041116_0313.091_7.diff.fits_CTIO4m_MOSAIC_II    53325.136000   R4m         0.1670000000   0.4753000000   0.4753000000
wdd4.041120_0359.092_7.diff.fits_CTIO4m_MOSAIC_II    53329.167200   R4m        -0.0399000000   0.5570000000   0.5570000000
wdd4.041205_0359.082_7.diff.fits_CTIO4m_MOSAIC_II    53344.169400   R4m         0.4366000000   0.4772000000   0.4772000000
wdd4.041209_0324.079_7.diff.fits_CTIO4m_MOSAIC_II    53348.143100   R4m        -0.0288000000   0.5544000000   0.5544000000
wdd4.041213_0219.071_7.diff.fits_CTIO4m_MOSAIC_II    53352.097700   R4m        -0.2181000000   0.5457000000   0.5457000000
wdd4.041215_0312.079_7.diff.fits_CTIO4m_MOSAIC_II    53354.134700   R4m        -0.5496000000   0.3827000000   0.3827000000
wdd4.041217_0309.076_7.diff.fits_CTIO4m_MOSAIC_II    53356.132400   R4m        -0.0006000000   0.4551000000   0.4551000000
wdd4.050109_0210.081_7.diff.fits_CTIO4m_MOSAIC_II    53379.091800   R4m        -0.7485000000   0.5198000000   0.5198000000
wdd4.050113_0140.064_7.diff.fits_CTIO4m_MOSAIC_II    53383.070700   R4m         0.2405000000   0.4967000000   0.4967000000
wdd4.050117_0144.064_7.diff.fits_CTIO4m_MOSAIC_II    53387.073500   R4m         0.3542000000   0.9138000000   0.9138000000
wdd4.050928_0340.099_7.diff.fits_CTIO4m_MOSAIC_II    53641.154500   R4m        50.8840000000   0.6707000000   0.6707000000
wdd4.051006_0343.091_7.diff.fits_CTIO4m_MOSAIC_II    53649.155900   R4m        38.4339000000   1.4300000000   1.4300000000
wdd4.051009_0319.079_7.diff.fits_CTIO4m_MOSAIC_II    53652.140000   R4m        30.8407000000   0.6162000000   0.6162000000
wdd4.051011_0318.091_7.diff.fits_CTIO4m_MOSAIC_II    53654.138900   R4m        27.2527000000   0.6166000000   0.6166000000
wdd4.051108_0337.082_7.diff.fits_CTIO4m_MOSAIC_II    53682.152100   R4m         6.7767000000   0.9141000000   0.9141000000
wdd4.051124_0312.074_7.diff.fits_CTIO4m_MOSAIC_II    53698.134400   R4m         5.7969000000   0.9269000000   0.9269000000
wdd4.051126_0612.283_7.diff.fits_CTIO4m_MOSAIC_II    53700.259400   R4m         5.0207000000   0.4370000000   0.4370000000
wdd4.051130_0340.078_7.diff.fits_CTIO4m_MOSAIC_II    53704.154300   R4m         4.3135000000   0.3237000000   0.3237000000
wdd4.060916_0826.157_7.diff.fits_CTIO4m_MOSAIC_II    53994.353200   R4m         0.0249000000   0.4834000000   0.4834000000
wdd4.060925_0810.404_7.diff.fits_CTIO4m_MOSAIC_II    54003.341900   R4m        -0.4196000000   0.6648000000   0.6648000000
wdd4.060928_0620.442_7.diff.fits_CTIO4m_MOSAIC_II    54006.265700   R4m         0.4802000000   0.4651000000   0.4651000000
wdd4.061013_0831.125_7.diff.fits_CTIO4m_MOSAIC_II    54021.356400   R4m        -0.7692000000   1.3664000000   1.3664000000
wdd4.061015_0725.272_7.diff.fits_CTIO4m_MOSAIC_II    54023.314900   R4m         0.4422000000   0.8589000000   0.8589000000
wdd4.061019_0832.128_7.diff.fits_CTIO4m_MOSAIC_II    54027.356600   R4m        -0.2456000000   0.6172000000   0.6172000000
wdd4.061023_0848.160_7.diff.fits_CTIO4m_MOSAIC_II    54031.367800   R4m        -0.0103000000   0.9640000000   0.9640000000
wdd4.061029_0804.123_7.diff.fits_CTIO4m_MOSAIC_II    54037.337500   R4m        -1.1604000000   0.7029000000   0.7029000000
wdd4.061031_0811.135_7.diff.fits_CTIO4m_MOSAIC_II    54039.341800   R4m         0.5286000000   0.7830000000   0.7830000000
wdd4.061114_0320.104_7.diff.fits_CTIO4m_MOSAIC_II    54053.140100   R4m         0.6183000000   0.3425000000   0.3425000000
wdd4.061116_0723.118_7.diff.fits_CTIO4m_MOSAIC_II    54055.309200   R4m         1.0884000000   0.8682000000   0.8682000000
wdd4.061118_0620.090_7.diff.fits_CTIO4m_MOSAIC_II    54057.265500   R4m        -0.0365000000   1.0067000000   1.0067000000
wdd4.061120_0705.118_7.diff.fits_CTIO4m_MOSAIC_II    54059.296500   R4m         1.7824000000   0.8982000000   0.8982000000
