#       objid       gall       galb      mwebv       zhel       zcmb                  ra         dec
#        z187 134.244217894 -62.1248246064    0.03491     0.2960     0.2949    01:12:29.210   +00:17:01.211
# *************************************************************************************************
# This file created 
#       by     gnarayan
#       using  W_nn2.py z187.W6yr.nn2.lc -s --visualize --prune --adjusterrors --zplimit=29  --zeroMJDmax=54250 --zeroMJDmin=54625
#       and    clean_Wstd.py
#       on     herophysics
#       at     2013/04/01 13:57:10 EDT
# Redshift information 
#       zgal   =        --- 
#       zsn    =     0.2960 
# Redshifts are reported in the heliocentric frame
# Flux, Fluxerr_lo, Fluxerr_hi normalized to a zeropoint of 25.
# *************************************************************************************************
#Observation                                                   MJD   Passband            Flux     Fluxerr_lo     Fluxerr_hi
wbb5.021010_0150.072_13.sw.fits_CTIO4m_MOSAIC_II      52553.896300   R4m         0.2735000000   1.9906000000   1.9906000000
wbb5.021008_0140.073_13.diff.fits_CTIO4m_MOSAIC_II    52555.070500   R4m        -0.2220000000   2.2402000000   2.2402000000
wbb5.021014_0243.070_13.diff.fits_CTIO4m_MOSAIC_II    52561.114400   R4m         0.2491000000   1.4154000000   1.4154000000
wbb5.021101_0226.064_13.diff.fits_CTIO4m_MOSAIC_II    52579.102400   R4m         1.4398000000   1.0809000000   1.0809000000
wbb5.021107_0342.108_13.diff.fits_CTIO4m_MOSAIC_II    52585.155400   R4m        -3.4209000000   1.5627000000   1.5627000000
wbb5.021109_0230.062_13.diff.fits_CTIO4m_MOSAIC_II    52587.105700   R4m        -0.3841000000   1.1036000000   1.1036000000
wbb5.021202_0229.066_13.diff.fits_CTIO4m_MOSAIC_II    52610.104900   R4m         1.3021000000   1.2252000000   1.2252000000
wbb5.031020_0111.031_13.diff.fits_CTIO4m_MOSAIC_II    52932.050700   R4m        -0.2749000000   0.4476000000   0.4476000000
wbb5.031024_0124.054_13.diff.fits_CTIO4m_MOSAIC_II    52936.060000   R4m         0.2119000000   1.4646000000   1.4646000000
wbb5.031030_0132.075_13.diff.fits_CTIO4m_MOSAIC_II    52942.065300   R4m        -0.6485000000   0.5742000000   0.5742000000
wbb5.031101_0044.049_13.diff.fits_CTIO4m_MOSAIC_II    52944.032500   R4m        -0.4979000000   1.0620000000   1.0620000000
wbb5.031101_0122.054_13.diff.fits_CTIO4m_MOSAIC_II    52944.058400   R4m         1.8628000000   1.4814000000   1.4814000000
wbb5.031117_0159.053_13.diff.fits_CTIO4m_MOSAIC_II    52960.085900   R4m         0.3702000000   1.1507000000   1.1507000000
wbb5.031121_0206.066_13.diff.fits_CTIO4m_MOSAIC_II    52964.088700   R4m         0.9965000000   0.5393000000   0.5393000000
wbb5.031125_0046.052_13.diff.fits_CTIO4m_MOSAIC_II    52968.033500   R4m        -0.2567000000   0.4694000000   0.4694000000
wbb5.031129_0148.289_13.diff.fits_CTIO4m_MOSAIC_II    52972.076300   R4m        -0.0198000000   0.5143000000   0.5143000000
wbb5.031201_0036.038_13.diff.fits_CTIO4m_MOSAIC_II    52974.026400   R4m         0.4126000000   0.7381000000   0.7381000000
wbb5.031215_0207.050_13.diff.fits_CTIO4m_MOSAIC_II    52988.089600   R4m         0.1782000000   0.5488000000   0.5488000000
wbb5.031219_0254.018_13.diff.fits_CTIO4m_MOSAIC_II    52992.122100   R4m        -0.6787000000   0.6769000000   0.6769000000
wbb5.031223_0136.039_13.diff.fits_CTIO4m_MOSAIC_II    52996.068500   R4m        -0.2967000000   0.4410000000   0.4410000000
wbb5.031225_0122.033_13.diff.fits_CTIO4m_MOSAIC_II    52998.059600   R4m        -0.6230000000   0.6710000000   0.6710000000
wbb5.031229_0056.030_13.diff.fits_CTIO4m_MOSAIC_II    53002.041000   R4m         0.5911000000   0.9230000000   0.9230000000
wbb5.040920_0222.028_13.diff.fits_CTIO4m_MOSAIC_II    53268.100000   R4m         0.1018000000   1.1393000000   1.1393000000
wbb5.041009_0120.1056_13.diff.fits_CTIO4m_MOSAIC_II   53287.058000   R4m        -0.2375000000   1.1862000000   1.1862000000
wbb5.041013_0118.044_13.diff.fits_CTIO4m_MOSAIC_II    53291.056000   R4m        -0.3899000000   1.1753000000   1.1753000000
wbb5.041017_0125.1036_13.diff.fits_CTIO4m_MOSAIC_II   53295.060200   R4m        -1.0073000000   0.6491000000   0.6491000000
wbb5.041021_0131.060_13.diff.fits_CTIO4m_MOSAIC_II    53299.064900   R4m        -0.4561000000   0.6332000000   0.6332000000
wbb5.041112_0133.168_13.diff.fits_CTIO4m_MOSAIC_II    53321.066300   R4m         0.0370000000   0.9331000000   0.9331000000
wbb5.041116_0138.078_13.diff.fits_CTIO4m_MOSAIC_II    53325.069100   R4m         0.5848000000   0.4872000000   0.4872000000
wbb5.041122_0301.189_13.diff.fits_CTIO4m_MOSAIC_II    53331.129400   R4m         1.3120000000   0.5907000000   0.5907000000
wbb5.041205_0217.069_13.diff.fits_CTIO4m_MOSAIC_II    53344.096500   R4m         0.2859000000   0.5501000000   0.5501000000
wbb5.041209_0149.066_13.diff.fits_CTIO4m_MOSAIC_II    53348.076900   R4m         0.2913000000   0.4934000000   0.4934000000
wbb5.041213_0106.061_13.diff.fits_CTIO4m_MOSAIC_II    53352.047800   R4m         0.0194000000   0.4368000000   0.4368000000
wbb5.041215_0100.060_13.diff.fits_CTIO4m_MOSAIC_II    53354.043000   R4m         0.0941000000   0.4576000000   0.4576000000
wbb5.041217_0156.066_13.diff.fits_CTIO4m_MOSAIC_II    53356.082400   R4m         0.3597000000   0.5048000000   0.5048000000
wbb5.041219_0050.060_13.diff.fits_CTIO4m_MOSAIC_II    53358.036100   R4m         0.7979000000   0.6692000000   0.6692000000
wbb5.041221_0135.064_13.diff.fits_CTIO4m_MOSAIC_II    53360.068200   R4m         0.4622000000   0.9920000000   0.9920000000
wbb5.050107_0120.003_13.diff.fits_CTIO4m_MOSAIC_II    53377.057000   R4m         0.0289000000   0.6147000000   0.6147000000
wbb5.050111_0101.058_13.diff.fits_CTIO4m_MOSAIC_II    53381.043600   R4m         0.2679000000   0.5976000000   0.5976000000
wbb5.050928_0206.086_13.diff.fits_CTIO4m_MOSAIC_II    53641.088800   R4m         0.5194000000   0.7984000000   0.7984000000
wbb5.051011_0122.075_13.diff.fits_CTIO4m_MOSAIC_II    53654.059100   R4m         0.2457000000   0.8614000000   0.8614000000
wbb5.051108_0211.067_13.diff.fits_CTIO4m_MOSAIC_II    53682.092200   R4m         0.7071000000   0.9072000000   0.9072000000
wbb5.051124_0137.061_13.diff.fits_CTIO4m_MOSAIC_II    53698.069500   R4m        -0.2430000000   0.9367000000   0.9367000000
wbb5.051126_0349.241_13.diff.fits_CTIO4m_MOSAIC_II    53700.160700   R4m        -0.3670000000   0.5833000000   0.5833000000
wbb5.051130_0207.065_13.diff.fits_CTIO4m_MOSAIC_II    53704.089800   R4m        -0.2035000000   0.4523000000   0.4523000000
wbb5.051204_0145.020_13.diff.fits_CTIO4m_MOSAIC_II    53708.074500   R4m         0.0739000000   0.4041000000   0.4041000000
wbb5.051208_0158.063_13.diff.fits_CTIO4m_MOSAIC_II    53712.083500   R4m         0.1323000000   0.4957000000   0.4957000000
wbb5.051231_0124.061_13.diff.fits_CTIO4m_MOSAIC_II    53735.060200   R4m        -0.2727000000   0.5374000000   0.5374000000
wbb5.060914_0655.007_13.diff.fits_CTIO4m_MOSAIC_II    53992.289500   R4m         0.0417000000   0.6339000000   0.6339000000
wbb5.060916_0459.127_13.diff.fits_CTIO4m_MOSAIC_II    53994.209000   R4m        -0.3970000000   0.6481000000   0.6481000000
wbb5.060925_0510.378_13.diff.fits_CTIO4m_MOSAIC_II    54003.216400   R4m        -1.0257000000   0.6240000000   0.6240000000
wbb5.061015_0535.255_13.diff.fits_CTIO4m_MOSAIC_II    54023.234200   R4m        -0.2671000000   0.6792000000   0.6792000000
wbb5.061019_0600.105_13.diff.fits_CTIO4m_MOSAIC_II    54027.254500   R4m         0.2626000000   0.6517000000   0.6517000000
wbb5.061023_0550.134_13.diff.fits_CTIO4m_MOSAIC_II    54031.244600   R4m        -0.1573000000   0.6658000000   0.6658000000
wbb5.061029_0529.100_13.diff.fits_CTIO4m_MOSAIC_II    54037.229800   R4m        -0.0817000000   0.5748000000   0.5748000000
wbb5.061031_0517.105_13.diff.fits_CTIO4m_MOSAIC_II    54039.221300   R4m         0.3655000000   0.6081000000   0.6081000000
wbb5.061114_0105.081_13.diff.fits_CTIO4m_MOSAIC_II    54053.046400   R4m        -0.1075000000   0.6602000000   0.6602000000
wbb5.061120_0440.094_13.diff.fits_CTIO4m_MOSAIC_II    54059.195700   R4m        -0.5505000000   0.5252000000   0.5252000000
wbb5.061130_0433.057_13.diff.fits_CTIO4m_MOSAIC_II    54069.190900   R4m         0.0669000000   0.6926000000   0.6926000000
wbb5.061213_0154.085_13.diff.fits_CTIO4m_MOSAIC_II    54082.080600   R4m        -0.4198000000   0.7497000000   0.7497000000
wbb5.061217_0130.099_13.diff.fits_CTIO4m_MOSAIC_II    54086.063800   R4m        -0.5754000000   0.5918000000   0.5918000000
wbb5.061227_0119.010_13.diff.fits_CTIO4m_MOSAIC_II    54096.056100   R4m         0.0229000000   0.5618000000   0.5618000000
wbb5.061229_0136.011_13.diff.fits_CTIO4m_MOSAIC_II    54098.068100   R4m         1.0013000000   1.4469000000   1.4469000000
wbb5.061230_0112.095_13.diff.fits_CTIO4m_MOSAIC_II    54099.051300   R4m         0.2382000000   1.8183000000   1.8183000000
wbb5.070112_0127.084_13.diff.fits_CTIO4m_MOSAIC_II    54112.061600   R4m        -0.3369000000   1.0385000000   1.0385000000
wbb5.070908_0647.053_13.diff.fits_CTIO4m_MOSAIC_II    54351.284200   R4m        -0.4552000000   0.6180000000   0.6180000000
wbb5.070911_0705.052_13.diff.fits_CTIO4m_MOSAIC_II    54354.296600   R4m        -0.7226000000   0.4709000000   0.4709000000
wbb5.071004_0513.036_13.diff.fits_CTIO4m_MOSAIC_II    54377.219100   R4m        -0.7450000000   0.5655000000   0.5655000000
wbb5.071008_0505.042_13.diff.fits_CTIO4m_MOSAIC_II    54381.213400   R4m        -0.9484000000   0.5612000000   0.5612000000
wbb5.071016_0458.051_13.diff.fits_CTIO4m_MOSAIC_II    54389.208800   R4m        -0.3071000000   0.5119000000   0.5119000000
wbb5.071018_0516.043_13.diff.fits_CTIO4m_MOSAIC_II    54391.220900   R4m         0.6161000000   0.8416000000   0.8416000000
wbb5.071020_0514.043_13.diff.fits_CTIO4m_MOSAIC_II    54393.219800   R4m         0.2838000000   0.9928000000   0.9928000000
wbb5.071103_0458.005_13.diff.fits_CTIO4m_MOSAIC_II    54407.208400   R4m        -0.5037000000   0.7614000000   0.7614000000
wbb5.071107_0502.060_13.diff.fits_CTIO4m_MOSAIC_II    54411.212300   R4m        -0.3013000000   0.7205000000   0.7205000000
wbb5.071117_0111.052_13.diff.fits_CTIO4m_MOSAIC_II    54421.051700   R4m        -0.4591000000   0.4443000000   0.4443000000
wbb5.071119_0445.078_13.diff.fits_CTIO4m_MOSAIC_II    54423.199200   R4m         3.7025000000   0.5441000000   0.5441000000
