"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"68600","AT 2020wji","07:45:22.746","+58:20:28.20","","","WISEA J074522.43+582029.3","","ALeRCE","ZTF","","ZTF","ZTF20acimznc","P48 - ZTF-Cam","","1","1","","20.2773","g-ZTF","2020-10-07 10:48:54.000","ALeRCE","",""
"68599","AT 2020wjh","08:27:48.190","+35:40:12.65","","","WISEA J082748.42+354020.0","0.10858","ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","","ATLAS; Pan-STARRS1; ZTF","ZTF20acinads","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.2535","g-ZTF","2020-10-08 12:17:18.001","ALeRCE","",""
"68598","AT 2020wjg","09:30:03.830","+32:16:27.16","","","WISEA J093003.83+321629.6","0.120604","ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1","","Pan-STARRS1; ZTF","ZTF20aciucub","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.0157","g-ZTF","2020-10-08 11:55:35.996","ALeRCE","",""
"68597","AT 2020wjf","07:46:04.977","+48:36:12.14","","","SDSS J074604.90+483611.7","0.332","ALeRCE","ZTF","","ZTF","ZTF20acimzan","P48 - ZTF-Cam","","1","1","","20.4158","r-ZTF","2020-10-08 11:23:04.004","ALeRCE","",""
"68596","AT 2020wje","19:30:56.955","-21:45:09.27","","","WISEA J193056.98-214509.1","","ALeRCE","ZTF","","ZTF","ZTF20achyjpm","P48 - ZTF-Cam","","1","1","","19.3065","g-ZTF","2020-10-09 04:04:56.001","ALeRCE","",""
"68595","AT 2020wjd","08:46:03.781","+49:09:55.64","","","SDSS J084603.79+490955.3","0.253","ALeRCE, YSE","ZTF, Pan-STARRS1","","Pan-STARRS1; ZTF","ZTF20acittmj","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.4096","r-ZTF","2020-10-08 11:24:24.002","ALeRCE","",""
"68594","AT 2020wjc","08:14:47.635","+03:59:19.93","","","SDSS J081447.50+035920.8","0.182","ALeRCE","ZTF","","ZTF","ZTF20aciugaf","P48 - ZTF-Cam","","1","1","","19.9877","g-ZTF","2020-10-08 11:58:17.996","ALeRCE","",""
"68593","AT 2020wjb","16:37:44.033","+47:14:24.75","","","WISEA J163744.14+471425.6","0.115039","ALeRCE, ZTF","ZTF","","ZTF","ZTF20aciniwb","P48 - ZTF-Cam","","1","1","","20.3927","g-ZTF","2020-10-08 04:20:50.997","ALeRCE","",""
"68592","AT 2020wja","08:29:41.231","+72:46:53.87","","","","","ALeRCE","ZTF","","ZTF","ZTF20acitqvl","P48 - ZTF-Cam","","1","1","","20.527","r-ZTF","2020-10-13 09:56:01.003","ALeRCE","",""
"68591","AT 2020wiz","09:18:37.614","+79:53:55.67","","","WISEA J091837.81+795355.3","","ALeRCE","ZTF","","ZTF","ZTF20acisuyy","P48 - ZTF-Cam","","1","1","","20.0936","r-ZTF","2020-10-13 09:56:01.003","ALeRCE","",""
