"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"70096","AT 2020ynu","00:27:08.763","-05:11:11.20","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kdh","PS1 - GPC1","","1","1","","20.6","w-PS1","2020-10-08 07:32:09.600","PS2_Bot1","",""
"70095","AT 2020ynt","17:13:56.160","+19:19:03.24","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kov","PS1 - GPC1","","1","1","","21.74","w-PS1","2020-07-25 08:54:14.400","PS2_Bot1","",""
"70094","AT 2020yns","16:20:47.564","+08:10:33.31","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kou","PS1 - GPC1","","1","1","","21.37","w-PS1","2020-08-19 06:08:38.400","PS2_Bot1","",""
"70093","AT 2020ynr","00:23:03.280","-12:17:59.63","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kot","PS1 - GPC1","","1","1","","20.98","w-PS1","2020-07-29 12:57:36.000","PS2_Bot1","",""
"70092","AT 2020ynq","00:32:03.773","-12:09:24.25","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kor","PS1 - GPC1","","1","1","","20.88","w-PS1","2020-09-13 11:00:57.600","PS2_Bot1","","TESS-active sector/s (30,31);TESS-Sector30"
"70091","AT 2020ynp","23:57:18.087","+31:15:05.35","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20koq","PS1 - GPC1","","1","1","","21.03","i-Sloan","2020-07-30 11:21:07.200","PS2_Bot1","",""
"70090","AT 2020yno","17:31:55.124","+29:38:25.74","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kop","PS1 - GPC1","","1","1","","21.43","w-PS1","2020-08-14 08:35:31.200","PS2_Bot1","",""
"70089","AT 2020ynn","00:07:00.301","+13:22:18.05","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kon","PS1 - GPC1","","1","1","","20.65","w-PS1","2020-09-21 11:25:26.400","PS2_Bot1","",""
"70088","AT 2020ynm","22:57:01.935","+24:15:39.21","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kom","PS1 - GPC1","","1","1","","20.35","w-PS1","2020-08-17 12:20:09.600","PS2_Bot1","",""
"70087","AT 2020ynl","22:43:49.428","+10:19:56.69","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kol","PS1 - GPC1","","1","1","","20.7","w-PS1","2020-09-11 08:08:09.600","PS2_Bot1","",""
"70086","AT 2020ynk","23:34:16.456","+28:41:40.31","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20koi","PS1 - GPC1","","1","1","","20.83","i-Sloan","2020-09-04 10:30:43.200","PS2_Bot1","",""
"70085","AT 2020ynj","08:16:12.430","+35:15:12.12","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20kog","PS1 - GPC1","","1","1","","20.38","z-Sloan","2020-10-03 14:41:16.800","PS1_Bot1","",""
"70084","AT 2020yni","22:05:04.310","+20:43:14.71","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20koe","PS1 - GPC1","","1","1","","20.46","w-PS1","2020-10-09 05:18:14.400","PS2_Bot1","",""
