"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"70581","AT 2020zfs","01:12:59.278","+01:02:24.34","","","SDSS J011259.58+010226.0","0.133","ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1","","Pan-STARRS1; ZTF","ZTF20acpknux","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.7445","g-ZTF","2020-11-11 06:26:58.004","ALeRCE","",""
"70580","AT 2020zfr","00:09:06.128","+03:22:13.05","","","SDSS J000906.11+032210.5","0.434","ALeRCE","ZTF","","ZTF","ZTF20acpksoc","P48 - ZTF-Cam","","1","1","","19.7419","g-ZTF","2020-11-11 06:06:07.001","ALeRCE","",""
"70579","AT 2020zfq","00:39:22.284","+35:00:33.24","","","SDSS J003922.12+350034.1","0.107","ALeRCE","ZTF","","ZTF","ZTF20acpklid","P48 - ZTF-Cam","","1","1","","19.5796","g-ZTF","2020-11-11 06:22:13.999","ALeRCE","",""
"70578","AT 2020zfp","00:53:14.841","+37:47:37.96","","","","","ALeRCE","ZTF","","ZTF","ZTF20acpkled","P48 - ZTF-Cam","","1","1","","18.8051","g-ZTF","2020-11-11 06:20:13.004","ALeRCE","",""
"70577","AT 2020zfo","22:49:03.934","+20:40:27.84","","","SDSS J224904.09+204034.2","0.036","ALeRCE","ZTF","","ZTF","ZTF20acpjodk","P48 - ZTF-Cam","","1","1","","19.7299","r-ZTF","2020-11-11 03:40:53.000","ALeRCE","",""
"70576","AT 2020zfn","21:44:20.184","+08:37:24.46","","","SDSS J214420.08+083726.1","0.04","ALeRCE","ZTF","","ZTF","ZTF20acpjfln","P48 - ZTF-Cam","","1","1","","19.8694","r-ZTF","2020-11-11 03:06:24.998","ALeRCE","",""
"70575","AT 2020zfm","19:29:03.225","+47:03:07.42","","","","","ALeRCE","ZTF","","ZTF","ZTF20acpjaqq","P48 - ZTF-Cam","","1","1","","19.5132","r-ZTF","2020-11-11 02:43:44.000","ALeRCE","",""
"70574","AT 2020zfl","22:54:39.476","+39:27:18.06","","","","","ALeRCE","ZTF","","ZTF","ZTF20acpjske","P48 - ZTF-Cam","","1","1","","20.266","r-ZTF","2020-11-11 04:21:00.000","ALeRCE","",""
"70573","AT 2020zfk","02:37:01.112","+85:38:14.42","","","","","ALeRCE","ZTF","","ZTF","ZTF20acpnmbe","P48 - ZTF-Cam","","1","1","","20.066","g-ZTF","2020-11-11 10:35:22.004","ALeRCE","",""
"70572","AT 2020zfj","00:59:53.806","-17:15:50.92","","","","","ALeRCE, ATLAS","ZTF, ATLAS","","ATLAS; ZTF","ZTF20acpkprl","ATLAS1 - ACAM1, P48 - ZTF-Cam","","1","1","","19.1884","r-ZTF","2020-11-11 06:35:06.000","ALeRCE","","TESS-active sector/s (30,31);TESS-Sector30"
"70571","AT 2020zfi","23:27:11.387","+41:36:28.61","","","","","ALeRCE","ZTF","","ZTF","ZTF20acpkefi","P48 - ZTF-Cam","","1","1","","19.3765","g-ZTF","2020-11-11 05:42:32.996","ALeRCE","",""
