"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5301","SN 2010bw","11:37:56.590","+10:53:38.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2010-03-12 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Ia   ]",""
"5302"," 2010bx","09:27:42.209","+44:34:36.52","","","Anon.           ","","","","","","","","","0","1","","19","","2010-03-17 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5303"," 2010by","15:14:39.610","+28:25:21.40","","","Anon.           ","","","","","","","","","0","1","","18.4","","2010-03-18 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5304"," 2010bz","13:18:30.110","+44:20:22.88","","","Anon.           ","","","","","","","","","0","1","","18.5","","2010-03-19 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5305"," 2010C","10:51:29.870","+09:16:33.10","","","NGC 3428        ","","","","","","","","","0","1","","18.8","","2010-01-10 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2119; PositionRef=CBET 2119; Orig Type=Unknown]",""
"5306"," 2010ca","08:38:31.111","+14:00:39.10","","","Anon.           ","","","","","","","","","0","1","","19.1","","2010-03-20 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5307"," 2010cb","12:24:47.839","+32:06:54.90","","","Anon.           ","","","","","","","","","0","1","","18.4","","2010-03-21 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5308"," 2010cc","12:14:43.721","+43:36:51.80","","","Anon.           ","","","","","","","","","0","1","","19.3","","2010-03-21 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5309"," 2010cd","11:58:01.181","-06:29:30.59","","","Anon.           ","","","","","","","","","0","1","","18.6","","2010-04-05 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Unknown]",""
"5310","SN 2010ce","09:35:30.010","+01:28:31.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2010-04-08 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2258; PositionRef=CBET 2258; Orig Type=Ia   ]",""
