"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"67224","AT 2020uiu","06:12:43.096","-20:09:16.67","","","WISEA J061243.06-200916.5","","ALeRCE","ZTF","","ZTF","ZTF20acflhqc","P48 - ZTF-Cam","","1","1","","19.9373","r-ZTF","2020-09-26 12:06:30.001","ALeRCE","",""
"67223","AT 2020uit","07:14:20.868","+62:25:33.95","","","WISEA J071420.84+622532.8","","ALeRCE","ZTF","","ZTF","ZTF20accxrgh","P48 - ZTF-Cam","","1","1","","20.6536","r-ZTF","2020-09-27 11:17:01.003","ALeRCE","",""
"67222","AT 2020uis","03:48:35.384","-24:10:31.12","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20huc","PS1 - GPC1","","1","1","","20.1","w-PS1","2020-09-13 13:32:09.600","PS1_Bot1","",""
"67221","AT 2020uir","01:01:13.430","+16:46:58.93","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20hub","PS1 - GPC1","","1","1","","20.42","w-PS1","2020-09-17 09:57:36.000","PS1_Bot1","",""
"67220","AT 2020uiq","21:57:49.138","-16:51:21.33","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20hua","PS1 - GPC1","","1","1","","21.55","w-PS1","2020-08-16 09:54:43.200","PS1_Bot1","",""
"67219","AT 2020uip","03:57:12.177","+05:08:33.97","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20htz","PS1 - GPC1","","1","1","","20.4","w-PS1","2020-08-29 14:08:09.600","PS1_Bot1","",""
"67218","AT 2020uio","20:02:30.670","+01:54:43.76","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20hty","PS1 - GPC1","","1","1","","20.86","w-PS1","2020-08-19 07:27:50.400","PS1_Bot1","",""
"67217","AT 2020uin","03:24:53.335","-11:46:05.46","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20htv","PS1 - GPC1","","1","1","","20.57","w-PS1","2020-09-12 14:42:43.200","PS1_Bot1","",""
"67216","SN 2020uim","01:52:45.302","+36:37:23.36","SN II","0.018489","UGC 01347","0.018489","SGLF, ATLAS, Pan-STARRS1, ZTF","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20acfdmex","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.747","g-ZTF","2020-09-26 10:46:37.000","Perez-Fournon","",""
"67215","AT 2020uil","02:55:51.197","+26:15:58.49","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20htt","PS1 - GPC1","","1","1","","20.39","w-PS1","2020-09-22 13:59:31.200","PS1_Bot1","",""
