"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"69009","AT 2020wys","02:02:30.991","-07:13:22.22","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jps","PS1 - GPC1","","1","1","","19.87","w-PS1","2020-09-12 13:19:12.000","PS1_Bot1","","TESS-active sector/s (30,31);TESS-Sector30"
"69007","AT 2020wyr","22:59:44.441","-15:44:58.62","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpq","PS1 - GPC1","","1","1","","21.57","w-PS1","2020-09-12 08:41:16.800","PS1_Bot1","",""
"69006","AT 2020wyq","00:33:07.000","-05:46:27.31","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpp","PS1 - GPC1","","1","1","","21.47","w-PS1","2020-09-12 12:02:52.800","PS1_Bot1","",""
"69005","AT 2020wyp","21:15:03.883","-21:52:23.26","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpo","PS1 - GPC1","","1","1","","20.78","w-PS1","2020-09-11 07:03:21.600","PS1_Bot1","",""
"69004","AT 2020wyo","21:36:04.392","-21:06:27.67","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpm","PS1 - GPC1","","1","1","","20.06","w-PS1","2020-09-11 07:09:07.200","PS1_Bot1","",""
"69003","AT 2020wyn","21:02:00.343","-23:20:13.17","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpl","PS1 - GPC1","","1","1","","20.64","w-PS1","2020-09-11 06:59:02.400","PS1_Bot1","",""
"69002","AT 2020wym","21:36:50.262","-20:50:47.45","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpk","PS1 - GPC1","","1","1","","20.01","w-PS1","2020-09-11 07:09:07.200","PS1_Bot1","",""
"69001","AT 2020wyl","21:59:43.078","+07:47:05.01","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpj","PS1 - GPC1","","1","1","","21.16","w-PS1","2020-09-11 09:50:24.000","PS1_Bot1","",""
"69000","AT 2020wyk","21:51:08.639","-21:41:13.06","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpi","PS1 - GPC1","","1","1","","21.03","w-PS1","2020-09-11 07:14:52.800","PS1_Bot1","",""
"68999","AT 2020wyj","23:15:27.094","-05:38:56.48","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jph","PS1 - GPC1","","1","1","","20.92","w-PS1","2020-09-10 08:31:12.000","PS1_Bot1","",""
"68998","AT 2020wyi","23:46:36.265","-02:31:44.68","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpf","PS1 - GPC1","","1","1","","21.08","w-PS1","2020-09-10 08:39:50.400","PS1_Bot1","",""
"68997","AT 2020wyh","01:08:42.697","-02:08:22.95","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpe","PS1 - GPC1","","1","1","","20.18","i-Sloan","2020-09-09 14:03:50.400","PS1_Bot1","","TESS-active sector/s (30,31);TESS-Sector30"
"68996","AT 2020wyg","22:33:39.819","+03:56:30.17","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpb","PS1 - GPC1","","1","1","","20.86","w-PS1","2020-08-13 09:41:45.600","PS2_Bot1","",""
"68995","AT 2020wyf","02:22:48.300","-21:51:06.18","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jpa","PS1 - GPC1","","1","1","","19.94","i-Sloan","2020-09-09 13:04:48.000","PS1_Bot1","","TESS-active sector/s (30,31);TESS-Sector30"
"68994","AT 2020wye","20:42:09.594","-16:47:30.76","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20joz","PS1 - GPC1","","1","1","","20.81","w-PS1","2020-09-07 06:21:36.000","PS1_Bot1","",""
"68993","AT 2020wyd","00:27:09.349","+24:51:27.79","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20joy","PS1 - GPC1","","1","1","","20.2","w-PS1","2020-08-30 13:47:59.000","PS1_Bot1","",""
"68992","AT 2020wyc","22:32:38.417","+02:03:55.91","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jox","PS1 - GPC1","","1","1","","20.28","w-PS1","2020-08-13 09:44:38.400","PS2_Bot1","",""
"68991","AT 2020wyb","21:18:23.837","+16:46:57.20","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jow","PS1 - GPC1","","1","1","","21.12","w-PS1","2020-08-13 08:28:19.200","PS2_Bot1","",""
"68990","AT 2020wya","16:52:52.338","+21:22:58.15","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jov","PS1 - GPC1","","1","1","","20.74","w-PS1","2020-08-10 07:33:36.000","PS2_Bot1","",""
"68989","AT 2020wxz","22:54:31.381","+30:26:33.69","","","","","Pan-STARRS1, YSE","Pan-STARRS1","","Pan-STARRS1","PS20jou","PS1 - GPC1","","1","1","","20.21","i-Sloan","2020-08-29 10:00:28.800","PS1_Bot1","",""
"68988","AT 2020wxy","01:44:13.004","+38:34:01.00","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jot","PS1 - GPC1","","1","1","","19.98","i-Sloan","2020-08-12 13:52:19.200","PS2_Bot1","",""
"68987","AT 2020wxx","17:01:21.028","+22:43:56.95","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jos","PS1 - GPC1","","1","1","","20.75","w-PS1","2020-08-10 07:33:36.000","PS2_Bot1","",""
"68986","AT 2020wxw","01:36:12.733","+17:56:48.66","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jor","PS1 - GPC1","","1","1","","20.67","w-PS1","2020-08-23 12:01:26.400","PS1_Bot1","",""
"68985","AT 2020wxv","02:15:43.475","+10:12:19.26","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20joq","PS1 - GPC1","","1","1","","21.48","w-PS1","2020-08-23 13:09:07.200","PS1_Bot1","",""
"68984","AT 2020wxu","20:38:30.026","-28:53:15.02","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20joo","PS1 - GPC1","","1","1","","19.85","w-PS1","2020-08-23 08:16:47.000","PS1_Bot1","",""
"68983","AT 2020wxt","00:07:05.794","-26:03:44.34","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jon","PS1 - GPC1","","1","1","","21.27","w-PS1","2020-08-23 10:30:43.200","PS1_Bot1","",""
"68982","AT 2020wxs","02:12:57.649","+12:52:07.40","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jom","PS1 - GPC1","","1","1","","20.73","w-PS1","2020-08-23 13:06:14.400","PS1_Bot1","",""
"68981","AT 2020wxr","23:05:11.828","-28:01:33.95","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jok","PS1 - GPC1","","1","1","","21.35","w-PS1","2020-08-23 10:32:09.600","PS1_Bot1","",""
