"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"69093","AT 2020xby","23:33:13.713","+20:55:35.56","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsx","PS1 - GPC1","","1","1","","21.22","w-PS1","2020-09-18 07:27:50.400","PS1_Bot1","",""
"69092","AT 2020xbx","02:24:04.119","+27:41:50.09","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsv","PS1 - GPC1","","1","1","","20.64","w-PS1","2020-09-18 14:47:02.400","PS1_Bot1","",""
"69091","AT 2020xbw","23:31:23.376","-21:45:08.61","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsu","PS1 - GPC1","","1","1","","20.41","i-Sloan","2020-09-06 10:32:09.600","PS1_Bot1","",""
"69090","AT 2020xbv","23:34:19.143","+22:02:11.89","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jst","PS1 - GPC1","","1","1","","20.38","i-Sloan","2020-09-07 12:57:36.000","PS1_Bot1","",""
"69089","AT 2020xbu","22:50:29.220","+17:05:19.14","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsr","PS1 - GPC1","","1","1","","20.14","w-PS1","2020-09-18 11:09:36.000","PS1_Bot1","",""
"69088","AT 2020xbt","04:44:41.968","-05:44:46.32","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsq","PS1 - GPC1","","1","1","","21.46","w-PS1","2020-09-16 14:25:26.400","PS1_Bot1","",""
"69087","AT 2020xbs","22:17:36.438","-21:31:18.69","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsp","PS1 - GPC1","","1","1","","21.03","w-PS1","2020-09-18 08:34:04.800","PS1_Bot1","",""
"69086","AT 2020xbr","22:23:16.964","+17:33:03.47","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsn","PS1 - GPC1","","1","1","","20.43","w-PS1","2020-09-18 10:58:04.800","PS1_Bot1","",""
"69085","AT 2020xbq","00:26:58.184","+15:41:12.76","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsm","PS1 - GPC1","","1","1","","20.14","w-PS1","2020-09-17 08:48:28.800","PS1_Bot1","",""
"69084","AT 2020xbp","03:00:53.841","+17:29:42.72","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsl","PS1 - GPC1","","1","1","","21.57","w-PS1","2020-09-17 11:31:12.000","PS1_Bot1","",""
"69083","AT 2020xbo","01:37:03.706","+22:08:27.28","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsk","PS1 - GPC1","","1","1","","20.9","w-PS1","2020-09-17 10:01:55.200","PS1_Bot1","",""
"69082","AT 2020xbn","00:02:03.622","+22:17:55.43","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsj","PS1 - GPC1","","1","1","","21.12","w-PS1","2020-09-17 08:35:31.200","PS1_Bot1","",""
"69081","AT 2020xbm","23:57:52.547","+19:10:45.11","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsi","PS1 - GPC1","","1","1","","20.45","i-Sloan","2020-09-07 13:00:28.800","PS1_Bot1","",""
"69080","AT 2020xbl","01:51:51.178","+16:00:48.93","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsg","PS1 - GPC1","","1","1","","21.68","w-PS1","2020-09-17 10:06:14.400","PS1_Bot1","",""
"69079","AT 2020xbk","02:21:35.662","+24:29:59.52","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsf","PS1 - GPC1","","1","1","","21.57","w-PS1","2020-09-17 11:21:07.200","PS1_Bot1","",""
"69078","AT 2020xbj","02:54:14.777","+18:32:03.04","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jse","PS1 - GPC1","","1","1","","21.2","i-Sloan","2020-09-02 13:14:52.800","PS1_Bot1","",""
"69077","AT 2020xbi","00:40:56.578","+03:22:40.47","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsd","PS1 - GPC1","","1","1","","21.68","i-Sloan","2020-09-09 12:04:19.200","PS1_Bot1","",""
"69076","AT 2020xbh","01:50:18.610","-14:38:02.42","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsc","PS1 - GPC1","","1","1","","21.21","w-PS1","2020-09-16 09:57:36.000","PS1_Bot1","","TESS-Sector30"
"69075","AT 2020xbg","23:04:07.328","+11:04:39.63","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jsb","PS1 - GPC1","","1","1","","20.8","w-PS1","2020-09-16 07:32:09.600","PS1_Bot1","",""
"69074","AT 2020xbf","23:23:33.517","+07:10:35.41","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jry","PS1 - GPC1","","1","1","","20.47","w-PS1","2020-09-16 09:46:04.800","PS1_Bot1","",""
"69073","AT 2020xbe","01:15:47.212","+02:25:53.68","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20jrw","PS1 - GPC1","","1","1","","21.72","w-PS1","2020-09-16 11:42:43.200","PS1_Bot1","",""
