"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5201","SN 2009mp","09:23:59.779","+14:06:47.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.2","","2009-10-17 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5202","SN 2009mq","23:44:59.820","-03:59:13.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.1","","2009-11-11 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5203","SN 2009mr","22:25:59.561","+17:13:32.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2009-11-15 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5204","SN 2009ms","10:39:55.399","+39:48:10.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","2009-11-18 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5205","SN 2009mt","04:02:57.679","+17:56:26.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2009-11-25 00:00:00.000","","[Discoverer=Catelan, Drake et al. (CRTS); DiscoveryRef=CBET 2090; PositionRef=CBET 2090; Orig Type=Ia   ]",""
"5206","SN 2009mu","09:51:57.749","-33:04:42.38","SN IIb","","ESO 374-3       ","","","","","","","","","0","1","","18.2","","2009-12-21 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2091; PositionRef=CBET 2091; Orig Type=IIb  ]",""
"5207","SN 2009mv","07:15:39.739","+35:14:28.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2009-12-16 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2092; PositionRef=CBET 2092; Orig Type=Ia   ]",""
"5208","SN 2009mw","09:47:14.959","-24:51:18.79","SN IIP","","ESO 499-5       ","","","","","","","","","0","1","","18.3","","2009-12-23 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 2094; PositionRef=CBET 2094; Orig Type=IIP  ]",""
"5209","SN 2009mx","09:20:37.721","+33:38:52.91","SN Ia-pec","","NGC 2839        ","","","","","","","","","0","1","","18.3","","2009-12-24 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2095; PositionRef=CBET 2095; Orig Type=Ia-p ]",""
"5210","SN 2009my","11:10:46.380","+12:01:14.59","SN II","","NGC 3559        ","","","","","","","","","0","1","","17.8","","2009-12-24 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2095; PositionRef=CBET 2095; Orig Type=II   ]",""
"5211","SN 2009mz","14:03:24.641","-06:03:31.28","SN Ia","","NGC 5426        ","","","","","","","","","0","1","","15.1","","2009-12-26 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2096; PositionRef=CBET 2096; Orig Type=Ia   ]",""
"5212","SN 2009N","12:31:09.470","-08:02:56.29","SN IIP","","NGC 4487        ","","","","","","","","","0","1","","16.6","","2009-01-24 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 1670; PositionRef=CBET 1670; Orig Type=IIP  ]",""
"5213","SN 2009na","10:47:01.421","+26:32:38.11","SN Ia","","UGC 5884        ","","","","","","","","","0","1","","15.3","","2009-12-26 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2098; PositionRef=CBET 2098; Orig Type=Ia   ]",""
"5214","SN 2009nb","10:28:04.680","-35:30:02.20","SN IIP","","Anon.           ","","","","","","","","","0","1","","18.3","","2009-12-25 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2099; PositionRef=CBET 2099; Orig Type=IIP  ]",""
"5215","SN 2009nc","11:33:07.279","+24:41:30.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2009-11-08 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ia   ]",""
"5216","SN 2009nd","02:00:53.940","+13:52:15.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2009-11-09 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ia   ]",""
"5217","SN 2009ne","12:07:36.610","+20:42:13.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2009-11-10 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ia   ]",""
"5218","SN 2009nf","01:58:56.971","-07:16:58.30","SN IIb","","Anon.           ","","","","","","","","","0","1","","19.8","","2009-11-11 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=IIb  ]",""
"5219","SN 2009ng","01:37:28.241","+25:34:50.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2009-11-21 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ia   ]",""
"5220","SN 2009nh","09:10:59.011","+15:36:41.11","SN Ic","","Anon.           ","","","","","","","","","0","1","","19.3","","2009-11-26 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ic   ]",""
"5221","SN 2009ni","08:44:41.491","-06:19:35.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2009-12-16 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=Ia   ]",""
"5222","SN 2009nj","11:06:36.881","+34:19:51.60","SN IIn","","Anon.           ","","","","","","","","","0","1","","18.8","","2009-12-17 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=IIn  ]",""
"5223","SN 2009nk","14:10:58.769","+06:21:47.81","SN Ia","","NGC 5491        ","","","","","","","","","0","1","","17","","2009-12-29 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2102; PositionRef=CBET 2102; Orig Type=Ia   ]",""
"5224","SN 2009nl","03:39:47.779","-11:13:25.00","SN Ic","","Anon.           ","","","","","","","","","0","1","","18.7","","2009-10-23 00:00:00.000","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2106; PositionRef=CBET 2106; Orig Type=Ic   ]",""
"5225","SN 2009nm","10:05:24.540","+51:16:38.71","SN IIn","","Anon.           ","","","","","","","","","0","1","","18.8","","2009-11-20 00:00:00.000","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2106; PositionRef=CBET 2106; Orig Type=IIn  ]",""
"5226","SN 2009nn","12:33:56.419","+13:55:09.01","SN IIn","","Anon.           ","","","","","","","","","0","1","","17.3","","2009-12-05 00:00:00.000","","[Discoverer=Zheng, Yuan et al. (ROTSE); DiscoveryRef=CBET 2107; PositionRef=CBET 2107; Orig Type=IIn  ]",""
"5227","SN 2009no","12:51:54.751","+26:04:03.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2009-12-27 00:00:00.000","","[Discoverer=Zheng, Yuan et al. (ROTSE); DiscoveryRef=CBET 2107; PositionRef=CBET 2107; Orig Type=Ia   ]",""
"5228","SN 2009np","12:27:06.619","+06:25:33.31","SN Ic","","Anon.           ","","","","","","","","","0","1","","18","","2009-12-15 00:00:00.000","","[Discoverer=Zheng, Yuan et al. (ROTSE); DiscoveryRef=CBET 2108; PositionRef=CBET 2108; Orig Type=Ic?  ]",""
"5229","SN 2009nq","23:15:16.970","+19:01:22.51","SN Ia","","NGC 7549        ","","","","","","","","","0","1","","16.2","","2009-12-28 00:00:00.000","","[Discoverer=Zheng, Yuan et al. (ROTSE); DiscoveryRef=CBET 2110; PositionRef=CBET 2110; Orig Type=Ia   ]",""
"5230","SN 2009nr","13:10:58.949","+11:29:29.29","SN Ia","","UGC 8255        ","","","","","","","","","0","1","","13.6","","2009-12-22 00:00:00.000","","[Discoverer=Balanutsa; DiscoveryRef=CBET 2111; PositionRef=CBET 2111; Orig Type=Ia   ]",""
"5231","SN 2009ns","02:15:37.601","-03:25:41.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2009-10-15 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=Ia   ]",""
"5232","SN 2009nt","23:11:03.120","+20:26:19.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2009-11-20 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=Ia   ]",""
"5233","SN 2009nu","02:20:37.690","+02:24:14.69","SN II","","Anon.           ","","","","","","","","","0","1","","18.7","","2009-12-15 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=II   ]",""
"5234","SN 2009nv","12:02:55.279","+15:35:02.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.1","","2009-12-18 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=Ia   ]",""
"5235","SN 2009nw","10:40:10.860","+22:37:35.51","SN IIn","","Anon.           ","","","","","","","","","0","1","","19.4","","2009-12-18 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=IIn  ]",""
"5236"," 2009nx","00:44:11.669","+23:44:25.40","","","Anon.           ","","","","","","","","","0","1","","19","","2009-12-20 00:00:00.000","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=Unknown]",""
