"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"69892","AT 2020ygc","19:59:19.430","+56:25:20.68","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyq","Gaia - Gaia-photometric","","1","1","","12.98","G-Gaia","2020-10-25 21:28:48.000","Gaia_Bot1","",""
"69891","AT 2020ygb","05:03:59.730","-61:13:17.69","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyo","Gaia - Gaia-photometric","","1","1","","18.68","G-Gaia","2020-10-25 00:50:24.000","Gaia_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"69890","AT 2020yga","03:18:04.080","-59:37:16.75","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyn","Gaia - Gaia-photometric","","1","1","","18.84","G-Gaia","2020-10-25 07:04:48.000","Gaia_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"69889","AT 2020yfz","19:41:30.420","+55:47:38.62","","","","","GaiaAlerts, ZTF, Pan-STARRS1","GaiaAlerts, ZTF, Pan-STARRS1","","GaiaAlerts; Pan-STARRS1; ZTF","Gaia20eyl","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","16.96","G-Gaia","2020-10-25 09:30:14.400","Gaia_Bot1","",""
"69888","AT 2020yfy","03:11:48.580","-60:20:20.22","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyj","Gaia - Gaia-photometric","","1","1","","18.19","G-Gaia","2020-10-25 13:06:14.400","Gaia_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"69887","AT 2020yfx","03:30:31.432","-00:49:04.69","","","","","Pan-STARRS1, YSE","Pan-STARRS1","","Pan-STARRS1","PS20kki","PS1 - GPC1","","1","1","","21.69","w-PS1","2020-10-16 12:34:33.600","PS2_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"69886","SN 2020yfw","22:04:49.272","+16:51:23.93","SN Ia","0.028","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20acmzoxo","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.13","r-ZTF","2020-10-24 04:10:33.600","ZTF_Bot1","",""
"69885","AT 2020yfv","20:23:35.342","-09:20:56.06","","","","","ZTF","ZTF","","ZTF","ZTF18abtjlga","P48 - ZTF-Cam","","1","1","","17.67","g-ZTF","2020-10-21 03:34:30.144","ZTF_AMPEL_COMPLETE","",""
"69884","SN 2020yfu","06:41:19.780","+19:16:22.61","SN Ia","0.05","","","ULL-ASTRO-MASTER","ZTF","ePESSTO+","ZTF","ZTF20acitojm","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.874","g-ZTF","2020-10-13 10:36:34.000","Perez-Fournon","",""
"69883","AT 2020yft","06:02:08.511","+53:38:29.42","","","","","ULL-ASTRO-MASTER","ZTF","","ZTF","ZTF20acmdbks","P48 - ZTF-Cam","","1","1","","20.959","g-ZTF","2020-10-21 09:53:39.000","Perez-Fournon","",""
