"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5178","SN 2009lt","01:30:54.490","+18:36:39.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2009-11-21 00:00:00.000","","[Discoverer=Kryachko, Satovskiy; DiscoveryRef=CBET 2043; PositionRef=CBET 2043; Orig Type=Ia   ]",""
"5179","SN 2009lu","10:54:20.959","-04:20:39.08","SN Ia","","MCG -01-28-5    ","","","","","","","","","0","1","","18","","2009-11-20 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2044; PositionRef=CBET 2044; Orig Type=Ia   ]",""
"5180","SN 2009lv","00:16:26.570","+22:26:10.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2009-11-19 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2045; PositionRef=CBET 2045; Orig Type=Ia   ]",""
"5181","SN 2009lw","02:28:12.091","+31:18:46.30","SN Ib","","NGC 931         ","","","","","","","","","0","1","","18.8","","2009-11-24 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2047; PositionRef=CBET 2047; Orig Type=Ib?  ]",""
"5182","SN 2009lx","11:40:18.850","+03:00:18.40","SN IIP","","MCG +01-30-8    ","","","","","","","","","0","1","","17.1","","2009-11-24 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2048; PositionRef=CBET 2048; Orig Type=IIP  ]",""
"5183","SN 2009ly","00:41:12.701","-09:08:53.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2009-11-06 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2056; PositionRef=CBET 2056; Orig Type=Ia   ]",""
"5184","SN 2009lz","00:12:59.460","+14:41:21.30","SN IIP","","Anon.           ","","","","","","","","","0","1","","18.8","","2009-09-25 00:00:00.000","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2059; PositionRef=CBET 2059; Orig Type=IIp  ]",""
"5185"," 2009M","02:39:36.480","+10:50:27.89","","","NGC 1028        ","","","","","","","","","0","1","","17.6","","2009-01-20 00:00:00.000","","[Discoverer=Arbour; DiscoveryRef=CBET 1669; PositionRef=CBET 1669; Orig Type=Unknown]",""
"5186","SN 2009ma","08:28:58.200","-00:35:12.30","SN IIn","","Anon.           ","","","","","","","","","0","1","","18.2","","2009-10-17 00:00:00.000","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2059; PositionRef=CBET 2059; Orig Type=IIn  ]",""
"5187","SN 2009mb","09:11:09.199","+19:59:45.20","SN IIn","","Anon.           ","","","","","","","","","0","1","","19","","2009-10-18 00:00:00.000","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2059; PositionRef=CBET 2059; Orig Type=IIn  ]",""
"5188","SN 2009mc","08:55:59.810","-05:19:44.62","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2009-11-21 00:00:00.000","","[Discoverer=Catelan, Drake et al. (CRTS); DiscoveryRef=CBET 2060; PositionRef=CBET 2060; Orig Type=Ia   ]",""
"5189","SN 2009md","10:48:26.280","+12:32:02.80","SN II","","NGC 3389        ","","","","","","","","","0","1","","16.5","","2009-12-04 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2065; PositionRef=CBET 2065; Orig Type=II   ]",""
"5190","SN 2009me","12:09:39.859","+43:40:30.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2009-12-03 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 2066; PositionRef=CBET 2066; Orig Type=Ia   ]",""
"5191","SN 2009mf","01:00:55.879","+47:41:07.69","SN II","","IC 65           ","","","","","","","","","0","1","","16.2","","2009-12-06 00:00:00.000","","[Discoverer=Arbour; DiscoveryRef=CBET 2067; PositionRef=CBET 2067; Orig Type=II   ]",""
"5192","SN 2009mg","06:21:44.861","-59:44:26.02","SN IIb","","ESO 121-G26     ","","","","","","","","","0","1","","17.3","","2009-12-07 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2071; PositionRef=CBET 2071; Orig Type=IIb  ]",""
"5193","SN 2009mh","11:43:55.930","+10:46:55.20","SN Ia","","NGC 3839        ","","","","","","","","","0","1","","16.6","","2009-12-12 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2074; PositionRef=CBET 2074; Orig Type=Ia   ]",""
"5194","SN 2009mi","05:52:38.230","-17:47:02.51","SN Ic","","IC 2151         ","","","","","","","","","0","1","","15.4","","2009-12-12 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2077; PositionRef=CBET 2077; Orig Type=Ic   ]",""
"5195","SN 2009mj","06:53:12.149","+44:04:16.61","SN Ia","","MCG +07-14-18   ","","","","","","","","","0","1","","17.8","","2009-12-10 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni, Rossi; DiscoveryRef=CBET 2078; PositionRef=CBET 2078; Orig Type=Ia   ]",""
"5196","SN 2009mk","00:06:21.370","-41:28:59.81","SN IIb","","ESO 293-34      ","","","","","","","","","0","1","","15.3","","2009-12-15 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2080; PositionRef=CBET 2080; Orig Type=IIb  ]",""
"5197","SN 2009ml","23:53:33.470","-10:09:49.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2009-10-14 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5198","SN 2009mm","02:56:23.611","+41:40:31.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2009-10-15 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5199","SN 2009mn","06:31:36.881","+25:19:35.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2009-10-15 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
"5200","SN 2009mo","09:14:24.151","+15:51:10.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.2","","2009-10-17 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 2089; PositionRef=CBET 2089; Orig Type=Ia   ]",""
