# MJD     Mag    Err  LimMag Passband Telescope Filename
54764.34  17.087  0.035     NaN        B     kait4      unk
54765.03  17.013  0.015     NaN        B   nickel1      unk
54766.26  16.998  0.046     NaN        B     kait4      unk
54773.38  17.220  0.073     NaN        B     kait4      unk
54775.39  17.411  0.048     NaN        B     kait4      unk
54777.27  17.655  0.066     NaN        B     kait4      unk
54783.94  18.528  0.155     NaN        B   nickel1      unk
54786.08  18.853  0.497     NaN        B   nickel1      unk
54786.23  18.915  0.134     NaN        B     kait4      unk
54787.93  18.977  0.037     NaN        B   nickel1      unk
54811.92  21.037  0.476     NaN        B   nickel1      unk
54833.13  20.753  0.527     NaN        B     kait4      unk
54843.88  21.187  0.482     NaN        B   nickel1      unk
54764.34  17.066  0.051     NaN        V     kait4      unk
54765.03  17.005  0.012     NaN        V   nickel1      unk
54766.26  16.981  0.044     NaN        V     kait4      unk
54773.38  17.036  0.061     NaN        V     kait4      unk
54775.39  17.032  0.064     NaN        V     kait4      unk
54777.27  17.156  0.048     NaN        V     kait4      unk
54783.94  17.713  0.042     NaN        V   nickel1      unk
54786.08  17.775  0.059     NaN        V   nickel1      unk
54786.23  17.748  0.093     NaN        V     kait4      unk
54787.93  17.868  0.027     NaN        V   nickel1      unk
54811.92  19.061  0.145     NaN        V   nickel1      unk
54833.13  19.922  0.201     NaN        V     kait4      unk
54843.88  19.854  0.531     NaN        V   nickel1      unk
54764.34  16.906  0.076     NaN        R     kait4      unk
54765.03  16.802  0.017     NaN        R   nickel1      unk
54766.26  16.822  0.066     NaN        R     kait4      unk
54773.38  16.823  0.109     NaN        R     kait4      unk
54775.39  17.066  0.091     NaN        R     kait4      unk
54777.27  17.180  0.067     NaN        R     kait4      unk
54783.94  17.421  0.371     NaN        R   nickel1      unk
54786.08  17.161  0.202     NaN        R   nickel1      unk
54786.23  17.506  0.116     NaN        R     kait4      unk
54787.93  17.511  0.027     NaN        R   nickel1      unk
54811.92  18.812  0.154     NaN        R   nickel1      unk
54833.13  19.383  0.259     NaN        R     kait4      unk
54843.88  19.930  0.261     NaN        R   nickel1      unk
54764.34  17.045  0.111     NaN        I     kait4      unk
54765.03  17.039  0.029     NaN        I   nickel1      unk
54766.26  17.073  0.094     NaN        I     kait4      unk
54773.38  17.163  0.079     NaN        I     kait4      unk
54775.39  17.336  0.103     NaN        I     kait4      unk
54777.27  17.739  0.158     NaN        I     kait4      unk
54783.94  17.656  0.084     NaN        I   nickel1      unk
54786.08  17.593  0.050     NaN        I   nickel1      unk
54786.23  17.699  0.093     NaN        I     kait4      unk
54787.93  17.526  0.045     NaN        I   nickel1      unk
54811.92  18.797  0.124     NaN        I   nickel1      unk
54833.13  19.442  0.363     NaN        I     kait4      unk
54843.88  20.541  0.447     NaN        I   nickel1      unk
