# MJD     Mag    Err  LimMag Passband Telescope Filename
57882.34  17.763  0.037     NaN        B   nickel2      unk
57883.35  17.852  0.131     NaN        B     kait4      unk
57884.37  17.537  0.137     NaN        B     kait4      unk
57888.39  17.226  0.075     NaN        B     kait4      unk
57889.49  17.220  0.060     NaN        B     kait4      unk
57891.36  17.136  0.023     NaN        B   nickel2      unk
57892.50  17.164  0.074     NaN        B     kait4      unk
57893.49  17.275  0.048     NaN        B     kait4      unk
57896.36  17.396  0.026     NaN        B   nickel2      unk
57896.50  17.577  0.137     NaN        B     kait4      unk
57897.49  17.585  0.080     NaN        B     kait4      unk
57898.37  17.606  0.033     NaN        B   nickel2      unk
57898.48  17.715  0.203     NaN        B     kait4      unk
57900.47  17.807  0.057     NaN        B     kait4      unk
57901.47  17.940  0.060     NaN        B     kait4      unk
57902.47  18.076  0.064     NaN        B     kait4      unk
57903.35  18.195  0.049     NaN        B   nickel2      unk
57903.48  18.204  0.071     NaN        B     kait4      unk
57905.47  18.469  0.130     NaN        B     kait4      unk
57906.46  18.582  0.153     NaN        B     kait4      unk
57908.46  18.856  0.154     NaN        B     kait4      unk
57909.46  18.918  0.158     NaN        B     kait4      unk
57910.31  18.992  0.083     NaN        B   nickel2      unk
57910.45  19.172  0.160     NaN        B     kait4      unk
57911.45  19.309  0.192     NaN        B     kait4      unk
57918.45  19.625  0.223     NaN        B     kait4      unk
57919.43  19.519  0.198     NaN        B     kait4      unk
57920.43  19.542  0.194     NaN        B     kait4      unk
57921.42  19.725  0.195     NaN        B     kait4      unk
57922.43  19.831  0.291     NaN        B     kait4      unk
57923.45  19.917  0.309     NaN        B     kait4      unk
57924.36  19.922  0.141     NaN        B   nickel2      unk
57924.41  19.626  0.224     NaN        B     kait4      unk
57925.36  19.975  0.131     NaN        B   nickel2      unk
57926.42  19.996  0.295     NaN        B     kait4      unk
57928.36  20.062  0.162     NaN        B   nickel2      unk
57928.41  20.140  0.279     NaN        B     kait4      unk
57930.41  20.155  0.265     NaN        B     kait4      unk
57932.41  20.096  0.315     NaN        B     kait4      unk
57933.34  20.158  0.198     NaN        B   nickel2      unk
57934.39  19.750  0.296     NaN        B     kait4      unk
57936.38  19.896  0.289     NaN        B     kait4      unk
57946.38  20.208  0.412     NaN        B     kait4      unk
57948.38  19.899  0.430     NaN        B     kait4      unk
57950.34  20.192  0.420     NaN        B     kait4      unk
57954.33  20.139  0.291     NaN        B     kait4      unk
57956.33  20.580  0.432     NaN        B     kait4      unk
57958.33  20.293  0.397     NaN        B     kait4      unk
57959.32  20.456  0.224     NaN        B   nickel2      unk
57960.32  20.053  0.426     NaN        B     kait4      unk
57962.34  20.095  0.434     NaN        B     kait4      unk
57964.31  20.420  0.331     NaN        B     kait4      unk
57966.31  20.183  0.567     NaN        B     kait4      unk
57966.31  20.645  0.272     NaN        B   nickel2      unk
57983.33  20.744  0.494     NaN        B   nickel2      unk
57985.28  20.330  0.579     NaN        B     kait4      unk
57994.26  21.135  0.448     NaN        B   nickel2      unk
58004.25  21.003  0.520     NaN        B   nickel2      unk
58009.22  20.927  0.371     NaN        B   nickel2      unk
58022.23  21.475  0.504     NaN        B   nickel2      unk
57882.34  16.505  0.020     NaN        V   nickel2      unk
57883.35  16.301  0.044     NaN        V     kait4      unk
57884.37  16.141  0.030     NaN        V     kait4      unk
57888.39  15.800  0.169     NaN        V     kait4      unk
57889.49  15.765  0.022     NaN        V     kait4      unk
57891.36  15.795  0.017     NaN        V   nickel2      unk
57892.50  15.760  0.024     NaN        V     kait4      unk
57893.49  15.741  0.019     NaN        V     kait4      unk
57896.36  15.848  0.019     NaN        V   nickel2      unk
57896.50  15.863  0.027     NaN        V     kait4      unk
57897.49  15.894  0.038     NaN        V     kait4      unk
57898.37  15.959  0.023     NaN        V   nickel2      unk
57898.48  15.937  0.026     NaN        V     kait4      unk
57900.47  16.066  0.022     NaN        V     kait4      unk
57901.47  16.134  0.029     NaN        V     kait4      unk
57902.47  16.179  0.030     NaN        V     kait4      unk
57903.35  16.302  0.025     NaN        V   nickel2      unk
57903.48  16.281  0.023     NaN        V     kait4      unk
57905.47  16.395  0.032     NaN        V     kait4      unk
57906.46  16.467  0.030     NaN        V     kait4      unk
57908.46  16.543  0.028     NaN        V     kait4      unk
57909.46  16.588  0.033     NaN        V     kait4      unk
57910.31  16.671  0.030     NaN        V   nickel2      unk
57910.45  16.647  0.036     NaN        V     kait4      unk
57911.45  16.640  0.040     NaN        V     kait4      unk
57918.45  17.206  0.047     NaN        V     kait4      unk
57919.43  17.238  0.041     NaN        V     kait4      unk
57920.43  17.286  0.208     NaN        V     kait4      unk
57921.42  17.320  0.045     NaN        V     kait4      unk
57922.43  17.393  0.054     NaN        V     kait4      unk
57923.45  17.469  0.079     NaN        V     kait4      unk
57924.36  17.525  0.038     NaN        V   nickel2      unk
57924.41  17.561  0.049     NaN        V     kait4      unk
57925.36  17.570  0.038     NaN        V   nickel2      unk
57926.42  17.562  0.068     NaN        V     kait4      unk
57928.36  17.686  0.040     NaN        V   nickel2      unk
57928.41  17.662  0.057     NaN        V     kait4      unk
57930.41  17.690  0.064     NaN        V     kait4      unk
57932.41  17.830  0.084     NaN        V     kait4      unk
57933.34  17.862  0.048     NaN        V   nickel2      unk
57934.39  17.872  0.057     NaN        V     kait4      unk
57936.38  17.957  0.063     NaN        V     kait4      unk
57946.38  18.166  0.125     NaN        V     kait4      unk
57948.38  18.259  0.143     NaN        V     kait4      unk
57950.34  18.269  0.143     NaN        V     kait4      unk
57954.33  18.437  0.150     NaN        V     kait4      unk
57956.33  18.477  0.115     NaN        V     kait4      unk
57958.33  18.628  0.151     NaN        V     kait4      unk
57959.32  18.602  0.073     NaN        V   nickel2      unk
57960.32  18.644  0.130     NaN        V     kait4      unk
57962.34  18.626  0.159     NaN        V     kait4      unk
57964.31  18.638  0.107     NaN        V     kait4      unk
57966.31  18.636  0.136     NaN        V     kait4      unk
57966.31  18.750  0.075     NaN        V   nickel2      unk
57983.33  19.370  0.256     NaN        V   nickel2      unk
57985.28  19.284  0.285     NaN        V     kait4      unk
57994.26  19.585  0.177     NaN        V   nickel2      unk
58004.25  19.632  0.267     NaN        V   nickel2      unk
58009.22  19.681  0.161     NaN        V   nickel2      unk
58022.23  20.202  0.302     NaN        V   nickel2      unk
57882.34  15.544  0.020     NaN        R   nickel2      unk
57883.35  15.373  0.030     NaN        R     kait4      unk
57884.37  15.252  0.021     NaN        R     kait4      unk
57888.39  15.012  0.027     NaN        R     kait4      unk
57889.49  15.030  0.025     NaN        R     kait4      unk
57891.36  15.013  0.015     NaN        R   nickel2      unk
57892.50  15.005  0.019     NaN        R     kait4      unk
57893.49  15.006  0.018     NaN        R     kait4      unk
57896.36  15.154  0.015     NaN        R   nickel2      unk
57896.50  15.181  0.022     NaN        R     kait4      unk
57897.49  15.248  0.022     NaN        R     kait4      unk
57898.37  15.305  0.015     NaN        R   nickel2      unk
57898.48  15.324  0.018     NaN        R     kait4      unk
57900.47  15.447  0.015     NaN        R     kait4      unk
57902.47  15.510  0.025     NaN        R     kait4      unk
57903.35  15.565  0.016     NaN        R   nickel2      unk
57903.48  15.559  0.017     NaN        R     kait4      unk
57905.47  15.590  0.023     NaN        R     kait4      unk
57908.46  15.618  0.022     NaN        R     kait4      unk
57909.46  15.644  0.020     NaN        R     kait4      unk
57910.45  15.685  0.029     NaN        R     kait4      unk
57911.45  15.713  0.027     NaN        R     kait4      unk
57918.45  16.066  0.028     NaN        R     kait4      unk
57919.43  16.165  0.027     NaN        R     kait4      unk
57920.43  16.246  0.037     NaN        R     kait4      unk
57921.42  16.326  0.032     NaN        R     kait4      unk
57922.43  16.374  0.032     NaN        R     kait4      unk
57923.45  16.480  0.033     NaN        R     kait4      unk
57924.36  16.524  0.022     NaN        R   nickel2      unk
57924.41  16.493  0.031     NaN        R     kait4      unk
57925.36  16.580  0.026     NaN        R   nickel2      unk
57926.42  16.637  0.042     NaN        R     kait4      unk
57928.36  16.725  0.023     NaN        R   nickel2      unk
57928.41  16.700  0.033     NaN        R     kait4      unk
57930.41  16.777  0.034     NaN        R     kait4      unk
57932.41  16.853  0.049     NaN        R     kait4      unk
57933.34  16.917  0.027     NaN        R   nickel2      unk
57934.39  16.932  0.038     NaN        R     kait4      unk
57936.38  17.053  0.043     NaN        R     kait4      unk
57946.38  17.457  0.056     NaN        R     kait4      unk
57948.38  17.382  0.078     NaN        R     kait4      unk
57950.34  17.532  0.070     NaN        R     kait4      unk
57954.33  17.662  0.170     NaN        R     kait4      unk
57956.33  17.751  0.078     NaN        R     kait4      unk
57958.33  17.719  0.091     NaN        R     kait4      unk
57959.32  17.843  0.044     NaN        R   nickel2      unk
57960.32  17.890  0.081     NaN        R     kait4      unk
57962.34  17.972  0.087     NaN        R     kait4      unk
57964.31  17.968  0.074     NaN        R     kait4      unk
57966.31  18.170  0.099     NaN        R     kait4      unk
57966.31  18.078  0.050     NaN        R   nickel2      unk
57983.33  18.574  0.158     NaN        R   nickel2      unk
57985.28  18.605  0.172     NaN        R     kait4      unk
57994.26  18.898  0.105     NaN        R   nickel2      unk
58004.25  19.236  0.259     NaN        R   nickel2      unk
58009.22  19.406  0.173     NaN        R   nickel2      unk
58022.23  19.649  0.287     NaN        R   nickel2      unk
57882.34  14.915  0.020     NaN        I   nickel2      unk
57883.35  14.707  0.033     NaN        I     kait4      unk
57884.37  14.599  0.028     NaN        I     kait4      unk
57888.39  14.478  0.024     NaN        I     kait4      unk
57889.49  14.511  0.022     NaN        I     kait4      unk
57891.36  14.585  0.016     NaN        I   nickel2      unk
57892.50  14.592  0.023     NaN        I     kait4      unk
57893.49  14.606  0.020     NaN        I     kait4      unk
57896.36  14.757  0.015     NaN        I   nickel2      unk
57896.50  14.742  0.029     NaN        I     kait4      unk
57897.49  14.839  0.029     NaN        I     kait4      unk
57898.37  14.862  0.017     NaN        I   nickel2      unk
57898.48  14.871  0.021     NaN        I     kait4      unk
57900.47  14.940  0.021     NaN        I     kait4      unk
57901.47  14.928  0.022     NaN        I     kait4      unk
57902.47  14.907  0.028     NaN        I     kait4      unk
57903.35  14.897  0.018     NaN        I   nickel2      unk
57903.48  14.898  0.024     NaN        I     kait4      unk
57905.47  14.851  0.027     NaN        I     kait4      unk
57906.46  14.844  0.028     NaN        I     kait4      unk
57908.46  14.807  0.027     NaN        I     kait4      unk
57909.46  14.810  0.028     NaN        I     kait4      unk
57910.31  14.825  0.023     NaN        I   nickel2      unk
57910.45  14.824  0.032     NaN        I     kait4      unk
57911.45  14.805  0.032     NaN        I     kait4      unk
57918.45  15.012  0.035     NaN        I     kait4      unk
57919.43  15.110  0.035     NaN        I     kait4      unk
57920.43  15.201  0.034     NaN        I     kait4      unk
57921.42  15.252  0.036     NaN        I     kait4      unk
57922.43  15.327  0.034     NaN        I     kait4      unk
57923.45  15.415  0.037     NaN        I     kait4      unk
57924.36  15.498  0.026     NaN        I   nickel2      unk
57924.41  15.492  0.034     NaN        I     kait4      unk
57925.36  15.564  0.025     NaN        I   nickel2      unk
57926.42  15.612  0.037     NaN        I     kait4      unk
57928.36  15.734  0.024     NaN        I   nickel2      unk
57928.41  15.713  0.036     NaN        I     kait4      unk
57930.41  15.836  0.033     NaN        I     kait4      unk
57932.41  15.939  0.041     NaN        I     kait4      unk
57933.34  15.987  0.025     NaN        I   nickel2      unk
57934.39  16.039  0.036     NaN        I     kait4      unk
57936.38  16.122  0.038     NaN        I     kait4      unk
57946.38  16.651  0.048     NaN        I     kait4      unk
57948.38  16.644  0.074     NaN        I     kait4      unk
57950.34  16.748  0.055     NaN        I     kait4      unk
57954.33  16.907  0.059     NaN        I     kait4      unk
57956.33  17.048  0.065     NaN        I     kait4      unk
57958.33  17.053  0.084     NaN        I     kait4      unk
57959.32  17.181  0.033     NaN        I   nickel2      unk
57960.32  17.144  0.131     NaN        I     kait4      unk
57962.34  17.308  0.195     NaN        I     kait4      unk
57964.31  17.355  0.077     NaN        I     kait4      unk
57966.31  17.470  0.082     NaN        I     kait4      unk
57966.31  17.415  0.038     NaN        I   nickel2      unk
57983.33  18.053  0.095     NaN        I   nickel2      unk
57985.28  17.956  0.194     NaN        I     kait4      unk
57994.26  18.363  0.094     NaN        I   nickel2      unk
58004.25  18.689  0.183     NaN        I   nickel2      unk
58009.22  18.777  0.134     NaN        I   nickel2      unk
57883.35  15.424  0.023     NaN    CLEAR     kait4      unk
