54194.290	Keck-NIRC2	K'	16.7	0.1
54188.147	Palomar-60	r'	15.65	0.06
54189.230	Palomar-60	r'	15.75	0.05
54189.331	Palomar-60	r'	15.60	0.02
54190.232	Palomar-60	r'	15.73	0.03
54190.329	Palomar-60	r'	15.59	0.03
54191.137	Palomar-60	r'	15.68	0.05
54191.234	Palomar-60	r'	15.69	0.03
54191.137	Palomar-60	r'	15.68	0.05
54192.233	Palomar-60	r'	15.36	0.04
54193.138	Palomar-60	r'	15.56	0.03
54193.231	Palomar-60	r'	15.59	0.22
54194.238	Palomar-60	r'	15.45	0.04
54195.223	Palomar-60	r'	15.43	0.03
54196.239	Palomar-60	r'	15.50	0.03
54197.307	Palomar-60	r'	15.94	0.06
54201.145	Palomar-60	r'	16.41	0.07
54204.146	Palomar-60	r'	16.69	0.03
54204.245	Palomar-60	r'	16.31	0.12
54208.165	Palomar-60	r'	17.09	0.04
54215.164	Palomar-60	r'	17.58	0.07
54218.157	Palomar-60	r'	17.62	0.05
54219.195	Palomar-60	r'	17.64	0.14
54220.154	Palomar-60	r'	17.74	0.09
54228.159	Palomar-60	r'	18.18	0.18
54188.127	Palomar-60	g'	16.27	0.09
54188.142	Palomar-60	g'	16.30	0.05
54189.128	Palomar-60	g'	16.37	0.04
54189.222	Palomar-60	g'	16.23	0.11
54189.323	Palomar-60	g'	16.20	0.14
54190.129	Palomar-60	g'	16.36	0.08
54190.225	Palomar-60	g'	16.37	0.12
54190.321	Palomar-60	g'	16.22	0.12
54191.130	Palomar-60	g'	16.45	0.11
54191.227	Palomar-60	g'	16.43	0.12
54191.130	Palomar-60	g'	16.30	0.13
54192.130	Palomar-60	g'	16.49	0.11
54192.226	Palomar-60	g'	16.39	0.12
54192.322	Palomar-60	g'	16.39	0.09
54193.224	Palomar-60	g'	16.45	0.11
54193.320	Palomar-60	g'	16.53	0.12
54194.132	Palomar-60	g'	16.59	0.09
54194.230	Palomar-60	g'	16.26	0.11
54195.216	Palomar-60	g'	16.47	0.09
54196.138	Palomar-60	g'	16.66	0.07
54196.231	Palomar-60	g'	17.06	0.12
54197.300	Palomar-60	g'	17.03	0.07
54201.138	Palomar-60	g'	17.62	0.14
54201.235	Palomar-60	g'	17.47	0.17
54204.139	Palomar-60	g'	17.80	0.13
54204.237	Palomar-60	g'	17.59	0.12
54207.159	Palomar-60	g'	18.11	0.19
54208.158	Palomar-60	g'	18.04	0.13
54208.275	Palomar-60	g'	17.98	0.15
54210.140	Palomar-60	g'	18.09	0.23
54212.267	Palomar-60	g'	18.20	0.23
54215.157	Palomar-60	g'	18.49	0.42
54216.155	Palomar-60	g'	18.61	0.34
54218.150	Palomar-60	g'	18.57	0.39
54219.188	Palomar-60	g'	18.42	0.22
54220.147	Palomar-60	g'	18.73	0.40
54229.159	Palomar-60	g'	18.71	0.10
54208.600	Super-LOTIS	I	17.01	0.02 
54209.600	Super-LOTIS	I	17.22	0.02 
54210.600	Super-LOTIS	I	17.18	0.02 
54217.600	Super-LOTIS	I	17.59	0.04 
54224.600	Super-LOTIS	I	18.00	0.05 
54231.600	Super-LOTIS	I	18.35	0.10 
54246.600	Super-LOTIS	I	18.90	0.29 
54249.600	Super-LOTIS	I	19.05	0.18 
54250.600	Super-LOTIS	I	19.15	0.10 
54208.600	Super-LOTIS	R	16.79	0.23 
54209.600	Super-LOTIS	R	16.97	0.22 
54210.600	Super-LOTIS	R	17.10	0.20 
54213.600	Super-LOTIS	R	17.24	0.22 
54216.600	Super-LOTIS	R	17.32	0.29 
54217.600	Super-LOTIS	R	17.47	0.29 
54224.600	Super-LOTIS	R	17.72	0.38 
54231.600	Super-LOTIS	R	17.96	0.46 
54246.600	Super-LOTIS	R	18.11	0.40 
54247.600	Super-LOTIS	R	18.55	0.37 
54251.600	Super-LOTIS	R	18.16	0.46 
54256.600	Super-LOTIS	R	18.20	0.54 
54208.600	Super-LOTIS	V	17.84	0.15 
54209.600	Super-LOTIS	V	17.80	0.15 
54210.600	Super-LOTIS	V	17.80	0.15 
54217.600	Super-LOTIS	V	18.30	0.15 
54224.600	Super-LOTIS	V	18.94	0.15 
54231.600	Super-LOTIS	V	18.87	0.15 
54247.600	Super-LOTIS	V	19.55	0.23 
54249.600	Super-LOTIS	V	19.27	0.16 
54247.600	Bok-2.3m	B	20.53	0.04 
