JD	V	R	I
2450333.8	-	-	19.26	0.08	-	-
2450375.9	21.07	0.15	20.09	0.08	19.45	0.15
2450433.7	21.95	0.15	20.97	0.08	20.6	0.15
2450461.6	22.5	0.15	21.5	0.15	21.1	0.15
2450491.5	23.3	0.5	22.2	0.5	-	-
