JD	B	V	Telescope	Observer
2445665.76	14.75	0.01	14.32	0.01	ESO 2.2 m	P. G.
2445666.40	14.64	-	14.23	-	SAAO 1.0 m	P. Mackb
2445666.56	-	-	14.24	0.01	ESO 2.2 m	P. G.
2445679.66	14.81	0.04	13.85	0.01	CTIO 4.0 m	M. M. P.
2445710.65	16.58	0.01	15.40	0.01	CTIO 4.0 m	M. M. P.
2445738.59	16.94	0.01	-	CTIO 1.5 m	M. M. P.
2445767.53	17.33	0.01	-	CTIO 1.5 m	M. M. P.
2445786.49	17.68	0.04	-	CTIO 4.0 m	M. M. P.
2445918.93	20.14	0.04	-	CTIO 4.0 m	M. M. P.
