 53207.6 r   -20.368   144.326 32.064
 53210.6 i   147.991   275.173 32.185
 53227.6 i   187.789   693.634 32.185
 53227.6 r  -202.006   225.115 32.064
 53228.6 z   380.030   171.244 30.742
 53229.6 g   -87.018    52.632 32.486
 53231.6 i   -27.131   292.472 32.185
 53231.6 r   -89.688   115.609 32.064
 53231.6 g   -17.037    79.691 32.486
 53234.6 i   338.469   261.816 32.185
 53236.6 r   594.088   309.400 32.064
 53236.6 g   -33.809    81.142 32.486
 53239.5 i    73.715   456.255 32.185
 53239.6 r  -249.590   196.893 32.064
 53239.6 z  -147.149   153.778 30.742
 53253.5 i   151.460   233.470 32.185
 53253.6 r  -158.603   113.661 32.064
 53253.6 z   118.063   205.923 30.742
 53256.5 z   354.580   182.198 30.742
 53257.5 i   549.219   258.490 32.185
 53257.6 r   184.909   139.710 32.064
 53257.6 g   -61.814    60.719 32.486
 53261.5 i   134.132   209.547 32.185
 53261.5 r  -321.623    92.588 32.064
 53261.5 g   -73.372    54.269 32.486
 53266.5 i   768.832   427.198 32.185
 53266.5 r  -334.770   179.666 32.064
 53267.5 g   144.225    94.117 32.486
 53270.5 i   666.729   259.264 32.185
 53270.6 r   -86.531   119.762 32.064
 53270.6 z   -97.678   167.998 30.742
 53282.5 i   697.275   315.328 32.185
 53282.5 r  -211.267   126.568 32.064
 53282.5 z   234.851   196.176 30.742
 53286.5 z   114.146   174.936 30.742
 53287.4 i   592.534   213.724 32.185
 53287.5 r    -9.712    91.114 32.064
 53287.5 g  -312.878    45.672 32.486
 53293.4 i     4.480   409.452 32.185
 53293.4 r   -43.214   272.471 32.064
 53293.5 g   301.095   218.226 32.486
 53297.4 r  -181.309   233.652 32.064
 53297.4 i   916.994   502.965 32.185
 53297.4 g  -115.420   105.472 32.486
 53299.4 z   245.817   183.058 30.742
 53300.4 i   -51.025   226.610 32.185
 53300.4 r   108.728   123.898 32.064
 53311.4 r  9236.827   326.135 32.064
 53311.4 i 15600.948   305.691 32.185
 53313.4 g 10981.700   141.497 32.486
 53316.4 g 10133.293   148.144 32.486
 53316.4 i 14701.410   427.498 32.185
 53316.4 r  9661.878   113.818 32.064
 53322.3 i 16143.669   675.768 32.185
 53322.4 r  9374.718   320.256 32.064
 53322.4 z  4423.454   186.346 30.742
 53328.3 i 17485.249   306.379 32.185
 53328.4 r 10151.972   217.698 32.064
 53328.4 z  4666.515   220.142 30.742
 53330.4 i 18501.541   515.118 32.185
 53330.4 z  5319.623   392.815 30.742
 53343.3 i 17841.431  1294.133 32.185
 53343.4 r  9088.362   503.136 32.064
 53343.4 z  4520.608  1132.511 30.742
 53344.4 z  4857.042   864.305 30.742
 53350.3 i 16761.360   310.227 32.185
 53350.3 r  8855.080   121.022 32.064
 53350.3 g  4867.266   137.442 32.486
 53353.2 i 16622.022   292.345 32.185
 53353.3 r  8048.756   107.063 32.064
 53353.3 g  3946.219    62.815 32.486
 53353.3 z  4832.687   176.367 30.742
 53356.2 i 17248.906   485.612 32.185
 53356.2 r  8826.154   359.889 32.064
 53356.3 g  3871.080   112.987 32.486
 53358.3 i 16149.567  1246.116 32.185
 53358.4 z  4942.920   778.489 30.742
 53376.3 i 15595.849   917.135 32.185
 53376.3 r  7267.659   280.367 32.064
 53376.3 g  2716.660   254.174 32.486
 53379.2 i 19056.819  1533.111 32.185
 53385.3 i 14146.226   959.611 32.185
 53385.3 r  7053.113   615.651 32.064
 53386.3 z  4546.590   591.612 30.742
 53390.3 i 15441.265  2701.740 32.185
