 53173.5 i   369.250   204.074 31.781
 53173.6 r  -183.349    68.697 32.045
 53173.6 g  -107.446    72.790 32.434
 53176.5 i   -56.273    84.063 31.781
 53176.6 r   266.483   114.783 32.045
 53176.6 g   323.398   111.492 32.434
 53180.5 i   -47.001    62.674 31.781
 53180.6 r     4.117    63.208 32.045
 53180.6 g    64.914   179.031 32.434
 53195.5 i   -49.975    72.897 31.781
 53195.6 r   -57.559    41.017 32.045
 53196.6 z   666.648   384.232 30.737
 53197.6 z  -111.348   125.335 30.737
 53198.5 i   393.432   198.701 31.781
 53198.5 r   -56.241    83.496 32.045
 53198.6 z   316.203   154.081 30.737
 53203.5 i    74.922   310.059 31.781
 53203.5 r   108.167   229.782 32.045
 53203.6 g    -2.615   146.480 32.434
 53209.5 i   508.858   238.770 31.781
 53209.6 r  -164.157    67.189 32.045
 53209.6 g   161.505    58.743 32.434
 53210.6 g   -11.746   166.713 32.434
 53224.6 r  8153.609   563.502 32.045
 53227.5 i  8927.546   598.750 31.781
 53227.5 r  9124.159   459.618 32.045
 53228.5 z  3137.148   250.351 30.737
 53231.5 i  9647.863   614.082 31.781
 53231.5 r  9108.239   281.687 32.045
 53231.5 g 11643.276   245.773 32.434
 53234.5 i  9920.825   139.315 31.781
 53234.5 r  8780.772   100.725 32.045
 53234.5 g 10471.271    81.617 32.434
 53238.4 i 10798.887   571.893 31.781
 53239.4 z  3919.793   389.622 30.737
 53239.5 r  9226.700   413.086 32.045
 53253.4 i 11145.543   177.686 31.781
 53253.4 r  8835.813   155.789 32.045
 53254.4 z  4157.595   180.634 30.737
 53258.4 i 11299.091   523.725 31.781
 53258.4 g  5878.723   219.444 32.434
 53258.4 r  8692.773   122.119 32.045
 53262.3 i 11137.810   273.886 31.781
 53262.3 r  8789.368   132.820 32.045
 53262.4 g  5372.481   201.652 32.434
 53266.3 i 11179.325   183.464 31.781
 53266.3 r  8912.335   139.105 32.045
 53266.3 g  4998.132   230.837 32.434
 53268.3 z  4192.535   305.908 30.737
 53270.3 i 11913.751   257.105 31.781
 53270.3 r  8707.352   166.993 32.045
 53270.4 z  4446.511   184.571 30.737
 53283.2 i 11974.614   707.226 31.781
 53283.3 r  8658.839   468.551 32.045
 53283.4 z  4288.747  1010.491 30.737
 53285.4 g  4016.001    88.931 32.434
 53286.2 z  3966.991   508.956 30.737
 53287.3 i 11285.171   214.653 31.781
 53287.3 r  8360.762   207.884 32.045
 53287.3 g  4029.176    95.752 32.434
 53290.2 z  4648.655   578.641 30.737
 53293.2 i 10978.695   494.624 31.781
 53293.3 r  8199.981   133.979 32.045
 53293.3 g  3677.454    88.622 32.434
 53296.2 i 11118.842   248.443 31.781
 53296.3 r  7995.034   465.087 32.045
 53297.2 r  7841.425   188.567 32.045
 53312.2 i  9527.385   313.804 31.781
 53312.3 r  6651.983   217.331 32.045
 53317.2 i  8584.095   668.690 31.781
 53317.2 r  5572.673   132.435 32.045
 53317.3 g  2262.765    70.304 32.434
 53321.2 i  7941.460   440.262 31.781
 53321.3 r  5135.388   490.326 32.045
 53321.3 z  3206.282   767.602 30.737
 53322.2 z  2939.900   359.796 30.737
 53331.2 i  5021.821   381.948 31.781
 53331.3 z  2128.825   312.771 30.737
