# SDSS CID:   8446 IAU:          RA:  37.898319 DEC:  -0.981404  (J2000)
# GALAXY_SB [ugriz] = [ 23.95 23.69 22.86 22.11 21.67 ] +/- [  0.30  0.06  0.03  0.03  0.06 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  7.097E-01  1.105E+00  2.532E+00  5.024E+00  6.782E+00 ] +/- [  3.552E-01  7.381E-02  8.566E-02  1.322E-01  4.950E-01 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
   32  53616.418268  1  24.249  0.774  0.641  0.897   5.682e-01   6.033e-01   5.029e-01   7.037e-01  21  sdss  5566  82N  1 
    0  53616.414951  2  25.094  0.938  0.975  0.783  -2.364e-01   8.617e-01   8.074e-01   6.482e-01  24  sdss  5566  82N  1 
   32  53616.415780  3  23.150  0.698  0.554  0.419   1.753e+00   1.332e+00   1.111e+00   8.390e-01  25  sdss  5566  82N  1 
   32  53616.417439  4  21.418  0.491  0.341  0.345   9.029e+00   4.525e+00   3.259e+00   3.299e+00  24  sdss  5566  82N  1 
    0  53616.416610  0  23.222  1.020  0.501  2.171   1.849e+00   1.728e+00   9.479e-01   4.109e+00  17  sdss  5566  82N  1 
 1190  53626.395179  1  23.356  0.975  0.691  0.942   1.556e+00   1.283e+00   1.063e+00   1.448e+00  21  sdss  5603  82N  1 
 1052  53626.391861  2  25.882  2.926 26.884  0.910  -1.012e+00   6.471e+00   3.299e+01   1.117e+00  24  sdss  5603  82N  1 
   60  53626.392690  3  22.270  0.536  1.772  0.311   4.322e+00   2.087e+00   7.371e+00   1.294e+00  25  sdss  5603  82N  1 
  134  53626.393520  0  26.281  2.158  0.578  3.413  -2.209e+00   4.279e+00   1.255e+00   7.412e+00  17  sdss  5603  82N  1 
    1  53628.380289  1  22.615  0.374  0.176  0.189   3.174e+00   1.067e+00   5.189e-01   5.583e-01  21  sdss  5610  82N  1 
   33  53628.376972  2  22.641  0.407  0.205  0.191   3.116e+00   1.162e+00   6.097e-01   5.682e-01  24  sdss  5610  82N  1 
   32  53628.377801  3  22.705  0.584  0.570  0.278   2.818e+00   1.566e+00   1.627e+00   7.954e-01  25  sdss  5610  82N  1 
    0  53628.379460  4  23.443  0.833  0.451  0.574  -3.135e+00   4.900e+00   2.549e+00   3.242e+00  24  sdss  5610  82N  1 
    1  53628.378631  0  23.164  1.473  0.670  2.127   1.964e+00   2.516e+00   1.328e+00   4.215e+00  17  sdss  5610  82N  1 
    1  53635.389082  1  25.593  1.398  0.438  0.427  -2.886e-01   1.098e+00   2.827e-01   2.754e-01  21  sdss  5622  82N  1 
   33  53635.385765  2  23.303  0.689  0.191  0.154   1.616e+00   1.080e+00   3.215e-01   2.594e-01  24  sdss  5622  82N  1 
   33  53635.386594  3  23.324  0.777  0.266  0.203   1.426e+00   1.331e+00   4.707e-01   3.587e-01  25  sdss  5622  82N  1 
    0  53635.388253  4  22.839  0.703  0.252  0.357  -2.998e-02   3.674e+00   1.229e+00   1.741e+00  24  sdss  5622  82N  1 
    1  53635.387423  0  23.895  1.700  0.707  1.393   8.109e-01   2.510e+00   8.502e-01   1.677e+00  17  sdss  5622  82N  1 
    0  53639.427984  1  23.002  0.301  0.099  0.187   2.199e+00   6.165e-01   2.066e-01   3.907e-01  21  sdss  5642  82N  1 
   32  53639.424667  2  23.386  0.517  0.225  0.236   1.481e+00   7.833e-01   3.548e-01   3.721e-01  24  sdss  5642  82N  1 
   32  53639.425496  3  24.020  0.864  0.375  0.422   4.120e-01   1.167e+00   4.668e-01   5.243e-01  25  sdss  5642  82N  1 
    0  53639.427155  4  23.928  0.489  0.191  0.334  -6.294e+00   3.604e+00   1.439e+00   2.511e+00  24  sdss  5642  82N  1 
    0  53639.426325  0  26.135  0.913  0.149  1.149  -1.900e+00   1.592e+00   2.883e-01   2.220e+00  17  sdss  5642  82N  1 
   32  53641.427254  1  24.027  0.670  0.362  0.541   7.562e-01   5.880e-01   3.280e-01   4.906e-01  21  sdss  5658  82N  1 
   32  53641.423937  2  24.314  0.799  0.494  0.392   4.037e-01   7.421e-01   4.355e-01   3.455e-01  24  sdss  5658  82N  1 
   32  53641.424766  3  24.011  0.861  0.721  0.437   4.232e-01   1.164e+00   8.989e-01   5.452e-01  25  sdss  5658  82N  1 
   32  53641.426425  4  22.312  0.668  0.551  0.455   2.641e+00   3.750e+00   2.999e+00   2.474e+00  24  sdss  5658  82N  1 
   32  53641.425595  0  24.049  1.256  0.415  2.229   6.303e-01   1.587e+00   4.636e-01   2.488e+00  17  sdss  5658  82N  1 
    0  53644.375115  1  23.034  0.239  0.126  0.146   2.133e+00   4.787e-01   2.561e-01   2.960e-01  21  sdss  5670  82N  1 
   32  53644.371797  2  23.452  0.510  0.253  0.252   1.379e+00   7.366e-01   3.791e-01   3.781e-01  24  sdss  5670  82N  1 
   32  53644.372627  3  22.973  0.509  0.249  0.229   2.132e+00   1.123e+00   5.725e-01   5.260e-01  25  sdss  5670  82N  1 
   32  53644.374285  4  22.218  0.547  0.246  0.320   3.162e+00   3.139e+00   1.395e+00   1.811e+00  24  sdss  5670  82N  1 
    8  53644.373456  0  23.752  1.034  0.899  1.514   9.930e-01   1.356e+00   1.173e+00   1.975e+00  17  sdss  5670  82N  1 
    3  53657.386657  1  22.803  0.698  0.448  0.412   2.659e+00   1.556e+00   1.118e+00   1.030e+00  21  sdss  5731  82N  1 
   33  53657.383340  2  24.422  1.375  0.987  0.943   3.103e-01   1.442e+00   8.371e-01   8.001e-01  24  sdss  5731  82N  1 
   32  53657.384169  3  22.156  0.415  0.312  0.246   4.820e+00   1.830e+00   1.433e+00   1.130e+00  25  sdss  5731  82N  1 
    0  53657.385828  4  22.851  1.020  1.024  1.003  -8.915e-02   5.740e+00   4.995e+00   4.893e+00  24  sdss  5731  82N  1 
    3  53657.384999  0  22.955  1.656  0.764  2.422   2.432e+00   3.126e+00   1.795e+00   5.688e+00  17  sdss  5731  82N  1 
    1  53663.371273  1  22.733  0.488  0.105  0.118   2.840e+00   1.223e+00   2.797e-01   3.136e-01  21  sdss  5744  82N  1 
    1  53663.367956  2  22.485  0.334  0.117  0.078   3.614e+00   1.109e+00   4.008e-01   2.663e-01  24  sdss  5744  82N  1 
   33  53663.368785  3  22.560  0.450  0.323  0.124   3.257e+00   1.393e+00   1.044e+00   4.021e-01  25  sdss  5744  82N  1 
   32  53663.370444  4  22.269  0.743  0.581  0.336   2.873e+00   4.263e+00   3.215e+00   1.857e+00  24  sdss  5744  82N  1 
    1  53663.369614  0  25.860  1.800  0.529  1.096  -1.406e+00   2.939e+00   8.318e-01   1.722e+00  17  sdss  5744  82N  1 
    1  53666.441428  1  22.474  0.369  0.321  0.142   3.623e+00   1.195e+00   1.077e+00   4.762e-01  21  sdss  5765  82N  1 
   33  53666.438110  2  23.205  0.720  0.629  0.304   1.789e+00   1.207e+00   1.150e+00   5.560e-01  24  sdss  5765  82N  1 
 1080  53666.438940  3  22.381  0.469  5.295  0.159   3.882e+00   1.683e+00   1.998e+01   5.983e-01  25  sdss  5765  82N  1 
  188  53666.440598  4  21.718  1.228  6.756  0.310   6.446e+00   8.986e+00   5.159e+01   2.365e+00  24  sdss  5765  82N  1 
  129  53666.439769  0  21.900  0.703  0.547  0.575   6.677e+00   3.707e+00   3.257e+00   3.422e+00  17  sdss  5765  82N  1 
   33  53668.360793  1  22.942  0.372  0.103  0.332   2.329e+00   7.924e-01   2.275e-01   7.331e-01  21  sdss  5770  82N  1 
   32  53668.357476  2  22.903  0.428  0.243  0.271   2.419e+00   9.724e-01   5.743e-01   6.399e-01  24  sdss  5770  82N  1 
   32  53668.358305  3  22.595  0.474  0.319  0.295   3.147e+00   1.419e+00   1.000e+00   9.244e-01  25  sdss  5770  82N  1 
   32  53668.359963  4  21.470  0.545  0.431  0.427   8.537e+00   4.795e+00   3.957e+00   3.917e+00  24  sdss  5770  82N  1 
    9  53668.359134  0  22.537  0.700  0.755  1.291   3.661e+00   2.116e+00   2.542e+00   4.341e+00  17  sdss  5770  82N  1 
    1  53669.448444  1  22.668  0.344  0.147  0.232   3.020e+00   9.403e-01   4.131e-01   6.541e-01  21  sdss  5777  82N  1 
   32  53669.445127  2  23.121  0.557  0.314  0.245   1.948e+00   1.030e+00   6.159e-01   4.801e-01  24  sdss  5777  82N  1 
   32  53669.445956  3  22.587  0.493  0.302  0.231   3.172e+00   1.479e+00   9.525e-01   7.299e-01  25  sdss  5777  82N  1 
