# SDSS CID:   1755 IAU:          RA: 312.520599 DEC:  -0.994410  (J2000)
# GALAXY_SB [ugriz] = [ 23.44 23.52 23.08 22.97 22.19 ] +/- [  0.39  0.08  0.07  0.07  0.12 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  1.408E+00  1.309E+00  2.024E+00  2.131E+00  3.264E+00 ] +/- [  6.304E-01  1.137E-01  1.347E-01  1.664E-01  6.908E-01 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
   32  53623.173102  1  22.896  0.282  0.111  0.240   2.434e+00   6.353e-01   2.563e-01   5.512e-01  9  sdss  5590  82N  1 
    0  53623.169785  2  22.400  0.241  0.075  0.167   3.917e+00   8.755e-01   2.777e-01   6.159e-01  10  sdss  5590  82N  1 
   32  53623.170614  3  23.142  0.656  0.320  0.348   1.769e+00   1.261e+00   6.435e-01   6.997e-01  13  sdss  5590  82N  1 
   32  53623.172272  4  21.992  0.598  0.373  0.433   4.524e+00   3.798e+00   2.380e+00   2.763e+00  12  sdss  5590  82N  1 
   32  53623.171443  0  22.159  0.424  0.147  0.711   5.239e+00   1.928e+00   7.010e-01   3.390e+00  7  sdss  5590  82N  1 
   33  53626.159310  1  22.966  0.542  0.175  0.254   2.276e+00   1.094e+00   3.779e-01   5.485e-01  9  sdss  5603  82N  1 
    1  53626.155993  2  22.536  0.342  0.196  0.145   3.444e+00   1.083e+00   6.397e-01   4.734e-01  10  sdss  5603  82N  1 
    0  53626.156822  3  21.950  0.260  0.126  0.096   5.857e+00   1.406e+00   6.921e-01   5.269e-01  13  sdss  5603  82N  1 
    0  53626.158481  4  23.323  0.719  0.063  0.490  -2.472e+00   4.025e+00   3.374e-01   2.633e+00  12  sdss  5603  82N  1 
    1  53626.157651  0  26.919  0.910  0.271  0.897  -4.127e+00   2.906e+00   1.031e+00   3.408e+00  7  sdss  5603  82N  1 
   33  53628.144184  1  23.242  1.347  0.258  0.546   1.742e+00   1.779e+00   4.379e-01   9.273e-01  9  sdss  5610  82N  1 
    1  53628.140867  2  22.054  0.354  0.099  0.192   5.414e+00   1.723e+00   5.002e-01   9.660e-01  10  sdss  5610  82N  1 
   33  53628.141696  3  22.870  0.972  0.576  0.461   2.376e+00   2.142e+00   1.432e+00   1.145e+00  13  sdss  5610  82N  1 
    0  53628.143355  4  23.756  0.856  0.336  0.738  -5.062e+00   5.668e+00   2.255e+00   4.951e+00  12  sdss  5610  82N  1 
    1  53628.142526  0  21.619  0.906  0.205  0.853   8.673e+00   5.811e+00   1.597e+00   6.641e+00  7  sdss  5610  82N  1 
   37  53635.152117  1  23.317  0.558  0.246  0.241   1.618e+00   8.337e-01   3.925e-01   3.831e-01  9  sdss  5622  82N  1 
    8  53635.148800  2  22.811  0.325  0.306  0.169   2.646e+00   8.103e-01   7.818e-01   4.329e-01  10  sdss  5622  82N  1 
    8  53635.149629  3  22.753  0.452  0.416  0.152   2.682e+00   1.190e+00   1.138e+00   4.153e-01  13  sdss  5622  82N  1 
   36  53635.151288  4  22.266  0.714  0.323  0.380   2.890e+00   4.082e+00   1.791e+00   2.105e+00  12  sdss  5622  82N  1 
   40  53635.150458  0  24.424  1.242  0.646  2.595   2.360e-01   1.496e+00   6.409e-01   2.573e+00  7  sdss  5622  82N  1 
