# SDSS CID:   8018 IAU:          RA: 356.614899 DEC:  -0.531684  (J2000)
# GALAXY_SB [ugriz] = [ 23.96 23.52 22.84 22.52 22.15 ] +/- [  0.38  0.07  0.04  0.03  0.08 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  6.999E-01  1.318E+00  2.569E+00  3.395E+00  3.528E+00 ] +/- [  4.403E-01  9.594E-02  1.015E-01  1.136E-01  4.791E-01 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
   32  53616.306125  1  23.618  0.568  0.205  0.745   1.192e+00   6.716e-01   2.560e-01   9.295e-01  18  sdss  5566  82N  2 
   32  53616.302808  2  23.794  0.923  0.406  0.878   9.262e-01   1.046e+00   4.735e-01   1.024e+00  16  sdss  5566  82N  2 
    0  53616.303637  3  26.055  0.626  0.294  0.406  -2.921e+00   1.696e+00   8.575e-01   1.185e+00  20  sdss  5566  82N  2 
    0  53616.305296  4  23.519  0.896  1.037  0.760  -3.574e+00   5.423e+00   6.047e+00   4.432e+00  21  sdss  5566  82N  2 
    4  53616.304467  0  23.167  1.300  0.402  2.680   1.960e+00   2.263e+00   8.167e-01   5.448e+00  12  sdss  5566  82N  2 
   32  53623.296501  1  23.870  0.582  0.252  0.421   9.082e-01   5.730e-01   2.577e-01   4.317e-01  18  sdss  5590  82N  2 
   32  53623.293184  2  23.349  0.507  0.201  0.184   1.540e+00   7.892e-01   3.254e-01   2.981e-01  16  sdss  5590  82N  2 
   32  53623.294013  3  23.522  0.757  0.369  0.231   1.097e+00   1.171e+00   5.725e-01   3.575e-01  20  sdss  5590  82N  2 
   32  53623.295672  4  22.306  0.667  0.445  0.279   2.671e+00   3.742e+00   2.419e+00   1.516e+00  21  sdss  5590  82N  2 
    4  53623.294842  0  25.443  1.270  0.112  1.841  -8.197e-01   1.672e+00   1.368e-01   2.253e+00  12  sdss  5590  82N  2 
   57  53626.282489  1  23.184  0.457  1.577  0.245   1.844e+00   7.857e-01   2.841e+00   4.416e-01  18  sdss  5603  82N  2 
   40  53626.279171  2  23.478  0.719  0.597  0.318   1.340e+00   9.888e-01   8.739e-01   4.659e-01  16  sdss  5603  82N  2 
 1081  53626.280001  3  23.674  1.218 10.447  0.324   8.699e-01   1.897e+00   1.490e+01   4.615e-01  20  sdss  5603  82N  2 
 1180  53626.281659  4  20.938  0.528 11.409  0.130   1.470e+01   6.986e+00   1.602e+02   1.819e+00  21  sdss  5603  82N  2 
  136  53626.280830  0  22.458  0.566  0.330  0.740   3.950e+00   1.959e+00   1.230e+00   2.760e+00  12  sdss  5603  82N  2 
  129  53628.267488  1  25.892  1.791  1.156  1.207  -4.955e-01   1.667e+00   8.616e-01   9.000e-01  18  sdss  5610  82N  2 
   33  53628.264171  2  23.228  0.969  0.358  0.406   1.747e+00   1.519e+00   6.397e-01   7.258e-01  16  sdss  5610  82N  2 
