# SDSS CID:   3794 IAU:          RA:  10.351166 DEC:   0.515346  (J2000)
# GALAXY_SB [ugriz] = [ 23.80 23.19 22.95 23.06 22.31 ] +/- [  0.34  0.05  0.05  0.06  0.09 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  8.889E-01  1.825E+00  2.319E+00  1.945E+00  2.603E+00 ] +/- [  4.357E-01  9.080E-02  1.115E-01  1.356E-01  4.953E-01 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
    0  53622.357236  1  22.497  0.207  0.108  0.280   3.545e+00   6.850e-01   3.619e-01   9.357e-01  11  sdss  5582  82S  5 
  168  53622.353919  2  22.565  0.336  0.297  0.375   3.350e+00   1.047e+00   9.513e-01   1.202e+00  11  sdss  5582  82S  5 
    8  53622.354748  3  26.123  0.579  0.863  0.406  -3.128e+00   1.696e+00   2.704e+00   1.272e+00  12  sdss  5582  82S  5 
   32  53622.356407  4  22.671  1.003  0.218  0.960   7.899e-01   5.647e+00   1.073e+00   4.736e+00  12  sdss  5582  82S  5 
  136  53622.355578  0  21.654  0.276  0.288  0.770   8.395e+00   2.116e+00   2.259e+00   6.033e+00  6  sdss  5582  82S  5 
   33  53627.314347  1  22.891  0.387  0.125  0.194   2.445e+00   8.750e-01   2.937e-01   4.554e-01  11  sdss  5607  82S  5 
   32  53627.311030  2  22.735  0.351  0.129  0.154   2.848e+00   9.396e-01   3.556e-01   4.249e-01  11  sdss  5607  82S  5 
    0  53627.311859  3  22.114  0.290  0.078  0.115   5.017e+00   1.364e+00   3.739e-01   5.539e-01  12  sdss  5607  82S  5 
   32  53627.313518  4  22.584  0.707  0.352  0.422   1.226e+00   3.765e+00   1.760e+00   2.112e+00  12  sdss  5607  82S  5 
    9  53627.312688  0  21.875  0.379  0.168  0.316   6.836e+00   2.336e+00   1.079e+00   2.025e+00  6  sdss  5607  82S  5 
    1  53634.307045  1  22.415  0.419  0.136  0.167   3.827e+00   1.440e+00   4.880e-01   6.007e-01  11  sdss  5619  82S  5 
    1  53634.303728  2  22.024  0.279  0.102  0.138   5.571e+00   1.427e+00   5.313e-01   7.211e-01  11  sdss  5619  82S  5 
    0  53634.304558  3  22.454  0.492  0.182  0.201   3.614e+00   1.657e+00   6.482e-01   7.149e-01  12  sdss  5619  82S  5 
    0  53634.306216  4  21.819  0.584  0.192  0.359   5.697e+00   4.100e+00   1.374e+00   2.580e+00  12  sdss  5619  82S  5 
  129  53634.305387  0  22.466  1.131  0.176  0.761   3.917e+00   3.333e+00   6.623e-01   2.858e+00  6  sdss  5619  82S  5 
