# SDSS CID:  14688 IAU:          RA:  53.836380 DEC:  -0.900427  (J2000)
# GALAXY_SB [ugriz] = [ 25.49 24.36 23.22 22.10 21.56 ] +/- [  0.22  0.09  0.04  0.03  0.06 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [ -9.154E-01  4.838E-01  1.769E+00  5.062E+00  7.645E+00 ] +/- [  2.859E-01  6.627E-02  8.013E-02  1.307E-01  5.325E-01 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
    1  53989.460597  1  23.702  1.160  0.259  0.199   1.092e+00   1.183e+00   2.990e-01   2.300e-01  20  sdss  6314  82N  1 
   33  53989.457280  2  23.733  1.056  0.300  0.200   9.991e-01   1.236e+00   3.658e-01   2.445e-01  23  sdss  6314  82N  1 
    1  53989.458109  3  21.963  0.269  0.047  0.068   5.788e+00   1.443e+00   2.564e-01   3.737e-01  22  sdss  6314  82N  1 
   32  53989.459768  4  22.060  0.621  0.249  0.313   4.096e+00   3.830e+00   1.535e+00   1.926e+00  22  sdss  6314  82N  1 
    1  53989.458938  0  22.032  0.611  0.026  0.249   5.901e+00   2.905e+00   1.361e-01   1.296e+00  15  sdss  6314  82N  1 
   32  54007.487637  1  24.903  0.752  0.198  0.589   1.273e-01   4.854e-01   1.190e-01   3.535e-01  20  sdss  6414  82N  1 
   32  54007.484319  2  23.131  0.385  0.123  0.145   1.928e+00   7.282e-01   2.397e-01   2.824e-01  23  sdss  6414  82N  1 
   32  54007.485148  3  22.141  0.261  0.050  0.096   4.890e+00   1.196e+00   2.338e-01   4.486e-01  22  sdss  6414  82N  1 
   32  54007.486807  4  21.895  0.600  0.180  0.352   5.161e+00   4.018e+00   1.225e+00   2.391e+00  22  sdss  6414  82N  1 
   32  54007.485978  0  22.889  0.736  0.065  0.716   2.599e+00   1.638e+00   1.589e-01   1.759e+00  15  sdss  6414  82N  1 
   32  54008.448345  1  24.762  0.763  0.180  0.709   2.135e-01   5.037e-01   1.119e-01   4.394e-01  20  sdss  6418  82N  1 
   32  54008.445027  2  23.262  0.461  0.238  0.239   1.687e+00   7.762e-01   4.160e-01   4.174e-01  23  sdss  6418  82N  1 
   32  54008.445857  3  22.562  0.393  0.137  0.183   3.252e+00   1.227e+00   4.432e-01   5.899e-01  22  sdss  6418  82N  1 
    0  54008.447515  4  20.977  0.333  0.106  0.260   1.414e+01   4.498e+00   1.476e+00   3.605e+00  22  sdss  6418  82N  1 
   32  54008.446686  0  23.857  1.157  0.057  1.643   8.574e-01   1.489e+00   6.916e-02   2.008e+00  15  sdss  6418  82N  1 
   32  54009.411368  1  24.859  0.682  0.065  0.398   1.541e-01   4.367e-01   3.946e-02   2.411e-01  20  sdss  6421  82N  1 
    0  54009.408051  2  22.795  0.263  0.062  0.081   2.686e+00   6.726e-01   1.608e-01   2.109e-01  23  sdss  6421  82N  1 
   32  54009.408880  3  22.511  0.324  0.026  0.100   3.420e+00   1.067e+00   8.707e-02   3.367e-01  22  sdss  6421  82N  1 
   32  54009.410539  4  22.007  0.517  0.149  0.281   4.429e+00   3.269e+00   9.446e-01   1.782e+00  22  sdss  6421  82N  1 
   32  54009.409709  0  23.706  0.955  0.102  0.846   1.055e+00   1.262e+00   1.364e-01   1.128e+00  15  sdss  6421  82N  1 
    0  54011.476034  1  23.855  0.445  0.043  0.226   9.231e-01   4.456e-01   4.454e-02   2.320e-01  20  sdss  6430  82N  1 
    0  54011.472717  2  23.105  0.334  0.113  0.097   1.979e+00   6.506e-01   2.251e-01   1.932e-01  23  sdss  6430  82N  1 
