# SDSS CID:   1757 IAU: 2006qc   RA: 312.806702 DEC:  -0.957646  (J2000)
# GALAXY_SB [ugriz] = [ 22.78 20.93 19.81 19.28 18.89 ] +/- [  0.00  0.00  0.00  0.00  0.00 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  2.817E+00  1.505E+01  4.316E+01  6.943E+01  9.916E+01 ] +/- [  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
  288  53623.173949  1  24.797  1.075  0.356  0.000   1.918e-01   7.555e-01   2.185e-01   0.000e+00  9  sdss  5590  82N  1 
  288  53623.170632  2  22.472  0.347  0.074  0.000   3.656e+00   1.168e+00   2.553e-01   0.000e+00  10  sdss  5590  82N  1 
  288  53623.171461  3  21.982  0.291  0.065  0.000   5.683e+00   1.534e+00   3.495e-01   0.000e+00  13  sdss  5590  82N  1 
  288  53623.173120  4  22.718  0.880  0.166  0.000   5.603e-01   4.789e+00   8.140e-01   0.000e+00  13  sdss  5590  82N  1 
  256  53623.172290  0  26.129  0.967  0.497  0.000  -1.887e+00   1.662e+00   9.509e-01   0.000e+00  4  sdss  5590  82N  1 
  289  53626.160158  1  23.174  0.698  0.169  0.000   1.863e+00   1.132e+00   3.029e-01   0.000e+00  9  sdss  5603  82N  1 
  289  53626.156841  2  22.256  0.312  0.146  0.000   4.482e+00   1.281e+00   6.137e-01   0.000e+00  10  sdss  5603  82N  1 
  256  53626.157671  3  26.099  0.599  0.166  0.000  -3.052e+00   1.708e+00   5.075e-01   0.000e+00  13  sdss  5603  82N  1 
  288  53626.159329  4  21.029  0.402  0.105  0.000   1.344e+01   5.132e+00   1.394e+00   0.000e+00  13  sdss  5603  82N  1 
  289  53626.158500  0  23.874  1.650  0.945  0.000   8.362e-01   2.400e+00   1.147e+00   0.000e+00  4  sdss  5603  82N  1 
  289  53628.145033  1  23.511  1.656  0.433  0.000   1.331e+00   1.842e+00   5.839e-01   0.000e+00  9  sdss  5610  82N  1 
  257  53628.141716  2  26.457  1.242  0.395  0.000  -1.897e+00   1.974e+00   7.597e-01   0.000e+00  10  sdss  5610  82N  1 
  257  53628.142545  3  26.048  0.970  0.363  0.000  -2.900e+00   2.453e+00   1.063e+00   0.000e+00  13  sdss  5610  82N  1 
  288  53628.144204  4  21.797  0.929  0.244  0.000   5.856e+00   6.507e+00   1.766e+00   0.000e+00  13  sdss  5610  82N  1 
  257  53628.143374  0  25.661  2.220  0.580  0.000  -1.106e+00   4.124e+00   7.942e-01   0.000e+00  4  sdss  5610  82N  1 
  269  53635.152968  1  26.599  0.951  1.038  0.000  -1.169e+00   1.032e+00   1.261e+00   0.000e+00  9  sdss  5622  82N  1 
  312  53635.149651  2  21.684  0.146  0.156  0.000   7.636e+00   1.029e+00   1.106e+00   0.000e+00  10  sdss  5622  82N  1 
  312  53635.150481  3  22.194  0.340  0.637  0.000   4.647e+00   1.471e+00   2.840e+00   0.000e+00  13  sdss  5622  82N  1 
  292  53635.152139  4  22.230  0.903  0.487  0.000   3.091e+00   5.353e+00   2.744e+00   0.000e+00  13  sdss  5622  82N  1 
  288  53635.151310  0  23.985  1.366  0.664  0.000   7.032e-01   1.794e+00   7.623e-01   0.000e+00  4  sdss  5622  82N  1 
  288  53637.145767  1  23.882  0.909  0.384  0.000   8.952e-01   8.521e-01   3.864e-01   0.000e+00  9  sdss  5633  82N  1 
  288  53637.142450  2  22.006  0.276  0.095  0.000   5.662e+00   1.430e+00   5.013e-01   0.000e+00  10  sdss  5633  82N  1 
  288  53637.143279  3  21.577  0.281  0.104  0.000   8.308e+00   2.135e+00   8.089e-01   0.000e+00  13  sdss  5633  82N  1 
  256  53637.144938  4  25.051  0.342  0.200  0.000  -2.007e+01   6.320e+00   3.807e+00   0.000e+00  13  sdss  5633  82N  1 
  256  53637.144109  0  26.460  0.990  0.807  0.000  -2.646e+00   2.121e+00   2.026e+00   0.000e+00  4  sdss  5633  82N  1 
  288  53644.137914  1  24.758  0.993  0.538  0.000   2.161e-01   6.872e-01   3.343e-01   0.000e+00  9  sdss  5670  82N  1 
  288  53644.134597  2  23.835  1.014  0.261  0.000   8.789e-01   1.134e+00   2.969e-01   0.000e+00  10  sdss  5670  82N  1 
  288  53644.135426  3  22.241  0.378  0.104  0.000   4.443e+00   1.561e+00   4.453e-01   0.000e+00  13  sdss  5670  82N  1 
  288  53644.137085  4  20.986  0.396  0.151  0.000   1.402e+01   5.250e+00   2.076e+00   0.000e+00  13  sdss  5670  82N  1 
  256  53644.136256  0  26.334  0.808  0.166  0.000  -2.332e+00   1.640e+00   3.750e-01   0.000e+00  4  sdss  5670  82N  1 
 1446  53649.132101  1  22.058  1.096  1.378  0.000   5.335e+00   4.109e+00   6.741e+00   0.000e+00  9  sdss  5702  82N  1 
 1468  53649.128784  2  20.660  0.631  3.069  0.000   1.966e+01   1.032e+01   5.570e+01   0.000e+00  10  sdss  5702  82N  1 
 1468  53649.129613  3  21.430  1.188  4.064  0.000   9.525e+00   7.820e+00   3.611e+01   0.000e+00  13  sdss  5702  82N  1 
 1454  53649.131272  4  19.629  0.618  1.257  0.000   5.050e+01   2.604e+01   5.839e+01   0.000e+00  13  sdss  5702  82N  1 
  289  53654.171409  1  24.890  1.378  0.627  0.000   1.353e-01   1.054e+00   3.772e-01   0.000e+00  9  sdss  5709  82N  1 
  289  53654.168092  2  22.532  0.380  0.089  0.000   3.455e+00   1.204e+00   2.912e-01   0.000e+00  10  sdss  5709  82N  1 
  288  53654.168922  3  22.839  0.727  0.157  0.000   2.457e+00   1.714e+00   4.018e-01   0.000e+00  13  sdss  5709  82N  1 
  256  53654.170580  4  24.085  0.680  0.142  0.000  -7.552e+00   5.464e+00   1.199e+00   0.000e+00  13  sdss  5709  82N  1 
  289  53654.169751  0  23.115  1.230  0.281  0.000   2.067e+00   2.164e+00   5.771e-01   0.000e+00  4  sdss  5709  82N  1 
  289  53656.118968  1  23.392  1.784  0.577  0.000   1.501e+00   2.105e+00   8.588e-01   0.000e+00  9  sdss  5719  82N  1 
  257  53656.115652  2  25.597  1.653  0.694  0.000  -6.935e-01   1.996e+00   7.099e-01   0.000e+00  10  sdss  5719  82N  1 
  289  53656.116481  3  22.978  1.281  0.432  0.000   2.121e+00   2.586e+00   9.900e-01   0.000e+00  13  sdss  5719  82N  1 
  288  53656.118139  4  21.816  1.073  0.569  0.000   5.719e+00   7.485e+00   4.072e+00   0.000e+00  13  sdss  5719  82N  1 
  289  53656.117310  0  22.712  1.900  0.823  0.000   3.093e+00   4.032e+00   2.363e+00   0.000e+00  4  sdss  5719  82N  1 
  256  53668.120964  1  26.239  1.022  0.632  0.000  -7.832e-01   8.982e-01   5.846e-01   0.000e+00  9  sdss  5770  82N  1 
  288  53668.117647  2  22.396  0.452  0.305  0.000   3.929e+00   1.594e+00   1.131e+00   0.000e+00  10  sdss  5770  82N  1 
  288  53668.118477  3  24.151  1.472  1.038  0.000   2.515e-01   2.339e+00   1.253e+00   0.000e+00  13  sdss  5770  82N  1 
  256  53668.120135  4  24.287  0.893  0.678  0.000  -9.413e+00   7.976e+00   6.709e+00   0.000e+00  13  sdss  5770  82N  1 
  256  53668.119306  0  26.800  0.688  0.278  0.000  -3.682e+00   2.086e+00   9.343e-01   0.000e+00  4  sdss  5770  82N  1 
  288  53670.125406  1  24.545  1.088  0.713  0.000   3.536e-01   7.990e-01   4.784e-01   0.000e+00  9  sdss  5781  82N  1 
  288  53670.122090  2  21.603  0.187  0.093  0.000   8.231e+00   1.416e+00   7.077e-01   0.000e+00  10  sdss  5781  82N  1 
  288  53670.122919  3  21.849  0.334  0.162  0.000   6.441e+00   1.972e+00   9.857e-01   0.000e+00  13  sdss  5781  82N  1 
  288  53670.124577  4  21.808  0.908  0.479  0.000   5.777e+00   6.324e+00   3.447e+00   0.000e+00  13  sdss  5781  82N  1 
  256  53670.123748  0  25.468  1.364  0.996  0.000  -8.499e-01   1.831e+00   1.217e+00   0.000e+00  4  sdss  5781  82N  1 
  288  53673.093240  1  23.212  0.446  0.155  0.000   1.795e+00   7.409e-01   2.695e-01   0.000e+00  9  sdss  5792  82N  1 
  288  53673.089923  2  22.063  0.264  0.106  0.000   5.369e+00   1.299e+00   5.320e-01   0.000e+00  10  sdss  5792  82N  1 
