# SDSS CID:   6776 IAU:          RA: 315.767670 DEC:   0.266444  (J2000)
# GALAXY_SB [ugriz] = [ 21.23 19.14 18.21 17.76 17.43 ] +/- [  0.04  0.00  0.00  0.00  0.00 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  1.210E+01  7.853E+01  1.880E+02  2.819E+02  3.832E+02 ] +/- [  4.601E-01  2.726E-01  3.709E-01  4.815E-01  1.154E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
   32  53623.182403  1  24.446  1.245  0.326  1.571   4.212e-01   9.673e-01   2.297e-01   1.107e+00  10  sdss  5590  82N  4 
    0  53623.179086  2  27.501  0.335  0.029  0.251  -5.171e+00   1.570e+00   1.426e-01   1.212e+00  11  sdss  5590  82N  4 
    0  53623.179916  3  27.659  0.178  0.016  0.108  -1.336e+01   2.172e+00   1.949e-01   1.329e+00  13  sdss  5590  82N  4 
   32  53623.181574  4  21.431  0.716  0.048  0.417   8.897e+00   6.342e+00   4.598e-01   3.962e+00  13  sdss  5590  82N  4 
   40  53623.180745  0  23.637  1.281  0.766  1.576   1.153e+00   1.810e+00   1.088e+00   2.238e+00  6  sdss  5590  82N  4 
    1  53626.168627  1  26.776  0.970  0.163  0.677  -1.403e+00   1.193e+00   2.313e-01   9.603e-01  10  sdss  5603  82N  4 
    1  53626.165310  2  28.021  0.236  0.044  0.158  -8.384e+00   1.807e+00   3.406e-01   1.232e+00  11  sdss  5603  82N  4 
    0  53626.166139  3  27.347  0.246  0.045  0.193  -1.000e+01   2.244e+00   4.139e-01   1.786e+00  13  sdss  5603  82N  4 
    0  53626.167797  4  25.913  0.147  0.012  0.093  -4.503e+01   6.060e+00   4.776e-01   3.870e+00  13  sdss  5603  82N  4 
    1  53626.166968  0  27.424  0.416  0.082  0.340  -6.634e+00   2.405e+00   4.952e-01   2.056e+00  6  sdss  5603  82N  4 
    1  53628.153086  1  27.806  0.616  0.148  0.611  -3.774e+00   1.973e+00   5.228e-01   2.153e+00  10  sdss  5610  82N  4 
    1  53628.149769  2  27.698  0.429  0.031  0.457  -6.213e+00   2.364e+00   1.802e-01   2.645e+00  11  sdss  5610  82N  4 
