# SDSS CID:  21478 IAU:          RA: 303.318268 DEC:  -0.094182  (J2000)
# GALAXY_SB [ugriz] = [ 24.62 25.29 24.36 23.18 21.60 ] +/- [  0.87  0.41  0.30  0.15  0.13 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  1.602E-02 -1.059E-01  3.633E-01  1.691E+00  7.372E+00 ] +/- [  8.401E-01  2.453E-01  2.636E-01  2.917E-01  1.080E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
    0  54346.137095  1  22.583  0.233  0.309  0.930   3.270e+00   7.021e-01   9.447e-01   2.844e+00  1  sdss  6920  82N  3 
    2  54346.133778  2  22.052  0.230  0.365  0.910   5.428e+00   1.147e+00   1.848e+00   4.603e+00  2  sdss  6920  82N  3 
 1152  54346.134608  3  22.442  0.448  0.555  1.113   3.657e+00   1.530e+00   1.981e+00   3.974e+00  3  sdss  6920  82N  3 
   32  54346.136266  4  21.577  0.769  0.962  1.616   7.587e+00   6.167e+00   8.197e+00   1.378e+01  3  sdss  6920  82N  3 
    2  54346.135437  0  22.986  1.327  1.038  7.607   2.359e+00   2.530e+00   2.420e+00   1.773e+01  1  sdss  6920  82N  3 
    0  54358.122328  1  22.694  0.251  0.135  0.868   2.946e+00   6.845e-01   3.733e-01   2.402e+00  1  sdss  6958  82N  3 
    0  54358.119011  2  22.376  0.257  0.235  0.586   4.006e+00   9.526e-01   8.859e-01   2.212e+00  2  sdss  6958  82N  3 
 1152  54358.119840  3  22.243  0.316  0.184  0.571   4.433e+00   1.310e+00   7.803e-01   2.428e+00  3  sdss  6958  82N  3 
   32  54358.121498  4  22.643  0.848  0.980  1.536   9.301e-01   4.610e+00   4.852e+00   7.604e+00  3  sdss  6958  82N  3 
  134  54358.120669  0  24.256  1.634  2.741 12.914   4.058e-01   2.280e+00   2.838e+00   1.337e+01  1  sdss  6958  82N  3 
    1  54366.114414  1  22.610  0.526  0.260  0.491   3.188e+00   1.465e+00   7.771e-01   1.466e+00  1  sdss  6985  82N  3 
    1  54366.111097  2  22.293  0.398  0.241  0.409   4.331e+00   1.554e+00   9.795e-01   1.662e+00  2  sdss  6985  82N  3 
 1152  54366.111926  3  22.195  0.452  0.264  0.420   4.641e+00   1.908e+00   1.171e+00   1.864e+00  3  sdss  6985  82N  3 
    0  54366.113585  4  24.052  0.547  0.209  0.704  -7.277e+00   4.382e+00   1.732e+00   5.838e+00  3  sdss  6985  82N  3 
    1  54366.112755  0  21.335  0.418  0.165  0.743   1.128e+01   4.060e+00   1.685e+00   7.567e+00  1  sdss  6985  82N  3 
    2  54382.162621  1  22.146  0.164  0.227  0.927   4.916e+00   7.393e-01   1.032e+00   4.218e+00  1  sdss  7037  82N  3 
 1154  54382.159305  2  21.852  0.206  0.264  0.804   6.538e+00   1.234e+00   1.605e+00   4.880e+00  2  sdss  7037  82N  3 
 1152  54382.160134  3  22.009  0.322  0.331  0.594   5.539e+00   1.642e+00   1.733e+00   3.110e+00  3  sdss  7037  82N  3 
    0  54382.161792  4  22.878  1.159  1.423  2.638  -2.197e-01   6.792e+00   6.948e+00   1.288e+01  3  sdss  7037  82N  3 
    2  54382.160963  0  21.859  0.409  0.372  2.381   6.938e+00   2.470e+00   2.348e+00   1.502e+01  1  sdss  7037  82N  3 
    0  54388.168940  1  21.925  0.128  0.121  0.405   6.035e+00   7.123e-01   6.734e-01   2.254e+00  1  sdss  7060  82N  3 
    0  54388.165624  2  21.685  0.140  0.083  0.231   7.634e+00   9.848e-01   5.899e-01   1.632e+00  2  sdss  7060  82N  3 
