# SDSS CID:   4341 IAU:          RA: 355.945435 DEC:   0.967919  (J2000)
# GALAXY_SB [ugriz] = [ 22.01 20.68 19.90 19.37 19.12 ] +/- [  0.05  0.01  0.01  0.01  0.02 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  5.865E+00  1.903E+01  3.954E+01  6.390E+01  8.011E+01 ] +/- [  2.977E-01  1.659E-01  2.302E-01  3.516E-01  1.190E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
  160  53622.317389  1  24.292  0.972  0.881  2.039   5.348e-01   7.561e-01   6.773e-01   1.567e+00  11  sdss  5582  82S  6 
   32  53622.314072  2  24.785  1.178  0.994  2.329   1.348e-02   1.137e+00   7.944e-01   1.861e+00  13  sdss  5582  82S  6 
    0  53622.314902  3  26.309  0.493  0.193  0.623  -3.757e+00   1.727e+00   7.139e-01   2.308e+00  11  sdss  5582  82S  6 
    0  53622.316560  4  24.205  0.639  0.573  0.900  -8.626e+00   5.668e+00   5.374e+00   8.442e+00  10  sdss  5582  82S  6 
    0  53622.315731  0  25.868  1.249  0.184  1.559  -1.418e+00   1.868e+00   2.934e-01   2.480e+00  12  sdss  5582  82S  6 
    1  53627.274804  1  25.366  1.354  0.908  1.538  -1.472e-01   1.028e+00   5.487e-01   9.297e-01  11  sdss  5607  82S  6 
    1  53627.271486  2  26.766  0.468  0.135  0.408  -2.577e+00   1.127e+00   3.399e-01   1.031e+00  13  sdss  5607  82S  6 
    0  53627.272316  3  26.478  0.378  0.097  0.371  -4.421e+00   1.570e+00   4.178e-01   1.594e+00  11  sdss  5607  82S  6 
   32  53627.273974  4  22.813  0.848  0.500  1.096   9.629e-02   4.570e+00   2.441e+00   5.345e+00  10  sdss  5607  82S  6 
  161  53627.273145  0  22.759  0.898  0.416  0.481   2.955e+00   2.169e+00   1.164e+00   1.347e+00  12  sdss  5607  82S  6 
   35  53634.266933  1  24.487  1.952  1.508  3.624   3.932e-01   1.914e+00   1.043e+00   2.507e+00  11  sdss  5619  82S  6 
   33  53634.263616  2  22.542  0.627  0.289  0.849   3.424e+00   1.877e+00   9.509e-01   2.789e+00  13  sdss  5619  82S  6 
  128  53634.264445  3  26.391  0.701  0.440  1.250  -4.067e+00   2.508e+00   1.751e+00   4.973e+00  11  sdss  5619  82S  6 
    0  53634.266104  4  24.602  0.788  0.172  1.176  -1.298e+01   9.144e+00   2.234e+00   1.531e+01  10  sdss  5619  82S  6 
    3  53634.265275  0  25.905  2.405  0.434  3.281  -1.479e+00   4.961e+00   7.089e-01   5.363e+00  12  sdss  5619  82S  6 
 1181  53636.272807  1  26.412  2.184 14.973  1.115  -9.553e-01   2.523e+00   1.589e+01   1.183e+00  11  sdss  5628  82S  6 
 1049  53636.269490  2  26.750  0.729  5.304  0.648  -2.535e+00   1.626e+00   1.321e+01   1.614e+00  13  sdss  5628  82S  6 
   24  53636.270320  3  25.183  1.221  5.866  1.738  -1.067e+00   1.976e+00   9.082e+00   2.690e+00  11  sdss  5628  82S  6 
 1180  53636.271978  4  22.969  1.860 15.000  1.908  -6.642e-01   1.422e+01   7.374e+01   9.380e+00  10  sdss  5628  82S  6 
  133  53636.271149  0  25.797  2.027  1.939  1.765  -1.305e+00   3.532e+00   2.934e+00   2.670e+00  12  sdss  5628  82S  6 
   33  53638.308285  1  24.340  0.881  0.144  0.996   4.985e-01   6.677e-01   1.078e-01   7.447e-01  11  sdss  5637  82S  6 
   32  53638.304968  2  23.845  0.885  0.159  0.915   8.676e-01   9.846e-01   1.806e-01   1.039e+00  13  sdss  5637  82S  6 
    0  53638.305797  3  25.265  0.920  0.135  0.957  -1.197e+00   1.482e+00   2.191e-01   1.558e+00  11  sdss  5637  82S  6 
  128  53638.307456  4  24.345  0.428  0.038  0.492  -9.998e+00   4.349e+00   3.943e-01   5.170e+00  10  sdss  5637  82S  6 
    9  53638.306627  0  26.116  0.999  0.591  0.767  -1.863e+00   1.714e+00   1.134e+00   1.472e+00  12  sdss  5637  82S  6 
 1190  53640.272236  1  20.511  0.837  1.039  0.134   2.225e+01   1.446e+01   2.138e+01   2.762e+00  11  sdss  5646  82S  6 
 1212  53640.268919  2  23.650  1.166  5.765  1.380   1.104e+00   1.427e+00   7.496e+00   1.795e+00  13  sdss  5646  82S  6 
 1180  53640.269749  3  27.199  0.270  0.847  0.375  -8.718e+00   2.180e+00   6.968e+00   3.088e+00  11  sdss  5646  82S  6 
 1188  53640.271407  4  22.545  2.244  6.611  2.856   1.418e+00   2.062e+01   3.340e+01   1.443e+01  10  sdss  5646  82S  6 
 1198  53640.270578  0  21.778  1.560  2.077  0.697   7.479e+00   6.783e+00   1.397e+01   4.689e+00  12  sdss  5646  82S  6 
    3  53655.244224  1  26.099  1.720  1.491  4.031  -6.596e-01   1.612e+00   1.263e+00   3.416e+00  11  sdss  5713  82S  6 
  131  53655.240907  2  27.566  0.389  0.145  0.813  -5.496e+00   1.933e+00   7.507e-01   4.211e+00  13  sdss  5713  82S  6 
    2  53655.241736  3  26.764  0.551  0.434  1.376  -5.802e+00   2.837e+00   2.408e+00   7.628e+00  11  sdss  5713  82S  6 
  130  53655.243395  4  23.253  1.279  1.035  3.822  -2.102e+00   7.982e+00   5.438e+00   2.008e+01  10  sdss  5713  82S  6 
