# SDSS CID:  17548 IAU: 2007ms   RA: 308.076355 DEC:  -1.014807  (J2000)
# GALAXY_SB [ugriz] = [ 22.21 21.53 21.29 24.36 20.82 ] +/- [  0.67  0.40  0.28  3.86  0.26 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  4.865E+00  8.673E+00  1.104E+01  0.000E+00  1.646E+01 ] +/- [  3.083E+00  3.204E+00  2.805E+00  4.571E+00  4.120E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
    0  54346.150134  1  25.916  0.954  0.473 37.752  -5.132e-01   7.316e-01   3.562e-01   2.845e+01  6  sdss  6920  82N  1 
  130  54346.146817  2  26.227  0.834  0.755 27.690  -1.494e+00   1.208e+00   1.197e+00   4.390e+01  7  sdss  6920  82N  1 
   32  54346.149305  4  21.320  0.554  0.560  4.379   1.001e+01   5.432e+00   5.782e+00   4.519e+01  9  sdss  6920  82N  1 
  160  54346.148476  0  23.040  1.097  0.255 17.098   2.234e+00   2.090e+00   5.684e-01   3.817e+01  3  sdss  6920  82N  1 
    0  54356.190690  1  20.739  0.041  0.016  0.824   1.805e+01   6.828e-01   2.720e-01   1.364e+01  6  sdss  6951  82N  1 
   32  54356.187373  2  20.839  0.060  0.031  0.850   1.668e+01   9.203e-01   4.677e-01   1.302e+01  7  sdss  6951  82N  1 
   32  54356.189861  4  20.767  0.243  0.176  1.151   1.735e+01   3.958e+00   2.910e+00   1.900e+01  9  sdss  6951  82N  1 
    0  54356.189032  0  20.840  0.115  0.013  0.907   1.783e+01   1.841e+00   2.124e-01   1.458e+01  3  sdss  6951  82N  1 
   32  54358.135530  1  20.459  0.049  0.030  1.922   2.336e+01   1.040e+00   6.471e-01   4.117e+01  6  sdss  6958  82N  1 
   32  54358.132213  2  20.305  0.049  0.025  1.165   2.730e+01   1.214e+00   6.184e-01   2.917e+01  7  sdss  6958  82N  1 
   32  54358.134701  4  20.317  0.211  0.185  1.748   2.661e+01   5.154e+00   4.565e+00   4.314e+01  9  sdss  6958  82N  1 
    2  54358.133871  0  20.361  0.101  0.054  2.297   2.773e+01   2.524e+00   1.357e+00   5.738e+01  3  sdss  6958  82N  1 
    1  54366.127649  1  19.514  0.043  0.021  0.640   5.578e+01   2.174e+00   1.086e+00   3.272e+01  6  sdss  6985  82N  1 
    1  54366.124332  2  19.325  0.034  0.015  0.366   6.732e+01   2.099e+00   9.433e-01   2.261e+01  7  sdss  6985  82N  1 
    0  54366.126820  4  19.329  0.104  0.033  0.740   6.665e+01   6.295e+00   2.030e+00   4.500e+01  9  sdss  6985  82N  1 
    1  54366.125991  0  19.895  0.116  0.051  0.835   4.259e+01   4.433e+00   1.960e+00   3.203e+01  3  sdss  6985  82N  1 
    2  54382.175899  1  19.427  0.019  0.011  1.036   6.044e+01   1.051e+00   6.059e-01   5.742e+01  6  sdss  7037  82N  1 
    2  54382.172582  2  18.831  0.023  0.014  0.580   1.061e+02   2.200e+00   1.410e+00   5.640e+01  7  sdss  7037  82N  1 
    0  54382.175070  4  18.649  0.067  0.035  0.484   1.248e+02   7.611e+00   3.961e+00   5.492e+01  9  sdss  7037  82N  1 
    2  54382.174241  0  20.777  0.161  0.079  3.816   1.889e+01   2.718e+00   1.342e+00   6.502e+01  3  sdss  7037  82N  1 
    0  54383.181760  1  19.505  0.023  0.011  0.554   5.625e+01   1.182e+00   5.519e-01   2.858e+01  6  sdss  7043  82N  1 
    0  54383.178443  2  18.807  0.020  0.007  0.199   1.084e+02   1.957e+00   6.549e-01   1.978e+01  7  sdss  7043  82N  1 
    0  54383.180931  4  18.599  0.046  0.031  0.248   1.307e+02   5.438e+00   3.696e+00   2.945e+01  9  sdss  7043  82N  1 
