# SDSS CID:  15250 IAU:          RA: 306.810089 DEC:  -0.236478  (J2000)
# GALAXY_SB [ugriz] = [ 21.52 20.25 19.57 19.35 19.16 ] +/- [  0.00  0.00  0.00  0.00  0.00 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  9.224E+00  2.814E+01  5.392E+01  6.515E+01  7.731E+01 ] +/- [  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
  288  53975.156569  1  21.854  0.154  0.038  0.000   6.446e+00   9.055e-01   2.244e-01   0.000e+00  3  sdss  6287  82S  3 
  288  53975.153248  2  21.089  0.111  0.054  0.000   1.325e+01   1.344e+00   6.531e-01   0.000e+00  3  sdss  6287  82S  3 
 1440  53975.154077  3  22.129  0.406  0.215  0.000   4.946e+00   1.827e+00   1.008e+00   0.000e+00  1  sdss  6287  82S  3 
  288  53975.155740  4  20.987  0.455  0.332  0.000   1.401e+01   6.022e+00   4.601e+00   0.000e+00  3  sdss  6287  82S  3 
  288  53975.154906  0  21.803  0.337  0.061  0.000   7.308e+00   2.175e+00   4.065e-01   0.000e+00  2  sdss  6287  82S  3 
  288  53994.150916  1  21.387  0.089  0.031  0.000   9.925e+00   8.091e-01   2.805e-01   0.000e+00  3  sdss  6353  82S  3 
  288  53994.147599  2  20.653  0.066  0.030  0.000   1.979e+01   1.206e+00   5.465e-01   0.000e+00  3  sdss  6353  82S  3 
 1408  53994.148428  3  25.311  0.866  0.315  0.000  -1.273e+00   1.414e+00   5.232e-01   0.000e+00  1  sdss  6353  82S  3 
  288  53994.150087  4  21.522  0.577  0.292  0.000   8.059e+00   4.920e+00   2.601e+00   0.000e+00  3  sdss  6353  82S  3 
  288  53994.149257  0  21.693  0.263  0.133  0.000   8.096e+00   1.902e+00   9.820e-01   0.000e+00  2  sdss  6353  82S  3 
  288  53998.130533  1  21.395  0.086  0.024  0.000   9.853e+00   7.715e-01   2.170e-01   0.000e+00  3  sdss  6377  82S  3 
  288  53998.127216  2  21.085  0.088  0.023  0.000   1.329e+01   1.072e+00   2.846e-01   0.000e+00  3  sdss  6377  82S  3 
  288  53998.128045  3  22.375  0.432  0.170  0.000   3.906e+00   1.562e+00   6.432e-01   0.000e+00  1  sdss  6377  82S  3 
