# SDSS CID:  20740 IAU: 2007jx   RA: 300.708466 DEC:   0.337271  (J2000)
# GALAXY_SB [ugriz] = [ 24.49 22.73 22.59 21.82 21.32 ] +/- [  0.94  0.09  0.09  0.06  0.11 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  1.386E-01  2.838E+00  3.281E+00  6.592E+00  9.933E+00 ] +/- [  9.194E-01  2.335E-01  2.813E-01  3.843E-01  1.098E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
   34  54346.129271  1  23.416  0.518  0.477  2.446   1.466e+00   7.248e-01   7.043e-01   3.610e+00  1  sdss  6920  82N  4 
 1186  54346.125955  2  24.106  1.054  2.011  4.910   5.949e-01   1.078e+00   1.949e+00   4.759e+00  1  sdss  6920  82N  4 
 1152  54346.126784  3  26.485  0.410  0.624  1.658  -4.452e+00   1.678e+00   2.660e+00   7.068e+00  1  sdss  6920  82N  4 
   32  54346.128442  4  21.256  0.562  0.673  1.101   1.069e+01   5.788e+00   7.320e+00   1.198e+01  3  sdss  6920  82N  4 
   46  54346.127613  0  22.293  0.671  0.799  4.154   4.620e+00   2.593e+00   3.433e+00   1.785e+01  1  sdss  6920  82N  4 
   32  54358.114651  1  23.123  0.399  0.362  1.261   1.956e+00   7.303e-01   6.887e-01   2.395e+00  1  sdss  6958  82N  4 
 1184  54358.111334  2  22.583  0.324  0.311  0.936   3.293e+00   9.901e-01   9.769e-01   2.940e+00  1  sdss  6958  82N  4 
 1152  54358.112163  3  24.770  0.893  0.799  2.393  -4.939e-01   1.226e+00   1.014e+00   3.035e+00  1  sdss  6958  82N  4 
   32  54358.113821  4  22.557  0.863  0.530  1.471   1.361e+00   4.752e+00   2.667e+00   7.402e+00  3  sdss  6958  82N  4 
   44  54358.112992  0  23.853  1.394  1.754  6.806   8.632e-01   1.899e+00   2.184e+00   8.475e+00  1  sdss  6958  82N  4 
  161  54366.106721  1  22.611  0.552  0.096  0.486   3.185e+00   1.536e+00   2.892e-01   1.457e+00  1  sdss  6985  82N  4 
  161  54366.103404  2  22.687  0.527  0.136  0.506   2.981e+00   1.415e+00   3.893e-01   1.448e+00  1  sdss  6985  82N  4 
 1152  54366.104233  3  25.216  1.129  0.647  1.787  -1.119e+00   1.814e+00   1.015e+00   2.804e+00  1  sdss  6985  82N  4 
   32  54366.105891  4  22.697  1.014  0.373  1.520   6.626e-01   5.718e+00   1.833e+00   7.472e+00  3  sdss  6985  82N  4 
   37  54366.105062  0  23.597  2.287  0.660  5.969   1.212e+00   4.416e+00   9.663e-01   8.738e+00  1  sdss  6985  82N  4 
    2  54382.154907  1  25.825  1.073  0.777  6.870  -4.464e-01   8.132e-01   5.583e-01   4.938e+00  1  sdss  7037  82N  4 
 1186  54382.151590  2  22.644  0.437  0.421  1.716   3.107e+00   1.241e+00   1.254e+00   5.105e+00  1  sdss  7037  82N  4 
 1154  54382.152419  3  24.876  1.143  1.486  4.485  -6.312e-01   1.691e+00   1.960e+00   5.916e+00  1  sdss  7037  82N  4 
   32  54382.154078  4  21.220  0.685  0.767  1.159   1.109e+01   7.084e+00   8.594e+00   1.299e+01  3  sdss  7037  82N  4 
   36  54382.153249  0  23.179  2.170  0.427 11.364   1.933e+00   4.226e+00   8.543e-01   2.275e+01  1  sdss  7037  82N  4 
   32  54388.161651  1  23.236  0.426  0.177  0.956   1.753e+00   7.053e-01   3.050e-01   1.646e+00  1  sdss  7060  82N  4 
  160  54388.158335  2  22.404  0.251  0.159  0.483   3.902e+00   9.093e-01   5.873e-01   1.781e+00  1  sdss  7060  82N  4 
 1152  54388.159164  3  24.553  0.914  0.652  1.715  -2.278e-01   1.226e+00   7.839e-01   2.063e+00  1  sdss  7060  82N  4 
    0  54388.160822  4  21.511  0.617  0.388  0.683   8.161e+00   5.225e+00   3.447e+00   6.070e+00  3  sdss  7060  82N  4 
   36  54388.159993  0  22.711  0.766  0.285  2.454   3.095e+00   2.019e+00   8.457e-01   7.282e+00  1  sdss  7060  82N  4 
   33  54393.146626  1  23.504  0.692  0.200  0.618   1.341e+00   8.737e-01   2.742e-01   8.467e-01  1  sdss  7080  82N  4 
    0  54393.143310  2  21.836  0.184  0.043  0.135   6.635e+00   1.123e+00   2.683e-01   8.309e-01  1  sdss  7080  82N  4 
    0  54393.144139  3  22.085  0.319  0.145  0.214   5.155e+00   1.522e+00   7.096e-01   1.045e+00  1  sdss  7080  82N  4 
    0  54393.145797  4  22.016  0.751  0.242  0.477   4.372e+00   4.732e+00   1.522e+00   3.000e+00  3  sdss  7080  82N  4 
    1  54393.144968  0  24.850  1.636  0.641  3.637  -1.794e-01   2.262e+00   6.297e-01   3.573e+00  1  sdss  7080  82N  4 
    3  54396.076601  1  22.032  0.416  0.182  0.625   5.463e+00   2.019e+00   9.248e-01   3.176e+00  1  sdss  7092  82N  4 
  163  54396.073284  2  23.248  1.287  0.707  2.127   1.712e+00   1.917e+00   1.252e+00   3.764e+00  1  sdss  7092  82N  4 
 1152  54396.074113  3  25.331  1.221  0.980  2.900  -1.306e+00   2.063e+00   1.653e+00   4.893e+00  1  sdss  7092  82N  4 
   32  54396.075772  4  21.654  0.918  0.294  1.427   6.950e+00   6.906e+00   2.345e+00   1.140e+01  3  sdss  7092  82N  4 
    7  54396.074943  0  26.916  1.993  0.111  3.358  -4.113e+00   5.012e+00   4.264e-01   1.293e+01  1  sdss  7092  82N  4 
   32  54403.073905  1  22.748  0.252  0.086  0.380   2.799e+00   6.580e-01   2.289e-01   1.006e+00  1  sdss  7106  82N  4 
    0  54403.070589  2  21.984  0.179  0.061  0.173   5.782e+00   9.569e-01   3.280e-01   9.330e-01  1  sdss  7106  82N  4 
 1152  54403.071418  3  21.593  0.182  0.064  0.153   8.183e+00   1.371e+00   4.853e-01   1.164e+00  1  sdss  7106  82N  4 
    0  54403.073076  4  21.881  0.673  0.275  0.505   5.261e+00   4.523e+00   1.876e+00   3.453e+00  3  sdss  7106  82N  4 
   44  54403.072247  0  22.568  0.506  0.238  1.213   3.554e+00   1.605e+00   7.998e-01   4.079e+00  1  sdss  7106  82N  4 
   32  54406.067358  1  22.846  0.286  0.137  0.588   2.550e+00   6.797e-01   3.329e-01   1.429e+00  1  sdss  7121  82N  4 
    0  54406.064041  2  21.728  0.153  0.059  0.183   7.335e+00   1.034e+00   4.026e-01   1.245e+00  1  sdss  7121  82N  4 
 1152  54406.064870  3  21.984  0.277  0.096  0.293   5.672e+00   1.453e+00   5.136e-01   1.566e+00  1  sdss  7121  82N  4 
    0  54406.066529  4  21.190  0.463  0.110  0.337   1.144e+01   5.105e+00   1.267e+00   3.875e+00  3  sdss  7121  82N  4 
   32  54406.065699  0  23.853  1.460  0.168  4.538   8.632e-01   2.022e+00   2.091e-01   5.651e+00  1  sdss  7121  82N  4 
    4  54412.069852  1  22.326  0.204  0.083  0.324   4.157e+00   7.850e-01   3.242e-01   1.258e+00  1  sdss  7140  82N  4 
    0  54412.066535  2  21.713  0.184  0.105  0.193   7.438e+00   1.262e+00   7.229e-01   1.331e+00  1  sdss  7140  82N  4 
   32  54412.067364  3  23.727  1.124  0.572  1.355   7.960e-01   1.699e+00   7.960e-01   1.886e+00  1  sdss  7140  82N  4 
    4  54412.069022  4  21.451  0.786  0.478  0.524   8.713e+00   6.774e+00   4.454e+00   4.881e+00  3  sdss  7140  82N  4 
    4  54412.068193  0  22.075  0.466  0.046  1.271   5.672e+00   2.306e+00   2.380e-01   6.648e+00  1  sdss  7140  82N  4 
  140  54415.106966  1  22.243  0.207  0.254  0.280   4.492e+00   8.589e-01   1.062e+00   1.174e+00  1  sdss  7150  82N  4 
 1028  54415.103649  2  21.972  0.643  0.689  0.274   5.847e+00   3.161e+00   3.759e+00   1.492e+00  1  sdss  7150  82N  4 
    4  54415.104479  3  25.417  1.682  0.815  0.943  -1.455e+00   3.180e+00   1.457e+00   1.685e+00  1  sdss  7150  82N  4 
    4  54415.106137  4  20.674  0.401  0.219  0.222   1.896e+01   6.924e+00   3.936e+00   3.978e+00  3  sdss  7150  82N  4 
 1188  54415.105308  0  22.737  1.612  0.256  1.777   3.018e+00   3.467e+00   7.435e-01   5.155e+00  1  sdss  7150  82N  4 
    0  54416.065206  1  22.218  0.155  0.052  0.218   4.596e+00   6.602e-01   2.233e-01   9.333e-01  1  sdss  7155  82N  4 
    0  54416.061890  2  21.745  0.145  0.040  0.150   7.220e+00   9.648e-01   2.709e-01   1.007e+00  1  sdss  7155  82N  4 
    0  54416.062719  3  21.661  0.205  0.090  0.170   7.681e+00   1.451e+00   6.432e-01   1.222e+00  1  sdss  7155  82N  4 
    0  54416.064377  4  22.005  0.706  0.276  0.518   4.443e+00   4.467e+00   1.749e+00   3.283e+00  3  sdss  7155  82N  4 
    8  54416.063548  0  22.338  0.407  0.197  1.089   4.427e+00   1.612e+00   8.111e-01   4.494e+00  1  sdss  7155  82N  4 
   57  54421.070543  1  22.215  0.350  1.501  0.498   4.609e+00   1.457e+00   6.446e+00   2.141e+00  1  sdss  7170  82N  4 
  161  54421.067226  2  22.540  0.698  0.833  0.822   3.430e+00   2.036e+00   2.718e+00   2.684e+00  1  sdss  7170  82N  4 
 1209  54421.068056  3  24.248  1.401  9.005  2.543   1.351e-01   2.162e+00   1.072e+01   3.028e+00  1  sdss  7170  82N  4 
   36  54421.069714  4  22.301  1.190  1.555  1.433   2.698e+00   7.351e+00   8.490e+00   7.827e+00  3  sdss  7170  82N  4 
   37  54421.068885  0  24.396  2.174  1.640  9.615   2.643e-01   3.831e+00   1.637e+00   9.596e+00  1  sdss  7170  82N  4 
    1  54423.062312  1  21.881  0.216  0.119  0.303   6.284e+00   1.246e+00   6.936e-01   1.765e+00  1  sdss  7176  82N  4 
  128  54423.058995  2  21.781  0.204  0.115  0.325   6.983e+00   1.311e+00   7.496e-01   2.110e+00  1  sdss  7176  82N  4 
 1184  54423.059824  3  23.044  0.781  0.554  1.304   1.973e+00   1.578e+00   1.201e+00   2.826e+00  1  sdss  7176  82N  4 
    0  54423.061483  4  23.593  0.910  0.504  1.184  -4.016e+00   5.672e+00   3.070e+00   7.214e+00  3  sdss  7176  82N  4 
    1  54423.060654  0  21.897  0.674  0.113  1.589   6.692e+00   3.697e+00   6.961e-01   9.761e+00  1  sdss  7176  82N  4 
   33  54425.062797  1  23.248  1.077  0.298  1.031   1.732e+00   1.511e+00   5.082e-01   1.757e+00  1  sdss  7188  82N  4 
    1  54425.059481  2  21.761  0.209  0.077  0.242   7.114e+00   1.368e+00   5.103e-01   1.602e+00  1  sdss  7188  82N  4 
 1184  54425.060310  3  22.448  0.441  0.171  0.483   3.636e+00   1.498e+00   6.078e-01   1.715e+00  1  sdss  7188  82N  4 
    0  54425.061968  4  21.525  0.665  0.284  0.669   8.035e+00   5.539e+00   2.498e+00   5.882e+00  3  sdss  7188  82N  4 
    5  54425.061139  0  21.720  0.650  0.225  0.967   7.891e+00   4.215e+00   1.623e+00   6.974e+00  1  sdss  7188  82N  4 
