# SDSS CID:  15331 IAU:          RA:  14.217983 DEC:  -0.239570  (J2000)
# GALAXY_SB [ugriz] = [ 24.07 24.48 23.83 23.41 22.37 ] +/- [  0.00  0.00  0.00  0.00  0.00 ] (asinh mag/square arcsec)
# GALAXY_SB_FLUX [ugriz] = [  5.775E-01  3.956E-01  8.892E-01  1.276E+00  2.295E+00 ] +/- [  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 ] (microJy per square arcsec)
#FLAG  MJD       FILT  MAG     MERR  MSKYERR MGALERR  FLUX       FLUXERR    SKYERR     GALERR    NPRE TELE   RUN  STRIP  IDCCD
  256  53975.343187  1  25.548  0.750  0.604  0.000  -2.599e-01   5.020e-01   3.836e-01   0.000e+00  10  sdss  6287  82S  3 
  256  53975.339869  2  25.253  0.870  0.908  0.000  -3.709e-01   8.102e-01   7.886e-01   0.000e+00  11  sdss  6287  82S  3 
  256  53975.340699  3  24.537  0.923  0.951  0.000  -2.080e-01   1.238e+00   1.140e+00   0.000e+00  11  sdss  6287  82S  3 
  288  53975.342357  4  22.285  0.737  0.544  0.000   2.784e+00   4.215e+00   3.000e+00   0.000e+00  11  sdss  6287  82S  3 
  288  53975.341528  0  23.202  0.935  0.543  0.000   1.889e+00   1.644e+00   1.063e+00   0.000e+00  9  sdss  6287  82S  3 
  257  53990.356501  1  24.524  1.339  0.521  0.000   3.672e-01   1.050e+00   3.532e-01   0.000e+00  10  sdss  6330  82S  3 
  257  53990.353184  2  24.858  1.111  0.813  0.000  -4.484e-02   1.051e+00   6.502e-01   0.000e+00  11  sdss  6330  82S  3 
  256  53990.354013  3  25.387  0.945  0.538  0.000  -1.402e+00   1.601e+00   9.403e-01   0.000e+00  11  sdss  6330  82S  3 
  256  53990.355671  4  22.937  0.797  0.719  0.000  -5.068e-01   4.258e+00   3.522e+00   0.000e+00  11  sdss  6330  82S  3 
  289  53990.354842  0  23.907  1.752  0.657  0.000   7.963e-01   2.635e+00   7.923e-01   0.000e+00  9  sdss  6330  82S  3 
