Filter, MJD, Mag, Mag Error
R, 53276.2638, 17.0057, 0.052129
R, 53280.5131, 16.8657, 0.04445
R, 53282.2702, 16.8257, 0.045561
R, 53283.3282, 16.7957, 0.040664
R, 53290.4503, 16.7157, 0.04237
R, 53302.2963, 16.7557, 0.047443
R, 53327.3959, 16.8957, 0.062944
R, 53390.1552, 17.2257, 0.087087
R, 53438.1451, 18.7557, 0.3261
R, 53570.4707, 20.6757, 0.12627
