Filter, MJD, Mag, Mag Error
R, 53272.1479, 17.05, 0.12398
R, 53276.1562, 17.02, 0.12358
R, 53278.3527, 17.15, 0.13468
R, 53280.2181, 17.1, 0.12359
R, 53282.1465, 17.11, 0.12355
R, 53283.2264, 17.04, 0.12398
R, 53304.1013, 17.15, 0.12582
R, 53308.1634, 17.16, 0.13256
R, 53325.1101, 17.16, 0.12305
R, 53353.0937, 18.12, 0.1358
