Filter, MJD, Mag, Mag Error
R, 53503.3142, 18.065, 0.056598
R, 53508.3285, 18.145, 0.070597
R, 53518.2958, 18.325, 0.14272
R, 53530.2903, 18.165, 0.067766
R, 53535.2532, 18.195, 0.048339
R, 53542.3008, 18.475, 0.1458
R, 53548.2722, 18.405, 0.047176
R, 53562.2666, 19.045, 0.052947
R, 53571.2703, 19.285, 0.2098
R, 53581.2546, 19.585, 0.089771
R, 53588.217, 19.765, 0.21547
