Filter, MJD, Mag, Mag Error
R, 53276.2488, 17.6067, 0.029772
R, 53277.511, 17.5567, 0.052066
R, 53283.3015, 17.5567, 0.025568
R, 53288.2796, 17.5767, 0.044362
R, 53290.4207, 17.6467, 0.10206
R, 53302.2574, 17.8467, 0.039288
R, 53303.5217, 17.7967, 0.026121
R, 53315.4887, 17.9767, 0.034474
R, 53339.4057, 18.6167, 0.21409
R, 53386.22, 20.1167, 0.21118
