2456509.92256 99.999 9.999 4.21  344.0
2456520.89577 99.999 9.999 4.30  338.0
2456531.90695 99.999 9.999 4.91  310.0
2456547.87323 23.155 1.138 5.24  239.0
2456561.84052 99.999 9.999 5.93  247.0
2456571.84730 99.999 9.999 3.91  285.0
2456577.88792 99.999 9.999 5.12  519.0
2456583.79408 25.105 8.508 4.70  492.0
2456608.83440 99.999 9.999 4.36  281.0
2456612.77061 99.999 9.999 3.76  410.0
2456616.73244 99.999 9.999 3.94  417.0
2456622.78644 99.999 9.999 5.46  233.0
2456628.81410 20.282 0.081 4.66  266.0
2456638.73985 19.580 0.040 3.77  304.0
2456645.73739 19.988 0.081 4.54  498.0
2456649.74432 20.395 0.093 4.76  266.0
2456654.76446 20.149 0.064 4.81  197.0
2456658.79176 19.993 0.050 4.24  200.0
2456662.77289 20.241 0.105 6.60  276.0
2456667.83167 20.234 0.111 6.10  399.0
2456672.77781 20.669 0.218 6.17  636.0
2456680.77207 22.516 0.797 5.26  328.0
2456690.66471 21.836 0.338 5.48  206.0
2456697.71328 21.597 0.266 4.35  391.0
2456705.67857 103.149 9.999 5.72  501.0
2456712.64584 103.149 9.999 5.69  273.0
2456722.60661 103.149 9.999 6.22  242.0
2456736.61783 103.149 9.999 7.35  457.0
