2457792.57960 22 -1 4.20 460.0
2457796.60652 22 -1 4.85 601.0
2457801.62282 22 -1 5.10 404.0
2457812.56890 21.801 0.552 6.75 421.0
2457818.52663 22 -1 4.17 473.0
2457823.54239 22 -1 8.44 772.0
2457828.51708 22 -1 6.90 426.0
2457837.49932 21.288 0.367 6.60 501.0
2457846.48554 21.804 0.680 6.65 589.0
2457856.50190 22 -1 6.40 714.0
2457870.47117 22 -1 7.21 644.0
2458010.85846 17.840 0.017 11.29 341.0
2458018.88375 17.663 0.011 7.50 327.0
2458029.87101 17.701 0.012 5.69 439.0
2458064.81450 17.885 0.014 4.84 637.0
2458068.85104 17.851 0.011 3.79 374.0
2458075.72012 18.039 0.016 6.97 319.0
2458079.85903 18.033 0.019 5.71 714.0
2458085.83471 18.137 0.021 11.36 295.0
2458091.68504 18.143 0.024 6.31 980.0
2458096.75758 18.203 0.016 4.87 435.0
2458101.68188 18.186 0.017 5.34 400.0
2458109.71538 18.284 0.015 4.97 272.0
2458115.75934 18.315 0.016 5.09 290.0
2458128.68546 18.414 0.014 4.51 225.0
2458136.67531 18.438 0.021 5.61 494.0
2458142.67207 18.453 0.021 5.10 470.0
2458147.63615 18.640 0.031 8.22 544.0
2458153.61278 18.524 0.017 3.48 378.0
2458172.56970 18.690 0.031 7.97 481.0
2458176.56706 18.744 0.032 6.14 520.0
2458186.57720 18.867 0.035 11.17 322.0
2458197.51778 18.949 0.030 8.09 353.0
2458205.53452 18.939 0.045 7.83 657.0
2458209.53152 19.025 0.038 4.87 723.0
2458213.51910 19.010 0.049 8.66 478.0
2458220.53378 19.059 0.039 7.04 433.0
2458226.51382 19.254 0.077 11.25 577.0
2458230.51160 19.176 0.048 5.44 598.0
2458236.47206 19.112 0.054 6.46 954.0
2458357.85491 19.246 0.042 4.65 558.0
2458364.88199 19.260 0.035 5.21 317.0
2458371.81254 19.252 0.039 5.65 393.0
2458377.86526 19.290 0.045 7.07 352.0
2458393.84498 19.279 0.036 4.42 417.0
2458401.83818 19.335 0.039 5.28 322.0
2458408.79286 19.442 0.045 5.48 377.0
2458411.75160 19.338 0.052 7.86 517.0
2458415.73703 19.299 0.055 5.37 801.0
2458419.73371 19.270 0.048 5.71 526.0
2458423.74383 19.139 0.032 4.68 410.0
2458468.85348 19.374 0.045 4.71 553.0
2458469.77913 19.220 0.034 6.30 290.0
2458472.77733 19.215 0.037 3.95 630.0
2458475.69715 19.198 0.043 4.13 819.0
2458478.74478 19.298 0.041 5.34 490.0
2458481.72258 19.186 0.033 3.84 560.0
2458484.74980 19.204 0.037 4.59 448.0
2458488.74636 19.195 0.032 5.42 322.0
2458493.70842 19.263 0.042 8.28 339.0
2458499.74153 19.219 0.045 9.93 485.0
2458503.74316 19.251 0.060 5.80 820.0
2458513.73973 19.238 0.042 6.17 375.0
2458516.74627 19.318 0.039 7.07 258.0
2458518.58482 19.255 0.028 4.93 225.0
2458521.57250 19.272 0.034 5.38 280.0
2458525.64294 19.193 0.031 6.34 292.0
2458529.59537 19.342 0.038 5.63 364.0
2458536.65545 19.225 0.038 4.71 549.0
2458541.51929 19.282 0.048 8.43 361.0
2458545.57296 19.301 0.033 4.40 328.0
2458552.51912 19.266 0.054 9.56 496.0
2458559.52775 19.281 0.051 6.99 529.0
2458563.53889 19.267 0.049 4.68 763.0
2458568.53160 19.195 0.032 4.55 360.0
2458575.49000 19.353 0.056 9.15 469.0
2458582.48895 19.133 0.039 4.87 617.0
2458587.49710 19.234 0.054 9.72 484.0
2458602.47020 19.193 0.037 4.79 542.0
2458702.92042 19.158 0.039 6.47 287.0
2458711.90855 19.186 0.053 5.95 692.0
2458716.88176 19.144 0.033 4.46 494.0
2458720.90704 19.247 0.054 6.24 513.0
2458725.85901 19.244 0.041 6.06 338.0
2458728.85198 19.124 0.028 4.66 300.0
