2456344.57215 22.086 0.441 4.60  357.0
2456348.55544 99.999 9.999 5.90  481.0
2456352.55502 99.999 9.999 1.52  349.0
2456353.59429 22.909 1.081 4.48  412.0
2456362.51716 99.999 9.999 5.15  346.0
2456369.54589 23.079 1.231 4.57  406.0
2456376.51049 99.999 9.999 6.59  605.0
2456386.49562 99.999 9.999 5.06  466.0
2456505.90307 19.991 0.094 9.99    0.0
2456514.85391 19.834 0.060 4.71  376.0
2456521.80349 19.850 0.081 4.93  503.0
2456524.88147 19.955 0.102 5.89  583.0
2456532.86644 19.872 0.076 5.89  311.0
2456545.81138 19.888 0.050 4.71  219.0
2456551.83058 19.875 0.102 9.99    0.0
2456559.80000 20.162 0.064 4.05  273.0
2456562.85354 20.407 0.090 4.56  245.0
2456567.81610 20.458 0.106 5.80  212.0
2456572.75589 20.603 0.110 4.95  231.0
2456577.82149 20.802 0.118 4.03  266.0
2456582.72141 21.224 0.220 3.98  505.0
2456586.71419 20.726 0.171 5.69  414.0
2456593.67743 21.303 0.317 6.44  328.0
2456601.66015 21.252 0.209 4.20  313.0
2456604.65995 21.579 0.308 1.33  232.0
2456610.69986 21.911 0.452 4.49  418.0
2456613.72461 21.296 0.302 4.55  602.0
2456618.67139 20.818 0.144 4.13  389.0
2456628.70588 21.901 0.479 5.59  339.0
2456636.67865 21.024 0.156 3.59  347.0
2456641.63951 21.556 0.311 4.09  463.0
2456649.62361 21.669 0.381 6.32  250.0
2456656.65009 21.315 0.229 5.15  274.0
2456659.61720 21.496 0.279 4.29  271.0
2456664.65501 22.757 0.697 3.89  318.0
2456669.64811 21.467 0.430 5.85  533.0
2456675.59684 21.178 0.300 4.53  641.0
2456680.62331 22.843 0.815 1.57  244.0
2456690.58413 21.606 0.268 4.67  221.0
2456695.62831 21.516 0.335 1.85  310.0
2456699.60936 25.649 13.140 4.53  409.0
2456703.61332 23.524 3.127 6.10  611.0
2456707.63522 21.813 0.396 1.32  430.0
2456710.60937 21.887 0.420 5.63  293.0
2456715.54591 21.225 0.272 6.07  298.0
2456727.58018 21.543 0.279 4.36  412.0
