2457390.72295 22 -1 5.16 302.0
2457398.73665 22 -1 5.01 364.0
2457402.75596 22 -1 4.42 283.0
2457407.70907 22 -1 4.39 434.0
2457409.68381 21.479 0.518 6.60 623.0
2457415.70916 22 -1 6.90 303.0
2457424.67611 22 -1 5.05 353.0
2457427.69257 22 -1 5.17 500.0
2457434.63715 22 -1 4.48 426.0
2457438.62791 22 -1 4.39 572.0
2457443.59821 22 -1 4.24 533.0
2457447.56974 22 -1 4.07 271.0
2457452.64348 22 -1 4.20 418.0
2457458.61746 22 -1 4.56 344.0
2457463.56684 22 -1 4.97 301.0
2457468.53824 22 -1 4.93 785.0
2457474.53587 22 -1 4.88 387.0
2457485.53780 22 -1 5.12 391.0
2457495.51100 22 -1 5.78 614.0
2457633.89889 17.675 0.012 5.39 248.0
2457643.84216 17.878 0.018 6.93 321.0
2457648.81443 17.907 0.015 4.43 596.0
2457651.78975 17.983 0.015 4.62 429.0
2457654.83956 18.065 0.020 6.67 389.0
2457656.83311 18.063 0.012 3.93 266.0
2457658.84930 18.107 0.015 4.17 336.0
2457659.82939 18.124 0.018 5.79 301.0
2457660.81285 18.120 0.017 5.61 261.0
2457661.82730 18.153 0.016 5.17 293.0
2457663.79103 18.169 0.014 3.80 289.0
2457664.78568 18.181 0.017 4.97 351.0
2457666.80695 18.207 0.016 5.04 261.0
2457667.81913 18.194 0.014 4.59 207.0
2457671.82303 18.270 0.014 4.64 152.0
2457673.77650 18.289 0.020 5.11 528.0
2457674.87384 18.271 0.028 5.00 1198.0
2457677.86642 18.420 0.058 1.52 1999.0
2457680.81274 18.307 0.025 6.36 436.0
2457682.85136 18.326 0.020 4.73 518.0
2457683.82952 18.426 0.032 7.41 399.0
2457684.79711 18.367 0.026 6.70 386.0
2457686.82103 18.379 0.022 5.73 366.0
2457687.82273 18.412 0.027 7.40 259.0
2457688.82176 18.405 0.018 4.49 281.0
2457689.81748 18.378 0.018 4.47 364.0
2457690.82589 18.385 0.018 4.54 357.0
2457691.73731 18.407 0.018 5.40 198.0
2457693.83734 18.482 0.024 5.55 299.0
2457699.77295 18.511 0.026 5.36 478.0
2457703.66790 18.495 0.023 4.14 501.0
2457708.68993 18.539 0.027 4.71 666.0
2457712.67784 18.644 0.023 5.03 281.0
2457719.66936 18.833 0.028 4.97 306.0
2457736.75320 19.795 0.090 4.36 999.0
2457740.72782 19.968 0.080 4.98 349.0
2457745.59571 20.248 0.108 5.77 288.0
2457747.68614 20.200 0.085 4.93 281.0
2457754.76695 20.173 0.081 4.03 351.0
2457759.74397 20.193 0.090 5.34 248.0
2457764.72449 20.366 0.144 5.29 678.0
2457768.72922 20.563 0.176 4.78 792.0
2457774.74717 20.424 0.145 5.86 488.0
2457783.62837 20.503 0.100 4.10 267.0
2457786.67730 20.594 0.121 4.31 439.0
2457791.52515 20.585 0.173 5.69 456.0
2457795.54689 20.681 0.233 5.80 665.0
2457799.53246 20.617 0.176 6.68 249.0
2457807.56345 20.942 0.210 6.05 294.0
2457809.56481 20.999 0.204 5.61 285.0
2457815.48426 20.823 0.201 5.69 344.0
2457819.49313 21.547 0.368 5.62 393.0
2457824.47315 21.055 0.275 5.12 726.0
2457829.46831 21.378 0.302 5.38 406.0
