2456345.53413 103.149 9.999 7.06  381.0
2456370.52408 103.149 9.999 9.99    0.0
2456379.51703 22.023 0.693 1.66  720.0
2456510.86904 103.149 9.999 9.99    0.0
2456519.90997 21.053 0.191 9.99    0.0
2456522.82447 19.771 0.061 1.98  379.0
2456526.82508 18.787 0.026 1.70  525.0
2456537.87613 18.484 0.016 9.99    0.0
2456548.79111 18.979 0.024 4.74  262.0
2456558.77985 19.180 0.029 3.91  359.0
2456564.75064 19.199 0.029 9.99    0.0
2456571.73214 19.153 0.029 9.99    0.0
2456575.78410 19.272 0.028 1.90  236.0
2456578.77903 19.445 0.041 1.82  358.0
2456583.74835 19.602 0.060 4.38  544.0
2456589.79617 19.942 0.058 9.99    0.0
2456599.65995 20.045 0.065 1.37  316.0
2456603.69802 20.469 0.098 4.35  269.0
2456607.70595 20.541 0.114 1.56  323.0
2456610.72558 21.039 0.200 5.57  395.0
2456613.65718 21.057 0.246 9.99    0.0
2456616.62608 20.700 0.140 1.59  428.0
2456618.69152 20.927 0.160 1.87  379.0
2456622.70778 21.144 0.161 9.99    0.0
2456627.69470 20.784 0.109 3.98  277.0
2456635.62422 22.068 0.598 9.99    0.0
2456637.68000 21.715 0.355 9.99    0.0
2456639.66161 21.763 0.379 1.91  335.0
2456641.61207 20.960 0.181 9.99    0.0
2456645.67989 21.641 0.388 1.35  452.0
2456647.67910 22.237 0.530 2.50  319.0
2456649.60426 21.324 0.200 9.99    0.0
2456651.67501 21.969 0.369 1.89  176.0
2456652.63068 22.500 0.556 9.99    0.0
2456655.64901 21.960 0.358 9.99    0.0
2456660.67324 22.068 0.490 1.83  309.0
2456662.69964 21.549 0.317 9.99    0.0
2456665.70943 21.339 0.329 9.99    0.0
2456667.69808 21.654 0.548 9.99    0.0
2456671.67897 103.149 9.999 1.92  631.0
2456675.63764 21.342 0.383 9.99    0.0
2456677.66730 21.295 0.278 9.99    0.0
2456680.64170 103.149 9.999 6.39  230.0
2456684.58042 22.180 0.691 9.99    0.0
2456687.66089 21.765 0.432 1.45  269.0
2456691.62159 103.149 9.999 4.91  312.0
2456695.55951 22.284 0.551 9.99    0.0
2456698.57227 21.565 0.317 9.99    0.0
2456701.58356 103.149 9.999 9.99    0.0
2456705.59347 23.778 3.164 1.43  453.0
2456709.58810 103.149 9.999 9.99    0.0
2456712.54120 23.961 2.175 9.99    0.0
2456716.56027 21.741 0.301 3.79  287.0
2456719.56074 103.149 9.999 2.23  319.0
2456721.51597 103.149 9.999 9.99    0.0
2456724.51190 22.480 0.621 1.81  334.0
2456727.51701 27.782 87.758 4.44  366.0
2456730.53879 22.084 0.757 9.99    0.0
2456734.53762 21.835 0.553 9.99    0.0
2456737.53252 23.079 1.092 9.99    0.0
2456741.51327 25.886 18.282 9.99    0.0
