2458484.55879 22 -1 4.04 217.0
2458491.56284 22 -1 5.13 266.0
2458497.53308 22 -1 6.12 1195.0
2458504.58612 22 -1 4.31 1003.0
2458509.55365 22 -1 5.19 303.0
2458516.57813 22 -1 7.02 320.0
2458525.54361 22 -1 5.42 383.0
2458660.91405 19.657 0.052 5.00 341.0
2458666.90674 19.855 0.092 7.88 291.0
2458667.93328 19.651 0.059 5.44 374.0
2458668.91835 19.824 0.098 6.82 398.0
2458675.85221 19.751 0.067 5.35 413.0
2458683.88281 19.621 0.065 5.44 449.0
2458692.79339 19.603 0.054 5.43 366.0
2458699.78323 19.702 0.038 3.93 218.0
