2456866.94034 22 -1 5.92 805.0
2456878.92093 22 -1 9.99 0.0
2456884.83869 22 -1 5.40 421.0
2456895.87423 22 -1 4.73 447.0
2456904.82601 22 -1 9.99 0.0
2456910.83608 22 -1 9.99 0.0
2456923.85567 22 -1 9.99 0.0
2456927.78585 22 -1 4.92 288.0
2456931.75979 22 -1 4.26 229.0
2456938.73107 22 -1 4.73 676.0
2456942.74569 22 -1 4.99 343.0
2456948.71811 22 -1 4.63 306.0
2456951.76039 22 -1 4.44 340.0
2456954.73052 22 -1 3.87 289.0
2456957.70192 22 -1 1.78 267.0
2456960.68249 22 -1 4.99 276.0
2456974.72614 22 -1 4.87 331.0
2456978.64233 22 -1 4.81 307.0
2456982.69555 22 -1 4.22 435.0
2456987.64677 22 -1 4.96 333.0
2456994.69258 22 -1 4.31 437.0
2456998.64771 22 -1 4.00 582.0
2457001.68296 22 -1 4.86 360.0
2457005.66802 22 -1 5.07 307.0
2457009.68973 22 -1 4.47 323.0
2457014.75896 22 -1 4.51 267.0
2457018.67278 22 -1 5.53 286.0
2457019.76624 22 -1 5.88 201.0
2457022.66247 22 -1 4.91 495.0
2457025.72127 22 -1 6.22 626.0
2457027.71926 22 -1 4.54 1349.0
2457033.64498 22 -1 4.78 396.0
2457037.62663 22 -1 3.99 290.0
2457040.64934 22 -1 4.37 242.0
2457045.62380 22 -1 8.11 251.0
2457050.61966 22 -1 3.46 264.0
2457055.60633 22 -1 5.06 477.0
2457061.65213 22 -1 9.99 0.0
2457067.58208 22 -1 5.31 284.0
2457072.54967 22 -1 6.07 282.0
2457081.55381 22 -1 6.73 512.0
2457093.51301 22 -1 6.83 428.0
2457226.91438 18.368 0.021 9.99 0.0
2457230.89746 22 -1 1.86 449.0
2457253.91856 22 -1 5.09 330.0
2457260.90917 22 -1 6.50 312.0
2457270.86186 22 -1 9.99 0.0
2457282.84175 22 -1 2.36 281.0
2457288.85326 22 -1 1.91 280.0
2457295.71643 22 -1 4.47 513.0
2457302.76836 22 -1 1.79 213.0
2457311.72847 22 -1 4.75 138.0
2457318.72179 22 -1 5.28 392.0
2457327.75721 22 -1 5.59 315.0
2457341.71603 22 -1 5.70 281.0
2457346.69447 22 -1 4.93 375.0
2457354.77479 22 -1 4.30 475.0
2457357.73503 22 -1 4.78 310.0
2457361.71600 22 -1 4.34 292.0
2457365.71365 22 -1 4.06 167.0
2457371.70505 22 -1 5.13 222.0
2457374.69332 22 -1 4.15 207.0
2457378.67899 22 -1 5.60 452.0
2457383.67907 22 -1 4.22 448.0
2457386.64536 22 -1 3.83 361.0
2457395.62417 22 -1 1.55 253.0
2457401.64315 22 -1 3.77 248.0
2457405.64910 22 -1 5.14 417.0
2457410.68090 22 -1 4.69 710.0
2457425.64879 22 -1 5.83 298.0
2457429.65232 22 -1 3.42 431.0
